"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s011","11","2. Arzt oder Bäcker","A baker would not listen to bread rolls.","Ein Bäcker würde keine Brötchen abhören.","","","Ein Bäcker|würde keine Brötchen|abhören","de.konjunktiv_ii|de.negation","A2"
"s012","12","2. Arzt oder Bäcker","Therefore, the angry man must be a doctor.","Also muss der wütende Mann ein Arzt sein.","","","Also|muss der wütende Mann|ein Arzt sein","de.inversion|de.modal_infinitive","A2"
"s013","13","3. Wo bin ich?","The doctor points at Maik’s head and yells.","Der Arzt zeigt auf Maiks Kopf und brüllt.","","","Der Arzt|zeigt auf Maiks Kopf|und brüllt","de.coordination|de.prepositional_phrase","A2"
"s014","14","3. Wo bin ich?","Under the blanket, Maik searches for his legs.","Unter der Decke sucht Maik seine Beine.","","","Unter der Decke|sucht Maik|seine Beine","de.inversion|de.accusative_object","A2"
"s015","15","3. Wo bin ich?","They are bare, but no longer wet or bloody.","Sie sind nackt, aber nicht mehr nass oder blutig.","","","Sie sind nackt|aber|nicht mehr nass oder blutig","de.coordination|de.negation","A2"
"s016","16","3. Wo bin ich?","Maik lies on his back beneath a yellow ceiling.","Maik liegt auf dem Rücken unter einer gelben Zimmerdecke.","","","Maik liegt|auf dem Rücken|unter einer gelben Decke","de.prepositional_phrase|de.contraction","A2"
"s017","17","3. Wo bin ich?","Large dark windows stand on one side.","Auf einer Seite sind große dunkle Fenster.","","","Auf einer Seite|sind|große dunkle Fenster","de.inversion|de.copular","A2"
"s018","18","3. Wo bin ich?","A white plastic curtain hangs on the other side.","Auf der anderen Seite hängt ein weißer Plastikvorhang.","","","Auf der anderen Seite|hängt|ein weißer Plastikvorhang","de.inversion|de.prepositional_phrase","A2"
"s019","19","3. Wo bin ich?","He concludes that he is in a hospital.","Er merkt, dass er in einem Krankenhaus ist.","","","Er merkt|dass er|in einem Krankenhaus ist","de.subordinate_dass|de.prepositional_phrase","A2"
"s020","20","4. Wer bestimmt?","The small woman also wears a medical coat.","Die kleine Frau trägt ebenfalls einen Kittel.","","","Die kleine Frau|trägt ebenfalls|einen Kittel","de.verb_second|de.accusative_object","A2"
"s021","21","4. Wer bestimmt?","She holds a notepad in her hand.","Sie hält einen Schreibblock in der Hand.","","","Sie hält|einen Schreibblock|in der Hand","de.accusative_object|de.prepositional_phrase","A2"
"s022","22","4. Wer bestimmt?","Maik wonders which hospital this is.","Maik fragt sich, in welchem Krankenhaus er liegt.","","","Maik fragt sich|in welchem Krankenhaus|er liegt","de.reflexive|de.indirect_question","A2"
"s023","23","4. Wer bestimmt?","He knows that he is no longer in Berlin.","Er weiß, dass er nicht mehr in Berlin ist.","","","Er weiß|dass er|nicht mehr in Berlin ist","de.subordinate_dass|de.negation","A2"
"s024","24","4. Wer bestimmt?","Nobody pays attention to his questions.","Niemand beachtet seine Fragen.","","","Niemand|beachtet|seine Fragen","de.verb_second|de.negation","A2"
"s025","25","4. Wer bestimmt?","The officer dislikes being shouted at.","Der Polizist mag das Geschrei nicht.","","","Der Polizist|mag|das Geschrei nicht","de.verb_second|de.negation","A2"
"s026","26","4. Wer bestimmt?","He shouts back, and the doctor gets louder.","Er schreit zurück, und der Arzt wird lauter.","","","Er schreit zurück|und|der Arzt wird lauter","de.separable_verb|de.coordination|de.comparative","A2"
"s027","27","4. Wer bestimmt?","It becomes clear that the doctor is in charge.","Jetzt ist klar, dass der Arzt das Sagen hat.","","","Jetzt ist klar|dass der Arzt|das Sagen hat","de.inversion|de.subordinate_dass|de.idiom","A2"
"s028","28","5. Valium","Maik feels exhausted, happy and strangely protected.","Maik fühlt sich erschöpft, glücklich und seltsam geschützt.","","","Maik fühlt sich|erschöpft, glücklich|und seltsam geschützt","de.reflexive|de.coordination","A2"
"s029","29","5. Valium","He falls asleep without saying a word.","Er schläft ein, ohne ein Wort zu sagen.","","","Er schläft ein|ohne ein Wort|zu sagen","de.separable_verb|de.ohne_zu","A2"
"s030","30","5. Valium","Later he learns that this happiness was Valium.","Später erfährt er, dass dieses Glück Valium hieß.","","","Später erfährt er|dass dieses Glück|Valium hieß","de.inversion|de.subordinate_dass|de.past_simple","A2"
"s031","31","5. Valium","The medicine had been given with large injections.","Das Medikament war mit großen Spritzen gegeben worden.","","The passive focuses on the medicine, not the person giving it.","Das Medikament|war mit großen Spritzen|gegeben worden","de.passive_perfect|de.prepositional_phrase","B1"
"s032","32","6. Zweites Erwachen","When Maik wakes again, sunlight fills the windows.","Als Maik wieder aufwacht, scheint die Sonne herein.","","","Als Maik wieder aufwacht|scheint die Sonne|herein","de.temporal_als|de.separable_verb","A2"
"s033","33","6. Zweites Erwachen","Another doctor scratches the soles of his feet.","Ein anderer Arzt kratzt an seinen Fußsohlen.","","","Ein anderer Arzt|kratzt|an seinen Fußsohlen","de.verb_second|de.prepositional_phrase","A2"
"s034","34","6. Zweites Erwachen","A nurse stands beside the doctor.","Eine Krankenschwester steht neben dem Arzt.","","","Eine Krankenschwester|steht|neben dem Arzt","de.prepositional_phrase|de.verb_second","A2"
"s035","35","6. Zweites Erwachen","This time, no police officers are present.","Diesmal sind keine Polizisten da.","","","Diesmal|sind|keine Polizisten da","de.inversion|de.negation","A2"
"s036","36","6. Zweites Erwachen","The scratching feels unpleasant.","Das Kratzen fühlt sich unangenehm an.","","","Das Kratzen|fühlt sich|unangenehm an","de.reflexive|de.separable_verb","A2"
"s037","37","6. Zweites Erwachen","The nurse announces that Maik is awake.","Die Krankenschwester sagt, dass Maik wach ist.","","","Die Krankenschwester sagt|dass Maik|wach ist","de.subordinate_dass|de.verb_second","A2"
"s038","38","7. Fragen an Maik","The doctor asks how Maik feels.","Der Arzt fragt, wie es Maik geht.","","","Der Arzt fragt|wie es Maik|geht","de.indirect_question|de.impersonal_es","A2"
"s039","39","7. Fragen an Maik","Maik only produces a weak sound.","Maik bringt nur einen schwachen Laut heraus.","","","Maik bringt|nur einen schwachen Laut|heraus","de.separable_verb|de.accusative_object","A2"
"s040","40","7. Fragen an Maik","The doctor asks whether Maik knows his name.","Der Arzt fragt, ob Maik seinen Namen kennt.","","","Der Arzt fragt|ob Maik|seinen Namen kennt","de.indirect_yesno|de.accusative_object","A2"
"s041","41","7. Fragen an Maik","Maik wonders whether they think he is crazy.","Maik fragt sich, ob sie ihn für verrückt halten.","","","Maik fragt sich|ob sie ihn|für verrückt halten","de.reflexive|de.indirect_yesno","A2"
"s042","42","7. Fragen an Maik","The doctor shines a flashlight into his eyes.","Der Arzt leuchtet ihm in die Augen.","","","Der Arzt|leuchtet ihm|in die Augen","de.dative_object|de.prepositional_phrase","A2"
"s043","43","8. Namen und Müdigkeit","He pulls Maik’s eyelids upward.","Er zieht Maiks Augenlider hoch.","","","Er|zieht Maiks Augenlider|hoch","de.separable_verb|de.accusative_object","A2"
"s044","44","8. Namen und Müdigkeit","Maik considers several silly names for himself.","Maik überlegt sich mehrere alberne Namen.","","","Maik überlegt sich|mehrere alberne Namen","de.reflexive|de.accusative_object","A2"
"s045","45","8. Namen und Müdigkeit","His father sometimes calls himself Attila the Hun king.","Sein Vater nennt sich manchmal Attila der Hunnenkönig.","","","Sein Vater|nennt sich manchmal|Attila der Hunnenkönig","de.reflexive|de.name_phrase","A2"
"s046","46","8. Namen und Müdigkeit","Before Maik answers, the doctor orders more medicine.","Bevor Maik antwortet, bestellt der Arzt weitere Medizin.","","","Bevor Maik antwortet|bestellt der Arzt|weitere Medizin","de.subordinate_bevor|de.inversion","A2"
"s047","47","8. Namen und Müdigkeit","Then Maik falls asleep once more.","Dann schläft Maik wieder ein.","","","Dann|schläft Maik|wieder ein","de.inversion|de.separable_verb","A2"
