"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w069","de.adj.gelb","yellow","gelb","","","s016","gelben","word"
"w070","de.noun.ruecken","back","Rücken","der","","s016","Rücken","word"
"w071","de.noun.zimmerdecke","ceiling","Zimmerdecke","die","","s016","Zimmerdecke","word"
"w072","de.verb.liegen","lie/is located","liegen","","","s016","liegt","word"
"w073","de.adj.dunkel","dark","dunkel","","","s017","dunkle","word"
"w074","de.adj.gross","large","groß","","","s017","große|großen|großes","word"
"w075","de.noun.fenster","window","Fenster","das","","s017","Fenster","word"
"w076","de.noun.seite","side","Seite","die","","s017","Seite","word"
"w077","de.adj.ander","other","ander","","","s018","Andere|anderen|anderer","word"
"w078","de.noun.plastikvorhang","plastic curtain","Plastikvorhang","der","","s018","Plastikvorhang","word"
"w079","de.conjunction.dass","that","dass","","grammar word","s019","dass","function"
"w080","de.noun.krankenhaus","hospital","Krankenhaus","das","","s019","Krankenhaus|Krankenhäuser","word"
"w081","de.verb.merken","realize","merken","","","s019","merkt","word"
"w082","de.adverb.ebenfalls","also","ebenfalls","","grammar word","s020","ebenfalls","function"
"w083","de.article.die","the","die","","grammar word","s020","Die|die","function"
"w084","de.noun.hand","hand","Hand","die","","s021","Hand|Händen","word"
"w085","de.noun.schreibblock","notepad","Schreibblock","der","","s021","Schreibblock","word"
"w086","de.verb.halten","hold/keep","halten","","","s021","halten|hält","word"
"w087","de.adverb.sich","sich","sich","","","s022","sich","word"
"w088","de.questiondeterminer.welcher","which","welcher","","grammar word","s022","welchem|welches","function"
"w089","de.verb.fragen","ask","fragen","","","s022","Fragen|fragen|fragt","word"
"w090","de.name.berlin","Berlin","Berlin","","","s023","Berlin","name"
"w091","de.verb.wissen","know","wissen","","","s023","weiß|wusste","word"
"w092","de.pronoun.niemand","nobody","niemand","","grammar word","s024","Niemand|niemand","function"
"w093","de.verb.beachten","pay attention to","beachten","","","s024","beachtet","word"
"w094","de.article.das","the","das","","grammar word","s025","Das|das","function"
"w095","de.noun.geschrei","shouting","Geschrei","das","","s025","Geschrei","word"
"w096","de.verb.moegen","like","mögen","","","s025","mag|möchte|mögen","word"
"w097","de.adverb.lauter","louder","lauter","","","s026","lauter","word"
"w098","de.verb.zurueckschreien","shout back","zurückschreien","","","s026","schreit ... zurück","phrase"
"w099","de.adverb.jetzt","now","jetzt","","grammar word","s027","Jetzt|jetzt","function"
"w100","de.adverb.klar","clear","klar","","","s027","klar","word"
"w101","de.phrase.das_sagen_haben","be in charge","das Sagen haben","","","s027","das Sagen hat","phrase"
"w102","de.adj.erschoepft","exhausted","erschöpft","","","s028","erschöpft","word"
"w103","de.adj.geschuetzt","protected","geschützt","","","s028","geschützt","word"
"w104","de.adj.gluecklich","happy","glücklich","","","s028","glücklich","word"
"w105","de.adj.seltsam","strange","seltsam","","","s028","seltsam","word"
"w106","de.verb.fuehlen","feel","fühlen","","","s028","fühlen|fühlt","word"
"w107","de.prepositionconjunction.ohne","without","ohne","","grammar word","s029","ohne","function"
"w108","de.verb.einschlafen","fall asleep","einschlafen","","","s029","schläft ... ein","phrase"
"w109","de.verb.sagen","say","sagen","","","s029","sagen|sagt|sagte","word"
"w110","de.adverb.spaeter","later","spaeter","","grammar word","s030","Später|später","function"
"w111","de.determiner.dieser","this","dieser","","grammar word","s030","diese|diesem|diesen|dieser|dieses","function"
"w112","de.name.valium","Valium","Valium","das","","s030","Valium","name"
"w113","de.noun.glueck","happiness/luck","Glück","das","","s030","Glück","word"
"w114","de.verb.erfahren","learn","erfahren","","","s030","erfährt","word"
"w115","de.verb.heissen","be called","heißen","","","s030","heißt|hieß","word"
"w116","de.noun.medikament","medicine","Medikament","das","","s031","Medikament","word"
"w117","de.noun.spritze","injections","Spritze","die","","s031","Spritzen","word"
"w118","de.preposition.mit","with","mit","","grammar word","s031","Mit|mit","function"
"w119","de.verb.geben","give","geben","","","s031","gaben|gegeben|gibt","word"
"w120","de.adverb.wieder","again","wieder","","grammar word","s032","wieder","function"
"w121","de.conjunctionpreposition.als","when/as/than","als","","grammar word","s032","Als|als","function"
"w122","de.noun.sonne","sun","Sonne","die","","s032","Sonne","word"
"w123","de.verb.hereinscheinen","shine in","hereinscheinen","","","s032","scheint ... herein","phrase"
"w124","de.noun.fusssohle","soles of feet","Fußsohle","die","","s033","Fußsohlen","word"
"w125","de.verb.kratzen","scratch","kratzen","","","s033","kratzt","word"
"w126","de.noun.krankenschwester","nurse","Krankenschwester","die","","s034","Krankenschwester|Krankenschwestern","word"
"w127","de.preposition.neben","beside","neben","","grammar word","s034","Neben|neben","function"
"w128","de.verb.stehen","stand","stehen","","","s034","standen|steht","word"
"w129","de.adverb.da","da","da","","","s035","da","word"
"w130","de.adverb.diesmal","this time","diesmal","","grammar word","s035","Diesmal","function"
"w131","de.adj.unangenehm","unpleasant","unangenehm","","","s036","unangenehm","word"
"w132","de.noun.kratzen","scratching","Kratzen","das","","s036","Kratzen","word"
"w133","de.verb.sich_anfuehlen","feel","sich anfühlen","","","s036","fühlt sich ... an","phrase"
"w134","de.adj.wach","awake","wach","","","s037","wach","word"
"w135","de.adverb.geht","geht","geht","","","s038","geht","word"
"w136","de.pronoun.es","it","es","","grammar word","s038","Es|es","function"
"w137","de.questioncomparisonword.wie","how/like","wie","","grammar word","s038","wie","function"
"w138","de.adj.laut","loud","laut","","","s039","Laut|laut","word"
"w139","de.adj.schwach","weak","schwach","","","s039","schwachen","word"
"w140","de.adverb.nur","only","nur","","grammar word","s039","nur","function"
"w141","de.verb.herausbringen","produce or get out","herausbringen","","","s039","bringt ... heraus","phrase"
"w142","de.conjunction.ob","whether","ob","","grammar word","s040","ob","function"
"w143","de.noun.name","name","Name","der","","s040","Namen","word"
"w144","de.verb.kennen","know","kennen","","","s040","kennt","word"
"w145","de.adj.verrueckt","crazy","verrückt","","","s041","verrückt|verrückter","word"
"w146","de.preposition.fuer","for","fuer","","grammar word","s041","Für|für","function"
"w147","de.noun.auge","eyes","Auge","das","","s042","Augen","word"
"w148","de.verb.leuchten","shine","leuchten","","","s042","leuchtet","word"
"w149","de.noun.augenlid","eyelids","Augenlid","das","","s043","Augenlider","word"
"w150","de.verb.hochziehen","pull up","hochziehen","","","s043","hochgezogen|zieht ... hoch","phrase"
"w151","de.adj.albern","silly","albern","","","s044","albern|alberne","word"
"w152","de.adj.mehrere","several","mehrere","","","s044","mehrere","word"
"w153","de.verb.ueberlegen","consider","überlegen","","","s044","überlegt","word"
"w154","de.adverb.manchmal","sometimes","manchmal","","grammar word","s045","Manchmal|manchmal","function"
"w155","de.name.attila_der_hunnenkoenig","Attila the Hun king","Attila der Hunnenkönig","","","s045","Attila den Hunnenkönig|Attila der Hunnenkönig","name"
"w156","de.noun.vater","father","Vater","der","","s045","Vater","word"
"w157","de.verb.nennen","call","nennen","","","s045","nennt","word"
"w158","de.adverb.weitere","more","weitere","","","s046","weitere","word"
"w159","de.conjunction.bevor","before","bevor","","grammar word","s046","Bevor|bevor","function"
"w160","de.noun.medizin","medicine","Medizin","die","","s046","Medizin","word"
"w161","de.verb.antworten","answer","antworten","","","s046","antworten|antwortet","word"
"w162","de.verb.bestellen","order","bestellen","","","s046","bestellt","word"
