"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s016","16","1","From time to time I heard indirectly of his activities: of his summons to Odessa in the Trepoff murder case, of his solution of the terrible tragedy of the Atkinson brothers in Trincomalee, and finally of the mission he had carried out so discreetly and successfully for the Dutch royal family.","Von Zeit zu Zeit bekam ich am Rande etwas von seiner Tätigkeit zu hören: Von seinem Ruf nach Odessa im Mordfall Trepoff, von seiner Aufklärung der schrecklichen Tragödie der Atkinson-Brüder in Trincomalee und schließlich von dem Auftrag, den er so diskret und erfolgreich für die holländische Königsfamilie ausgeführt hatte.","","","Von Zeit zu Zeit bekam ich am Rande etwas von|seiner Tätigkeit zu hören:|Von seinem Ruf nach Odessa im Mordfall Trepoff,|von seiner Aufklärung der schrecklichen Tragödie der Atkinson-Brüder in Trincomalee|und schließlich von dem Auftrag,|den er so diskret und erfolgreich für die holländische Königsfamilie ausgeführt hatte.","de.relative.der|de.zu-infinitive","Extended"
"s017","17","1","Apart from these signs of life, which like everyone else I learned only from the daily press, I heard little of my former friend and companion.","Von diesen Lebenszeichen abgesehen, die ich jedoch wie jeder andere auch nur der Tagespresse entnahm, hörte ich wenig von meinem früheren Freund und Gefährten.","","","Von diesen Lebenszeichen abgesehen,|die ich jedoch wie jeder andere auch nur der Tagespresse entnahm,|hörte ich wenig von meinem früheren Freund und Gefährten.","de.relative.der","Extended"
"s018","18","1","One evening—it was the twentieth of March, 1888—my way home from visiting a patient (I now had a practice of my own) led me through Baker Street.","Eines Abends – es war der zwanzigste März 1888 – führte mich mein Heimweg von einem Hausbesuch (ich hatte inzwischen eine eigene Praxis) durch die Baker Street.","","","Eines Abends –|es war der zwanzigste März 1888 –|führte mich mein Heimweg von einem Hausbesuch (ich hatte inzwischen|eine eigene Praxis) durch die Baker Street.","","Extended"
"s019","19","1","As I passed the familiar door, forever linked in my memory with my courtship and also with the dark events of A Study in Scarlet, I was seized by a burning desire to see Holmes again and learn how he was employing his extraordinary powers.","Als ich an der vertrauten Tür vorbeikam, die in meiner Erinnerung für immer so eng mit meiner Brautwerbung verbunden ist und auch mit den düsteren Ereignissen der STUDIE IN SCHARLACHROT, ergriff mich der brennende Wunsch, Holmes wiederzusehen und zu erfahren, womit er gerade seine außerordentlichen Fähigkeiten beschäftigte.","","","Als ich an der vertrauten Tür vorbeikam,|die in meiner Erinnerung für immer so eng mit meiner|Brautwerbung verbunden ist und auch mit den düsteren Ereignissen der|STUDIE IN SCHARLACHROT,|ergriff mich der brennende Wunsch,|Holmes wiederzusehen und zu erfahren,|womit er gerade seine außerordentlichen Fähigkeiten beschäftigte.","de.relative.der|de.zu-infinitive","Extended"
"s020","20","1","His room was brightly lit, and when I looked up I saw his tall, thin figure pass twice as a dark silhouette behind the blind.","Sein Zimmer war hell erleuchtet, und als ich hinaufschaute, sah ich seine große, hagere Gestalt zweimal als dunkle Silhouette hinter der Jalousie vorbeigehen.","","","Sein Zimmer war hell erleuchtet,|und als ich hinaufschaute,|sah ich seine große,|hagere Gestalt zweimal als dunkle Silhouette hinter der Jalousie vorbeigehen.","","Extended"
"s021","21","1","He paced the room quickly and impatiently, his head sunk on his chest and his hands clasped behind his back.","Er ging schnell und ungeduldig im Zimmer auf und ab, den Kopf auf die Brust gesenkt und die Hände hinter dem Rücken verschränkt.","","","Er ging schnell und ungeduldig im Zimmer auf und ab,|den Kopf auf die Brust gesenkt|und die Hände hinter dem Rücken verschränkt.","de.relative.der","Extended"
"s022","22","1","To me, who knew every one of his moods and habits, his posture and manner told the whole story.","Mir, der ich jede seiner Stimmungen und Gewohnheiten kannte, verrieten seine Haltung und sein Benehmen alles.","","","Mir,|der ich jede seiner Stimmungen und Gewohnheiten kannte,|verrieten seine Haltung und sein Benehmen alles.","de.relative.der","Extended"
"s023","23","1","He was at work again.","Er war wieder bei der Arbeit.","","","Er war wieder bei der Arbeit.","","Extended"
"s024","24","1","He had emerged from his drug-created dreams and was hot on the trail of some new mystery.","Er war aus seinen Drogenträumen aufgetaucht und auf einer heißen Spur in irgendeinem neuen Rätsel.","","","Er war aus seinen Drogenträumen aufgetaucht|und auf einer heißen Spur in irgendeinem neuen Rätsel.","","Extended"
"s025","25","1","I rang the bell and was shown up to the room which had once been partly my own.","Ich klingelte und wurde in das Zimmer hinaufgeführt, das früher zur Hälfte auch meines gewesen war.","","","Ich klingelte und wurde in das Zimmer hinaufgeführt,|das früher zur Hälfte auch meines gewesen war.","de.relative.der","Extended"
"s026","26","1","His manner was not effusive.","Sein Benehmen war nicht überschwenglich.","","","Sein Benehmen war nicht überschwenglich.","","Extended"
"s027","27","1","It rarely was; but I think he was glad to see me.","Das war es selten; doch ich denke, er freute sich, mich zu sehen.","","","Das war es selten;|doch ich denke,|er freute sich,|mich zu sehen.","de.zu-infinitive","Extended"
"s028","28","1","With few words but a friendly look, he offered me an armchair, tossed over his cigar case, and pointed to a spirit case and a soda siphon in the corner.","Ohne viele Worte, doch mit einem freundlichen Blick bot er mir einen Sessel an, warf seine Zigarrenkiste herüber und wies auf ein Spirituosen-Regal und einen Sodaspender in der Ecke.","","","Ohne viele Worte,|doch mit einem freundlichen Blick bot er mir einen Sessel an,|warf seine Zigarrenkiste herüber und wies auf ein Spirituosen-Regal|und einen Sodaspender in der Ecke.","","Extended"
"s029","29","1","Then he stood before the fireplace and examined me in his peculiar reserved fashion.","Dann stand er vor dem Kamin und musterte mich auf seine eigentümliche zurückhaltende Art.","","","Dann stand er vor dem Kamin|und musterte mich auf seine eigentümliche zurückhaltende Art.","","Extended"
"s030","30","2","“Marriage agrees with you,” he remarked.","»Die Ehe tut Ihnen gut«, bemerkte er.","","","»Die Ehe tut Ihnen gut«, bemerkte er.","","Extended"
"s031","31","2","“I would say, Watson, that you have put on seven and a half pounds since I last saw you.”","»Ich würde sagen, Watson, daß Sie siebeneinhalb Pfund zugelegt haben, seit ich Sie das letzte Mal gesehen habe.«","","","»Ich würde sagen, Watson,|daß Sie siebeneinhalb Pfund zugelegt haben,|seit ich Sie das letzte Mal gesehen habe.«","de.subordinate.dass|de.konjunktiv2.wuerde","Extended"
"s032","32","2","“Seven!” I answered.","»Sieben!« antwortete ich.","","","»Sieben!« antwortete ich.","","Extended"
"s033","33","2","“Really, I would have thought it was a little more.","»Ach wirklich, ich hätte gedacht, es wäre ein bißchen mehr.","","","»Ach wirklich,|ich hätte gedacht,|es wäre ein bißchen mehr.","de.konjunktiv2.past","Extended"
"s034","34","2","But only a very little more, Watson.","Aber nur ein ganz kleines bißchen, Watson.","","","Aber nur ein ganz kleines bißchen, Watson.","","Extended"
"s035","35","2","And you are practising again, I see.","Und Sie praktizieren wieder, wie ich sehe.","","","Und Sie praktizieren wieder,|wie ich sehe.","","Extended"
"s036","36","2","You never told me that you intended to put the harness on again.”","Sie hatten mir gar nicht erzählt, daß Sie vorhaben, das Zaumzeug wieder anzulegen.«","","","Sie hatten mir gar nicht erzählt,|daß Sie vorhaben,|das Zaumzeug wieder anzulegen.«","de.subordinate.dass|de.relative.der","Extended"
"s037","37","2","“How do you know, then?”","»Woher wissen Sie es dann?«","","","»Woher wissen Sie es dann?«","","Extended"
"s038","38","2","“I see it; I deduce it.","»Ich sehe es, ich folgere es.","","","»Ich sehe es,|ich folgere es.","","Extended"
"s039","39","2","How do I know that you have recently been very wet, and that you have an extremely clumsy and careless maid?”","Woher weiß ich wohl, daß Sie vor kurzem sehr naß geworden sind, und daß Sie ein äußerst ungeschicktes und achtloses Dienstmädchen haben?«","","","Woher weiß ich wohl,|daß Sie vor kurzem sehr naß geworden sind,|und daß Sie ein äußerst ungeschicktes und achtloses Dienstmädchen haben?«","de.subordinate.dass","Extended"
"s040","40","2","“My dear Holmes,” I said, “this is too much.","»Mein lieber Holmes«, sagte ich, »das ist zu viel.","","","»Mein lieber Holmes«, sagte ich,|»das ist zu viel.","","Extended"
"s041","41","2","If you had lived a few centuries earlier, you would certainly have been burned at the stake.","Wenn Sie ein paar Jahrhunderte früher gelebt hätten, wären Sie mit Sicherheit auf den Scheiterhaufen gekommen.","","","Wenn Sie ein paar Jahrhunderte früher gelebt hätten,|wären Sie mit Sicherheit auf den Scheiterhaufen gekommen.","de.konjunktiv2.past","Extended"
"s042","42","2","It is true that I took a walk in the country on Thursday and came home terribly soaked, but since I have changed my clothes I cannot imagine how you deduce it.","Es stimmt, daß ich am Donnerstag einen Spaziergang auf dem Land gemacht habe und fürchterlich durchweicht nach Hause gekommen bin, aber da ich mich inzwischen umgezogen habe, kann ich mir nicht vorstellen, wie Sie das folgern.","","","Es stimmt,|daß ich am Donnerstag einen Spaziergang auf dem Land gemacht|habe und fürchterlich durchweicht nach Hause gekommen bin,|aber da ich mich inzwischen umgezogen habe,|kann ich mir nicht vorstellen,|wie Sie das folgern.","de.subordinate.dass","Extended"
"s043","43","2","As for Mary Jane, she is simply incorrigible, and my wife has dismissed her by now; but here too I do not understand how you arrived at it.”","Was Mary Jane angeht, sie ist einfach unverbesserlich, und meine Frau hat ihr mittlerweile gekündigt; aber auch hier verstehe ich nicht, wie Sie darauf kommen.«","","","Was Mary Jane angeht,|sie ist einfach unverbesserlich,|und meine Frau hat ihr mittlerweile gekündigt;|aber auch hier verstehe ich nicht,|wie Sie darauf kommen.«","","Extended"
"s044","44","2","He chuckled to himself and rubbed his narrow, nervous hands.","Er kicherte vor sich hin und rieb sich seine schmalen, nervösen Hände.","","","Er kicherte vor sich hin und rieb sich seine schmalen, nervösen Hände.","","Extended"
"s045","45","2","“Nothing could be simpler,” he said; “my eyes tell me that the leather on the inside of your left shoe—just where the firelight falls on it—has six almost parallel scratches.","»Nichts einfacher als das«, sagte er; »meine Augen verraten mir, daß das Leder an der Innenseite Ihres linken Schuhs – genau dort, wo das Kaminfeuer darauf scheint – sechs beinahe parallele Kratzer aufweist.","","","»Nichts einfacher als das«, sagte er;|»meine Augen verraten mir,|daß das Leder an der Innenseite Ihres linken Schuhs – genau dort,|wo das Kaminfeuer darauf scheint –|sechs beinahe parallele Kratzer aufweist.","de.subordinate.dass","Extended"
"s046","46","2","Obviously they were caused by someone who scraped caked mud from the edges of the soles with very little care.","Offensichtlich wurden sie von jemandem verursacht, der mit sehr wenig Sorgfalt verkrusteten Schmutz von den Kanten der Sohlen gekratzt hat.","","","Offensichtlich wurden sie von jemandem verursacht,|der mit sehr wenig Sorgfalt verkrusteten Schmutz von den Kanten|der Sohlen gekratzt hat.","de.relative.der","Extended"
"s047","47","2","Hence my double deduction that you had been out in dreadful weather and that you are afflicted with a particularly bad, boot-scratching specimen of the London domestic servant.","Daher meine doppelte Folgerung, daß Sie bei scheußlichem Wetter unterwegs gewesen sind, und daß Sie mit einer besonders üblen stiefelzerkratzenden Vertreterin des Londoner Domestikenstandes geschlagen sind.","","","Daher meine doppelte Folgerung,|daß Sie bei scheußlichem Wetter unterwegs gewesen sind,|und daß Sie mit einer besonders üblen stiefelzerkratzenden Vertreterin des|Londoner Domestikenstandes geschlagen sind.","de.subordinate.dass","Extended"
"s048","48","2","As for your practice: if a gentleman enters my rooms smelling of iodoform, with a black silver-nitrate stain on his right forefinger and a bulge on the right side of his top hat where he keeps his stethoscope, I would have to be truly feeble-minded not to declare him an active member of the medical profession.”","Was Ihre Praxis betrifft: Wenn ein Gentleman meine Räumlichkeiten betritt, der nach Jodoform riecht, einen schwarzen Silbernitratfleck an seinem rechten Zeigefinger hat und eine Beule auf der rechten Seite seines Zylinders, wo er sein Stethoskop verstaut hat, dann müßte ich schon wirklich geistesschwach sein, wenn ich ihn nicht zu einem tätigen Mitglied des medizinischen Berufsstandes erklärte.«","","","Was Ihre Praxis betrifft:|Wenn ein Gentleman meine Räumlichkeiten betritt,|der nach Jodoform riecht,|einen schwarzen Silbernitratfleck an seinem rechten Zeigefinger hat|und eine Beule auf der rechten Seite seines Zylinders,|wo er sein Stethoskop verstaut hat,|dann müßte ich schon wirklich geistesschwach sein,|wenn ich ihn nicht zu einem tätigen Mitglied des medizinischen Berufsstandes erklärte.«","de.relative.der","Extended"
"s049","49","2","I could not help laughing at the ease with which he explained his deductions.","Ich mußte einfach lachen über die Leichtigkeit, mit der er seine Schlußfolgerungen erklärte.","","","Ich mußte einfach lachen über die Leichtigkeit,|mit der er seine Schlußfolgerungen erklärte.","","Extended"
"s050","50","2","“When I hear you give your reasons,” I remarked, “the whole thing always seems so ridiculously simple that I feel I could easily have done it myself, yet with every new combination of yours I am baffled again until you explain your train of thought.","»Wenn ich höre, wie Sie alles begründen«, bemerkte ich, »kommt mir das Ganze immer so lächerlich simpel vor, als hätte ich es leicht selbst tun können, aber bei jeder neuen Kombination von Ihnen bin ich aufs Neue verblüfft, bis Sie Ihren Gedankengang erläutern.","","","»Wenn ich höre,|wie Sie alles begründen«, bemerkte ich,|»kommt mir das Ganze immer so lächerlich simpel vor,|als hätte ich es leicht selbst tun können,|aber bei jeder neuen Kombination von Ihnen bin ich aufs Neue verblüfft,|bis Sie Ihren Gedankengang erläutern.","de.konjunktiv2.past","Extended"
"s051","51","2","And yet I believe my eyes are just as good as yours.”","Und doch glaube ich, daß meine Augen genauso gut wie Ihre sind.«","","","Und doch glaube ich,|daß meine Augen genauso gut wie Ihre sind.«","de.subordinate.dass","Extended"
"s052","52","2","“You are quite right,” he answered, lighting a cigarette and dropping into an armchair.","»Da haben Sie auch recht«, antwortete er, zündete sich eine Zigarette an und ließ sich in einen Sessel fallen.","","","»Da haben Sie auch recht«, antwortete er,|zündete sich eine Zigarette an|und ließ sich in einen Sessel fallen.","","Extended"
"s053","53","2","“Only, you see, but you do not observe.","»Nur, Sie sehen, aber Sie beobachten nicht.","","","»Nur, Sie sehen,|aber Sie beobachten nicht.","","Extended"
"s054","54","2","That is the great difference.","Das ist der große Unterschied.","","","Das ist der große Unterschied.","","Extended"
"s055","55","2","For example, you have often seen the staircase that leads from the hall up to this room.”","Zum Beispiel haben Sie doch häufig die Treppe gesehen, die vom Hausflur zu diesem Zimmer hier heraufführt.«","","","Zum Beispiel haben Sie doch häufig die Treppe gesehen,|die vom Hausflur zu diesem Zimmer hier heraufführt.«","de.relative.der","Extended"
"s056","56","3","“Often.”","»Häufig.«","","","»Häufig.«","","Extended"
"s057","57","3","“How often?”","»Wie oft?«","","","»Wie oft?«","","Extended"
"s058","58","3","“Well, several hundred times.”","»Nun, einige hundert Mal.«","","","»Nun,|einige hundert Mal.«","","Extended"
"s059","59","3","“Then how many steps are there?”","»Wie viele Stufen hat sie denn?«","","","»Wie viele Stufen hat sie denn?«","","Extended"
"s060","60","3","“How many?","»Wie viele?","","","»Wie viele?","","Extended"
"s061","61","3","I don't know.”","Das weiß ich nicht.«","","","Das weiß ich nicht.«","","Extended"
"s062","62","3","“Exactly!","»Allerdings!","","","»Allerdings!","","Extended"
"s063","63","3","You have not observed.","Sie haben nicht beobachtet.","","","Sie haben nicht beobachtet.","","Extended"
"s064","64","3","And yet you have seen.","Und doch haben Sie gesehen.","","","Und doch haben Sie gesehen.","","Extended"
"s065","65","3","That is precisely the point.","Genau das ist der Punkt.","","","Genau das ist der Punkt.","","Extended"
"s066","66","3","I, on the other hand, know that there are seventeen steps because I have both seen and observed.","Ich dagegen weiß, daß es siebzehn Stufen sind, weil ich sowohl gesehen als auch beobachtet habe.","","","Ich dagegen weiß,|daß es siebzehn Stufen sind,|weil ich sowohl gesehen als auch beobachtet habe.","de.subordinate.dass","Extended"
"s067","67","3","By the way, since you are interested in these little problems, and since you were kind enough to record one or two of my insignificant experiences, this may interest you as well.”","Übrigens, da Sie sich für diese kleinen Probleme interessieren, und da Sie so freundlich waren, eines oder zwei meiner unbedeutenden Erlebnisse aufzuzeichnen, interessiert Sie das hier vielleicht auch.«","","","Übrigens,|da Sie sich für diese kleinen Probleme interessieren,|und da Sie so freundlich waren,|eines oder zwei meiner unbedeutenden Erlebnisse aufzuzeichnen,|interessiert Sie das hier vielleicht auch.«","","Extended"
"s068","68","3","He tossed over a sheet of thick, pink-tinted notepaper that had been lying open on the table.","Er warf einen Bogen dickes, rosa gefärbtes Briefpapier herüber, der offen auf dem Tisch gelegen hatte.","","","Er warf einen Bogen dickes,|rosa gefärbtes Briefpapier herüber,|der offen auf dem Tisch gelegen hatte.","de.relative.der","Extended"
"s069","69","3","“It came by the last post,” he said.","»Es ist mit der letzten Post gekommen«, sagte er.","","","»Es ist mit der letzten Post gekommen«, sagte er.","","Extended"
"s070","70","3","“Read it aloud.”","»Lesen Sie vor.«","","","»Lesen Sie vor.«","","Extended"
"s071","71","3","The note was undated and bore neither signature nor address.","Die Nachricht war undatiert und trug weder Unterschrift noch Adresse.","","","Die Nachricht war undatiert und trug weder Unterschrift noch Adresse.","","Extended"
"s072","72","3","“This evening at a quarter to eight a gentleman will call upon you who wishes to consult you on a matter of the greatest importance.","»Heute Abend um viertel vor acht Uhr (stand dort) wird Sie ein Herr aufsuchen, der Sie in einer Angelegenheit von größter Bedeutung zu konsultieren wünscht.","","","»Heute Abend um viertel vor acht Uhr (stand dort) wird|Sie ein Herr aufsuchen,|der Sie in einer Angelegenheit von größter Bedeutung zu konsultieren wünscht.","de.relative.der|de.zu-infinitive","Extended"
"s073","73","3","Your recent services to one of the royal houses of Europe have shown that you are a person who may safely be entrusted with matters whose importance can scarcely be overstated.","Ihre kürzlichen Dienste für eines der europäischen Königshäuser haben gezeigt, daß Sie jemand sind, den man unbesorgt mit Angelegenheiten betrauen kann, deren Wichtigkeit kaum überzubewerten ist.","","","Ihre kürzlichen Dienste für eines der europäischen Königshäuser haben gezeigt,|daß Sie jemand sind,|den man unbesorgt mit Angelegenheiten betrauen kann,|deren Wichtigkeit kaum überzubewerten ist.","de.subordinate.dass|de.relative.der","Extended"
"s074","74","3","We have heard this of you from every quarter.","Dies haben wir von allen Seiten gehört über Sie.","","","Dies haben wir von allen Seiten gehört über Sie.","","Extended"
"s075","75","3","Be in your rooms at the appointed time, therefore, and take no offence if your visitor wears a mask.”","Seien Sie also zu besagter Zeit in Ihren Räumlichkeiten und nehmen Sie keinen Anstoß daran, wenn Ihr Besucher eine Maske trägt.«","","","Seien Sie also zu besagter Zeit in Ihren Räumlichkeiten|und nehmen Sie keinen Anstoß daran,|wenn Ihr Besucher eine Maske trägt.«","","Extended"
"s076","76","3","“That is indeed mysterious,” I remarked.","»Das ist in der Tat geheimnisvoll«, bemerkte ich.","","","»Das ist in der Tat geheimnisvoll«, bemerkte ich.","","Extended"
"s077","77","3","“What do you think it means?”","»Was, glauben Sie, hat das zu bedeuten?«","","","»Was, glauben Sie,|hat das zu bedeuten?«","de.zu-infinitive","Extended"
"s078","78","3","“I have no data yet.","»Ich habe noch keine Daten.","","","»Ich habe noch keine Daten.","","Extended"
"s079","79","3","It is a capital mistake to theorise before one has data.","Es ist ein kapitaler Fehler zu theoretisieren, ehe man Daten hat.","","","Es ist ein kapitaler Fehler zu theoretisieren,|ehe man Daten hat.","de.zu-infinitive","Extended"
"s080","80","3","One then begins, unreasonably, to twist facts to fit theories instead of adapting theories to the facts.","Unvernünftigerweise verdreht man dann die Fakten, damit sie zu den Theorien passen, anstatt seine Theorien den Fakten anzupassen.","","","Unvernünftigerweise verdreht man dann die Fakten,|damit sie zu den Theorien passen,|anstatt seine Theorien den Fakten anzupassen.","de.zu-infinitive","Extended"
"s081","81","3","But the letter itself.","Aber der Brief selbst.","","","Aber der Brief selbst.","","Extended"
"s082","82","3","What do you deduce from it?”","Was folgern Sie daraus?«","","","Was folgern Sie daraus?«","","Extended"
"s083","83","4","I examined the handwriting and the writing paper carefully.","Ich untersuchte die Handschrift und das Schreibpapier genau.","","","Ich untersuchte die Handschrift und das Schreibpapier genau.","","Extended"
"s084","84","4","“The man who wrote this is apparently wealthy,” I remarked, trying to imitate my friend's method.","»Der Mann, der das geschrieben hat, ist anscheinend wohlhabend«, bemerkte ich und gab mir Mühe, die Vorgehensweise meines Freundes nachzuahmen.","","","»Der Mann,|der das geschrieben hat,|ist anscheinend wohlhabend«,|bemerkte ich und gab mir Mühe,|die Vorgehensweise meines Freundes nachzuahmen.","de.relative.der","Extended"
"s085","85","4","“Paper like this cannot be bought for less than half a crown a packet.","»Solches Papier bekommt man nicht für weniger als eine halbe Krone das Paket zu kaufen.","","","»Solches Papier bekommt man nicht für weniger|als eine halbe Krone das Paket zu kaufen.","de.zu-infinitive","Extended"
"s086","86","4","It is unusually strong and stiff.”","Es ist ungewöhnlich stark und steif.«","","","Es ist ungewöhnlich stark und steif.«","","Extended"
"s087","87","4","“Unusual—that is exactly the right word,” said Holmes.","»Ungewöhnlich – das ist genau das richtige Wort«, sagte Holmes.","","","»Ungewöhnlich –|das ist genau das richtige Wort«, sagte Holmes.","","Extended"
"s088","88","4","“It is not English paper at all.","»Es ist überhaupt kein englisches Papier.","","","»Es ist überhaupt kein englisches Papier.","","Extended"
"s089","89","4","Hold it up to the light.”","Halten Sie es gegens Licht.«","","","Halten Sie es gegens Licht.«","","Extended"
"s090","90","4","I did so and saw a large “E” with a small “g,” a “P,” and a large “G” with a small “t” woven into the paper.","Ich tat es und sah ein großes »E« mit einem kleinen »g«, ein »P« sowie ein großes »G« mit einem kleinen »t«, die in das Papier eingewebt waren.","","","Ich tat es und sah ein großes »E« mit einem kleinen »g«,|ein »P« sowie ein großes »G« mit einem kleinen »t«,|die in das Papier eingewebt waren.","de.relative.der","Extended"
"s091","91","4","“What do you make of that?”","»Was meinen Sie dazu?« fragte Holmes.","","","»Was meinen Sie dazu?« fragte Holmes.","","Extended"
"s092","92","4","Holmes asked.","»Der Name des Schreibers, ohne Zweifel; oder besser, sein Monogramm.«","","","»Der Name des Schreibers, ohne Zweifel; oder besser, sein Monogramm.«","","Extended"
