"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s052","52","8. Erinnerung an die Schule","This is his eighth-grade world in Berlin.","Das ist seine achte Klasse in Berlin.","","","Das|ist|seine achte Klasse in Berlin","de.copular|de.prepositional_phrase","A2"
"s053","53","9. Vierzehn","Maik thought the important age was fifteen.","Maik dachte, die wichtige Zahl sei fünfzehn.","","The subjunctive reports what Maik believed.","Maik dachte|die wichtige Zahl|sei fünfzehn","de.reported_speech|de.konjunktiv_i","B1"
"s054","54","9. Vierzehn","The officer corrects him: the age is fourteen.","Der Polizist korrigiert ihn: Es ist vierzehn.","","","Der Polizist korrigiert ihn|Es ist vierzehn","de.accusative_object|de.copular","A2"
"s055","55","9. Vierzehn","At fourteen, a person can be punished under criminal law.","Mit vierzehn ist man strafmündig.","","The adjective means legally responsible for crimes.","Mit vierzehn|ist man|strafmündig","de.inversion|de.impersonal_man","B1"
"s056","56","10. Der Anwalt","Maik thinks about asking for a lawyer.","Maik überlegt, einen Anwalt zu verlangen.","","","Maik überlegt|einen Anwalt|zu verlangen","de.infinitive_zu|de.accusative_object","A2"
"s057","57","10. Der Anwalt","But he does not know what a lawyer does.","Aber er weiß nicht, was ein Anwalt macht.","","","Aber|er weiß nicht|was ein Anwalt macht","de.indirect_question|de.negation","A2"
"s058","58","10. Der Anwalt","He fears the officers would laugh at him.","Er fürchtet, die Polizisten würden über ihn lachen.","","","Er fürchtet|die Polizisten würden|über ihn lachen","de.konjunktiv_ii|de.prepositional_verb","A2"
"s059","59","10. Der Anwalt","He already feels embarrassed enough.","Er fühlt sich schon lächerlich genug.","","","Er fühlt sich|schon|lächerlich genug","de.reflexive|de.adverb_position","A2"
"s060","60","10. Der Anwalt","The facts of the trip cannot be denied.","Die Tatsachen der Reise kann niemand leugnen.","","","Die Tatsachen der Reise|kann niemand|leugnen","de.fronting|de.modal_infinitive","A2"
"s061","61","10. Der Anwalt","No lawyer can undo what happened.","Kein Anwalt kann das Geschehene ändern.","","","Kein Anwalt|kann|das Geschehene ändern","de.modal_infinitive|de.negation","A2"
"s062","62","11. Schwindel und Blut","Maik thinks he should feel guilt and regret.","Maik glaubt, er sollte Schuld und Reue fühlen.","","","Maik glaubt|er sollte|Schuld und Reue fühlen","de.modal_infinitive|de.coordination","A2"
"s063","63","11. Schwindel und Blut","Instead, he only feels extremely dizzy.","Stattdessen ist ihm nur sehr schwindlig.","","","Stattdessen|ist ihm|nur sehr schwindlig","de.inversion|de.dative_experiencer","A2"
"s064","64","11. Schwindel und Blut","He scratches the lower part of his leg.","Er kratzt sich unten am Bein.","","","Er kratzt sich|unten|am Bein","de.reflexive|de.contraction","A2"
"s065","65","11. Schwindel und Blut","Purple slime remains on his hand.","Violetter Schleim bleibt an seiner Hand.","","","Violetter Schleim|bleibt|an seiner Hand","de.verb_second|de.prepositional_phrase","A2"
"s066","66","11. Schwindel und Blut","Earlier, he thought the blood belonged to someone else.","Vorher dachte er, das Blut sei nicht von ihm.","","The subjunctive marks his earlier belief.","Vorher dachte er|das Blut sei|nicht von ihm","de.reported_speech|de.konjunktiv_i|de.negation","B1"
"s067","67","12. Ohnmacht","Now he wonders where his calf has gone.","Jetzt fragt er sich, wo seine Wade geblieben ist.","","","Jetzt fragt er sich|wo seine Wade|geblieben ist","de.inversion|de.reflexive|de.indirect_question","A2"
"s068","68","12. Ohnmacht","He pulls up his trouser leg and looks underneath.","Er zieht sein Hosenbein hoch und schaut darunter.","","","Er zieht sein Hosenbein hoch|und|schaut darunter","de.separable_verb|de.coordination","A2"
"s069","69","12. Ohnmacht","The sight makes him sick immediately.","Der Anblick macht ihn sofort krank.","","","Der Anblick|macht ihn|sofort krank","de.accusative_object|de.resultative","A2"
"s070","70","12. Ohnmacht","He sees his reflection moving across the floor.","Er sieht sein Spiegelbild über den Boden kommen.","","After a perception verb, the infinitive has no zu.","Er sieht|sein Spiegelbild|über den Boden kommen","de.accusative_infinitive|de.prepositional_phrase","B1"
"s071","71","12. Ohnmacht","Then he falls from the stool and loses consciousness.","Dann fällt er vom Hocker und wird bewusstlos.","","","Dann|fällt er vom Hocker|und wird bewusstlos","de.inversion|de.coordination|de.contraction","A2"
