id,lexeme_id,english,target,article,hint,source_id,forms,kind
w0128,de.private.bohemia.ext.serpentine,Serpentine,Serpentine,,,s028,Serpentine,name
w0129,de.private.bohemia.ext.avenue,Avenue,Avenue,,,s028,Avenue,name
w0130,de.private.bohemia.ext.anhalten,stopped,anhalten,,,s028,anhielt,word
w0131,de.lex.tuer,door,Tür,die,,s029,Tür,word
w0132,de.lex.offen,open,offen,,,s029,offen,word
w0133,de.lex.alt,old,alt,,,s029,ältere|alten,word
w0134,de.lex.frau,woman,Frau,die,,s029,Frau|Frauen,word
w0135,de.lex.stufe,the stage,Stufe,die,,s029,Stufen,word
w0136,de.private.bohemia.ext.surface.betrachtete,looked at; regarded,betrachtete,,,s030,betrachtete,word
w0137,de.lex.mit,with,mit,,,s030,mit,word
w0138,de.private.bohemia.ext.surface.sardonischem,sardonic,sardonischem,,,s030,sardonischem,word
w0139,de.private.bohemia.ext.blick,look / glance,Blick,der,,s030,Blick,word
w0140,de.lex.aus.from,out / from,aus,,,s030,aus,word
w0141,de.private.bohemia.ext.surface.stiegen,got out; climbed,stiegen,,,s030,stiegen,word
w0142,de.private.bohemia.ext.mr,Mr.,Mr,,,s031,Mr|MR,function
w0143,de.lex.sherlock,Sherlock,Sherlock,,,s031,Sherlock|SHERLOCK,name
w0144,de.lex.nehmen,to take,nehmen,,,s031,nehme,word
w0145,de.lex.an,at / on / to,an,,,s031,an|An,function
w0146,de.private.bohemia.ext.fragen,asked,fragen,,,s031,fragte,word
w0147,de.private.bohemia.ext.sein,to be,sein,,,s032,bin,word
w0148,de.private.bohemia.ext.antworten,answered,antworten,,,s032,antwortete,word
w0149,de.lex.freund,friend,Freund,der,,s032,Freund,word
w0150,de.private.bohemia.ext.surface.fragend,friend,fragend,,,s032,fragend,word
w0151,de.lex.ziemlich,quite,ziemlich,,,s032,ziemlich,word
w0152,de.private.bohemia.ext.surface.erschrocken,alarmed; frightened,erschrocken,,,s032,erschrocken,word
w0153,de.lex.tatsaechlich,indeed,tatsächlich,,,s033,Tatsächlich,word
w0154,de.private.bohemia.ext.surface.herrin,mistress; lady of the house,Herrin,,,s034,Herrin,word
w0155,de.private.bohemia.ext.sagen,said,sagen,,,s034,gesagt,word
w0156,de.lex.wahrscheinlich,Probably.,Wahrscheinlich.,,,s034,wahrscheinlich,word
w0157,de.private.bohemia.ext.werden,would,werden,,,s034,würden|worden,word
w0158,de.private.bohemia.ext.surface.gemahl,husband; consort,Gemahl,,,s035,Gemahl,word
w0159,de.lex.heute,today / tonight,heute,,,s035,heute,word
w0160,de.private.bohemia.ext.surface.uhr-zug,train; o'clock train,-Uhr-Zug,,,s035,-Uhr-Zug,word
w0161,de.private.bohemia.ext.surface.charing,Charing,Charing,,,s035,Charing,name
w0162,de.private.bohemia.ext.surface.cross,Cross,Cross,,,s035,Cross,name
w0163,de.lex.richtung,direction,Richtung,die,,s035,Richtung,word
w0164,de.lex.kontinent,continent,Kontinent,der,,s035,Kontinent,word
w0165,de.private.bohemia.ext.surface.abgereist,departed; left,abgereist,,,s035,abgereist,word
w0166,de.lex.was,What?,Was?,,,s036,Was|was,word
w0167,de.private.bohemia.ext.surface.taumelte,staggered,taumelte,,,s037,taumelte,word
w0168,de.private.bohemia.ext.surface.rueckwaerts,backwards,rückwärts,,,s037,rückwärts,word
w0169,de.private.bohemia.ext.surface.bleich,pale,bleich,,,s037,bleich,word
w0170,de.private.bohemia.ext.surface.aerger,anger,Ärger,,,s037,Ärger,name
w0171,de.lex.ueberraschung,surprise,Überraschung,die,,s037,Überraschung,word
w0172,de.lex.sollen.be-supposed-to,shall / to be supposed to,sollen,,,s038,Soll,word
w0173,de.lex.heissen,to be called,heißen,,,s038,heißen,word
w0174,de.lex.england,England,England,,,s038,England,name
w0175,de.lex.verlassen,to leave (a place),verlassen,,,s038,verlassen,word
w0176,de.private.bohemia.ext.zwar,admittedly / indeed,zwar,,,s039,zwar,function
w0177,de.lex.immer,always,immer,,,s039,immer,word
w0178,de.lex.papier,paper,Papier,das,,s040,Papiere,word
w0179,de.private.bohemia.ext.surface.heiser,hoarsely; hoarse,heiser,,,s040,heiser,word
w0180,de.lex.alles,everything,alles,,,s041,Alles|allem,function
w0181,de.lex.verlieren,to lose,verlieren,,,s041,verloren,word
w0182,de.private.bohemia.ext.surface.draengte,pushed; pressed,drängte,,,s043,drängte,word
w0183,de.lex.sich,oneself / himself / herself,sich,,,s043,sich,function
w0184,de.private.bohemia.ext.surface.bediensteten,servant; attendant,Bediensteten,,,s043,Bediensteten,word
w0185,de.lex.vorbei,over,vorbei,,,s043,vorbei,word
w0186,de.private.bohemia.ext.eilen,hurried,eilen,,,s043,eilte,word
w0187,de.private.bohemia.ext.surface.salon,sitting room; salon,Salon,,,s043,Salon,word
w0188,de.private.bohemia.ext.folgen,followed,folgen,,,s043,gefolgt,word
w0189,de.lex.von-dem,from the,von dem,,,s043,vom,function
w0190,de.lex.selbst,self / oneself,selbst,,,s043,selbst,function
w0191,de.private.bohemia.ext.surface.mobiliar,furniture; furnishings,Mobiliar,,,s044,Mobiliar,word
w0192,de.private.bohemia.ext.surface.kreuz,all over; crosswise,kreuz,,,s044,kreuz,word
w0193,de.private.bohemia.ext.quer,across / crosswise,quer,,,s044,quer,word
w0194,de.private.bohemia.ext.surface.verstreut,scattered,verstreut,,,s044,verstreut,word
w0195,de.lex.regal,shelf,Regal,das,,s044,Regale,word
w0196,de.private.bohemia.ext.surface.leergefegt,cleared out; swept empty,leergefegt,,,s044,leergefegt,word
w0197,de.lex.schublade,drawer,Schublade,die,,s044,Schubladen,word
w0198,de.private.bohemia.ext.surface.flucht,flight; escape,Flucht,,,s044,Flucht,word
w0199,de.private.bohemia.ext.surface.groesster,greatest; utmost,größter,,,s044,größter,word
w0200,de.lex.eile,haste,Eile,die,,s044,Eile,word
w0201,de.private.bohemia.ext.surface.ausgeraeumt,emptied; cleared out,ausgeräumt,,,s044,ausgeräumt,word
w0202,de.private.bohemia.ext.surface.klingelzug,bell pull,Klingelzug,,,s045,Klingelzug,word
w0203,de.private.bohemia.ext.reissen,tore / ripped,reißen,,,s045,riß,word
w0204,de.lex.klein,small / little,klein,,,s045,kleinen,word
w0205,de.private.bohemia.ext.surface.schiebedeckel,sliding cover,Schiebedeckel,,,s045,Schiebedeckel,word
w0206,de.lex.ab,off / away,ab,,,s045,ab,word
w0207,de.private.bohemia.ext.surface.steckte,put; thrust,steckte,,,s045,steckte,word
w0208,de.lex.hand,hand,Hand,die,,s045,Hand,word
w0209,de.lex.hinein,into it / inside,hinein,,,s045,hinein,word
w0210,de.lex.ziehen,to pull,ziehen,,,s045,zog,word
w0211,de.private.bohemia.ext.photo,photograph,Photo,das,,s045,Photo,word
w0212,de.private.bohemia.ext.sowie,as well as,sowie,,,s045,sowie,function
w0213,de.lex.brief,letter (mail),Brief,der,,s045,Brief,word
w0214,de.lex.heraus,out,heraus,,,s045,heraus,word
w0215,de.lex.zeigen,to show,zeigen,,,s046,zeigte,word
w0216,de.private.bohemia.ext.surface.hoechstpersoenlich,in person; personally,höchstpersönlich,,,s046,höchstpersönlich,word
w0217,de.private.bohemia.ext.surface.abendkleid,evening dress,Abendkleid,,,s046,Abendkleid,word
w0218,de.private.bohemia.ext.tragen,wore / carried,tragen,,,s046,trug,word
w0219,de.private.bohemia.ext.surface.aufschrift,inscription; address,Aufschrift,,,s046,Aufschrift,word
w0220,de.private.bohemia.ext.surface.postlagernd,poste restante; to be held for collection,Postlagernd,,,s047,Postlagernd,word
w0221,de.private.bohemia.ext.surface.lasen,read,lasen,,,s048,lasen,word
w0222,de.lex.alle,everyone,alle,,,s048,alle,function
w0223,de.lex.drei,three,drei,,,s048,drei,word
w0224,de.private.bohemia.ext.surface.gemeinsam,together; jointly,gemeinsam,,,s048,gemeinsam,word
w0225,de.lex.uhr.clock,clock / watch,Uhr,die,,s049,Uhr,word
w0226,de.private.bohemia.ext.surface.letzte,last; latest,letzte,,,s049,letzte,word
w0227,de.lex.nacht,the night,Nacht,die,,s049,Nacht,word
w0228,de.private.bohemia.ext.surface.datiert,dated,datiert,,,s049,datiert,word
w0229,de.private.bohemia.ext.surface.lautete,read; was worded,lautete,,,s049,lautete,word
w0230,de.private.bohemia.ext.surface.folgendermassen,as follows,folgendermaßen,,,s049,folgendermaßen,word
w0231,de.lex.liebe,love,Liebe,die,,s050,LIEBER|liebe|lieber,word
w0232,de.lex.gut,good / kind,gut,,,s052,gut|gute|guten,word
w0233,de.private.bohemia.ext.machen,done / made,machen,,,s052,gemacht,word
w0234,de.lex.mich,me (accusative),mich,,,s053,mich,word
w0235,de.lex.ganz,whole / entire,ganz,,,s053,ganz,word
w0236,de.private.bohemia.ext.gar,at all / quite,gar,,,s053,gar,function
w0237,de.private.bohemia.ext.surface.hereingelegt,deceived; fooled,hereingelegt,,,s053,hereingelegt,word
w0238,de.lex.nach,after / to (Dativ),nach,,,s054,nach|Nach,word
w0239,de.private.bohemia.ext.feueralarm,fire alarm,Feueralarm,der,,s054,Feueralarm,word
w0240,de.private.bohemia.ext.surface.keinerlei,no; no kind of,keinerlei,,,s054,keinerlei,word
w0241,de.private.bohemia.ext.surface.verdacht,suspicion,Verdacht,,,s054,Verdacht,word
w0242,de.private.bohemia.ext.surface.merkte,realised; noticed,merkte,,,s055,merkte,word
w0243,de.private.bohemia.ext.surface.geheimnis,secret; mystery,Geheimnis,,,s055,Geheimnis,word
w0244,de.private.bohemia.ext.surface.offenbart,revealed; disclosed,offenbart,,,s055,offenbart,word
w0245,de.private.bohemia.ext.surface.begann,began,begann,,,s055,begann,word
w0246,de.private.bohemia.ext.surface.nachzudenken,to think; reflect,nachzudenken,,,s055,nachzudenken,word
w0247,de.lex.schon,already,schon,,,s056,schon,function
w0248,de.lex.monat,month,Monat,der,,s056,Monaten,word
w0249,de.lex.warnen,to warn,warnen,,,s056,gewarnt,word
w0250,de.private.bohemia.ext.surface.agenten,agent,Agenten,,,s057,Agenten,name
w0251,de.private.bohemia.ext.surface.engagieren,employ; hire,engagieren,,,s057,engagieren,word
w0252,de.private.bohemia.ext.surface.kaemen,would come; came,kämen,,,s057,kämen,word
w0253,de.private.bohemia.ext.dafuer,for it / in return,dafür,,,s057,dafür,function
w0254,de.lex.nur,only,nur,,,s057,nur,word
w0255,de.lex.frage,question,Frage,die,,s057,Frage,word
w0256,de.lex.adresse,address,Adresse,die,,s058,Adresse,word
w0257,de.lex.man,one / people,man,,,s058,man,word
w0258,de.private.bohemia.ext.geben,given,geben,,,s058,gegeben,word
w0259,de.lex.trotz,despite (Genitiv),trotz,,,s059,trotz,word
w0260,de.private.bohemia.ext.surface.alledem,all that; despite all this,alledem,,,s059,alledem,word
w0261,de.lex.dazu,to it / for that,dazu,,,s059,dazu,word
w0262,de.private.bohemia.ext.bringen,brought,bringen,,,s059,gebracht,word
w0263,de.private.bohemia.ext.surface.enthuellen,reveal; disclose,enthüllen,,,s059,enthüllen,word
w0264,de.lex.wissen.know,to know (facts),wissen,,,s059,wissen|weiß,word
w0265,de.lex.sogar,even,sogar,,,s060,Sogar,function
w0266,de.lex.misstrauisch,suspicious,misstrauisch,,,s060,mißtrauisch,word
w0267,de.private.bohemia.ext.fallen,fell,fallen,,,s060,fiel,word
w0268,de.lex.schwer,heavy,schwer,,,s060,schwer,word
w0269,de.lex.so,so / such,so,,,s060,so|So,function
w0270,de.private.bohemia.ext.surface.netten,kind; nice,netten,,,s060,netten,word
w0271,de.lex.priester,priest,Priester,der,,s060,Priester,word
w0272,de.private.bohemia.ext.surface.boeses,bad; evil,Böses,,,s060,Böses,word
w0273,de.lex.denken,to think,denken,,,s060,denken,word
w0274,de.lex.wie,How?,Wie?,,,s061,wie,word
w0275,de.lex.ja,yes,ja,,,s061,ja,word
w0276,de.private.bohemia.ext.surface.ausgebildete,trained; qualified,ausgebildete,,,s061,ausgebildete,word
w0277,de.lex.schauspielerin,actress,Schauspielerin,die,,s061,Schauspielerin,word
w0278,de.private.bohemia.ext.surface.maennerkostueme,men's clothes; male costumes,Männerkostüme,,,s062,Männerkostüme,word
w0279,de.lex.fremd,strange / foreign,fremd,,,s062,fremd,word
w0280,de.private.bohemia.ext.surface.nutze,use; make use of,nutze,,,s063,nutze,word
w0281,de.lex.oft,often,oft,,,s063,oft,word
w0282,de.lex.freiheit,freedom,Freiheit,die,,s063,Freiheiten,word
w0283,de.private.bohemia.ext.lassen,let / had something done,lassen,,,s064,ließ,word
w0284,de.lex.john,John,John,,,s064,John,name
w0285,de.private.bohemia.ext.kutscher,coachman,Kutscher,der,,s064,Kutscher,word
w0286,de.private.bohemia.ext.surface.bewachen,watch; guard,bewachen,,,s064,bewachen,word
w0287,de.private.bohemia.ext.surface.lief,ran; went,lief,,,s064,lief,word
w0288,de.lex.schnell.fast,fast,schnell,,,s064,schnell,word
w0289,de.lex.oben,upstairs,oben,,,s064,oben,word
w0290,de.private.bohemia.ext.surface.ausgehsachen,outdoor clothes; going-out clothes,Ausgehsachen,,,s064,Ausgehsachen,word
w0291,de.lex.nennen,to call / name,nennen,,,s064,nenne|nennen,word
w0292,de.lex.wieder,again,wieder,,,s064,wieder,word
w0293,de.lex.unten,downstairs,unten,,,s064,unten,word
w0294,de.lex.nun,now / well then,nun,,,s065,Nun,function
w0295,de.lex.folgen,to follow,folgen,,,s065,folgte,word
w0296,de.private.bohemia.ext.koennen,could / was able,können,,,s065,konnte,word
w0297,de.private.bohemia.ext.davon,of it / from it,davon,,,s065,davon,function
w0298,de.lex.ueberzeugen,to convince,überzeugen,,,s065,überzeugen,word
w0299,de.private.bohemia.ext.surface.tat,deed; act,Tat,,,s065,Tat,word
w0300,de.lex.beruehmt,famous,berühmt,,,s065,berühmte,word
w0301,de.private.bohemia.ext.surface.interessierte,interested,interessierte,,,s065,interessierte,word
w0302,de.private.bohemia.ext.wohl,probably / well,wohl,,,s066,wohl,function
w0303,de.private.bohemia.ext.surface.unklug,unwise; imprudent,unklug,,,s066,unklug,word
w0304,de.lex.machen,to make / do,machen,,,s066,machte,word
w0305,de.private.bohemia.ext.temple,Temple,Temple,,,s066,Temple,name
w0306,de.lex.um,around / about / for,um,,,s066,um,function
w0307,de.lex.meinen,to mean,meinen,,,s066,meinen,word
w0308,de.private.bohemia.ext.surface.aufzusuchen,to visit; seek out,aufzusuchen,,,s066,aufzusuchen,word
w0309,de.lex.beide,both,beide,,,s067,beide,word
w0310,de.lex.ansicht,view,Ansicht,die,,s067,Ansicht,word
w0311,de.private.bohemia.ext.surface.beste,best,beste,,,s067,beste,word
w0312,de.private.bohemia.ext.surface.ausweg,way out; solution,Ausweg,,,s067,Ausweg,word
w0313,de.private.bohemia.ext.surface.formidablen,formidable,formidablen,,,s067,formidablen,word
w0314,de.private.bohemia.ext.surface.gegenspieler,opponent; adversary,Gegenspieler,,,s067,Gegenspieler,word
w0315,de.private.bohemia.ext.surface.verfolgt,pursued; followed,verfolgt,,,s067,verfolgt,word
w0316,de.private.bohemia.ext.surface.daher,hence; therefore,Daher,,,s067,daher,word
w0317,de.lex.nest,nest,Nest,das,,s067,Nest,word
w0318,de.lex.finden,to find,finden,,,s067,finden,word
w0319,de.private.bohemia.ext.surface.hinkommen,get there; arrive,hinkommen,,,s067,hinkommen,word
w0320,de.private.bohemia.ext.surface.betrifft,concerns; as for,betrifft,,,s068,betrifft,word
w0321,de.private.bohemia.ext.klient,client,Klient,der,,s068,Klient,word
w0322,de.private.bohemia.ext.surface.beruhigt,reassured; at ease,beruhigt,,,s068,beruhigt,word
w0323,de.lex.besser,better,besser,,,s069,besseren,word
w0324,de.lex.mann,man,Mann,der,,s069,Mann,word
w0325,de.private.bohemia.ext.surface.ebenfalls,also; likewise,ebenfalls,,,s069,ebenfalls,word
w0326,de.lex.tun,to do,tun,,,s070,tun,word
w0327,de.lex.ohne,without (Akkusativ),ohne,,,s070,ohne,word
w0328,de.private.bohemia.ext.surface.grausam,cruelly; cruel,grausam,,,s070,grausam,word
w0329,de.private.bohemia.ext.surface.unrecht,wrong; injustice,unrecht,,,s070,unrecht,word
w0330,de.private.bohemia.ext.tun,done,tun,,,s070,getan,word
w0331,de.private.bohemia.ext.surface.einspruch,opposition; objection,Einspruch,,,s070,Einspruch,word
w0332,de.private.bohemia.ext.surface.befuerchten,fear; be afraid of,befürchten,,,s070,befürchten,word
w0333,de.lex.muessen,must / have to,müssen,,,s070,müssen,word
w0334,de.lex.behalten,to keep,behalten,,,s071,behalte|behalten,word
w0335,de.lex.waffe,weapon,Waffe,die,,s071,Waffe,word
w0336,de.lex.eigen,own,eigen,,,s071,eigenen,word
w0337,de.lex.schutz,protection,Schutz,der,,s071,Schutz,word
w0338,de.lex.versicherung,insurance,Versicherung,die,,s071,Versicherung,word
w0339,de.lex.gegen,against,gegen,,,s071,gegen,word
w0340,de.private.bohemia.ext.surface.jegliche,any; every,jegliche,,,s071,jegliche,word
w0341,de.lex.schritt,step,Schritt,der,,s071,Schritte,word
w0342,de.private.bohemia.ext.moeglicherweise,possibly,möglicherweise,,,s071,möglicherweise,word
w0343,de.lex.unternehmer,entrepreneur,Unternehmer,der,,s071,unternehmen,word
w0344,de.lex.lassen,to let,lassen,,,s072,lasse,word
w0345,de.lex.ander,other / another,ander,,,s072,anderes,word
w0346,de.lex.zurueck,back,zurück,,,s072,zurück,word
w0347,de.lex.vielleicht,Maybe.,Vielleicht.,,,s072,vielleicht,word
w0348,de.lex.gern,gladly / likes to,gern,,,s072,gern,word
w0349,de.private.bohemia.ext.surface.verbleibe,remain; yours sincerely,verbleibe,,,s072,verbleibe,word
w0350,de.private.bohemia.ext.surface.zutiefst,deeply; profoundly,zutiefst,,,s073,zutiefst,word
w0351,de.lex.dieser,this,dieser,,,s075,dieses|Dieser,function
w0352,de.lex.schreiben,to write,schreiben,,,s075,Schreiben,word
