"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s045","45","2","Holmes rushed to the bell pull, tore off a small sliding cover, thrust his hand inside, and drew out a photograph and a letter.","Holmes eilte zum Klingelzug, riß einen kleinen Schiebedeckel ab, steckte die Hand hinein und zog ein Photo sowie einen Brief heraus.","","","Holmes eilte zum Klingelzug,|riß einen kleinen Schiebedeckel ab,|steckte die Hand hinein und zog ein Photo sowie einen Brief heraus.","","Extended"
"s046","46","2","The photograph showed Irene Adler herself in evening dress, while the letter was addressed: “To Mr Sherlock Holmes.","Das Photo zeigte Irene Adler höchstpersönlich im Abendkleid, der Brief trug die Aufschrift: »An Mr. Sherlock Holmes.","","","Das Photo zeigte Irene Adler höchstpersönlich im Abendkleid,|der Brief trug die Aufschrift:|»An Mr. Sherlock Holmes.","de.relative.der","Extended"
"s047","47","2","To be left until called for.”","Postlagernd.«","","","Postlagernd.«","","Extended"
"s048","48","2","My friend tore it open, and the three of us read it together.","Mein Freund riß ihn auf, und wir lasen ihn alle drei gemeinsam.","","","Mein Freund riß ihn auf,|und wir lasen ihn alle drei gemeinsam.","","Extended"
"s049","49","2","It was dated twelve o'clock the previous night and read as follows:","Er war mit 12 Uhr letzte Nacht datiert und lautete folgendermaßen:","","","Er war mit 12 Uhr letzte Nacht datiert|und lautete folgendermaßen:","","Extended"
"s050","50","3","MY DEAR MR.","MEIN LIEBER MR.","","","MEIN LIEBER MR.","","Extended"
"s051","51","3","SHERLOCK HOLMES,","SHERLOCK HOLMES,","","","SHERLOCK HOLMES,","","Extended"
"s052","52","3","You really did your work very well.","Sie haben Ihre Sache wirklich sehr gut gemacht.","","","Sie haben Ihre Sache wirklich sehr gut gemacht.","","Extended"
"s053","53","3","You completely deceived me.","Sie haben mich ganz und gar hereingelegt.","","","Sie haben mich ganz und gar hereingelegt.","","Extended"
"s054","54","3","Until after the fire alarm I had no suspicion at all.","Bis nach dem Feueralarm hatte ich keinerlei Verdacht.","","","Bis nach dem Feueralarm hatte ich keinerlei Verdacht.","","Extended"
"s055","55","3","But then, when I realised that I had revealed my secret, I began to think.","Doch dann, als ich merkte, daß ich mein Geheimnis offenbart hatte, begann ich nachzudenken.","","","Doch dann,|als ich merkte,|daß ich mein Geheimnis offenbart hatte,|begann ich nachzudenken.","","Extended"
"s056","56","3","I had been warned about you months ago.","Ich war schon vor Monaten vor Ihnen gewarnt worden.","","","Ich war schon vor Monaten vor Ihnen gewarnt worden.","de.plusquamperfekt","Extended"
"s057","57","3","I had been told that if the King employed an agent, you would be the only man for the job.","Mir war gesagt worden, wenn der König einen Agenten engagieren würde, dann kämen dafür nur Sie in Frage.","","","Mir war gesagt worden,|wenn der König einen Agenten engagieren würde,|dann kämen dafür nur Sie in Frage.","de.plusquamperfekt","Extended"
"s058","58","3","I had also been given your address.","Auch Ihre Adresse hatte man mir gegeben.","","","Auch Ihre Adresse hatte man mir gegeben.","de.plusquamperfekt","Extended"
"s059","59","3","Yet despite all that, you made me reveal what you wanted to know.","Doch trotz alledem haben Sie mich dazu gebracht zu enthüllen, was Sie wissen wollten.","","","Doch trotz alledem haben Sie mich dazu gebracht zu enthüllen,|was Sie wissen wollten.","de.zu-infinitive","Extended"
"s060","60","3","Even after I had become suspicious, I found it difficult to think badly of such a dear, kind old clergyman.","Sogar als ich schon mißtrauisch geworden war, fiel es mir schwer, von so einem lieben, netten alten Priester Böses zu denken.","","","Sogar als ich schon mißtrauisch geworden war,|fiel es mir schwer,|von so einem lieben,|netten alten Priester Böses zu denken.","de.zu-infinitive","Extended"
"s061","61","3","But as you know, I am myself a trained actress.","Aber wie Sie ja wissen, bin ich selbst eine ausgebildete Schauspielerin.","","","Aber wie Sie ja wissen,|bin ich selbst eine ausgebildete Schauspielerin.","","Extended"
"s062","62","3","Men's clothing is not unfamiliar to me.","Männerkostüme sind mir nicht fremd.","","","Männerkostüme sind mir nicht fremd.","","Extended"
"s063","63","3","I often make use of the freedom it gives me.","Ich nutze oft die Freiheiten, die sie mir geben.","","","Ich nutze oft die Freiheiten,|die sie mir geben.","de.relative.der","Extended"
"s064","64","3","I had John, the coachman, watch you, ran quickly upstairs, put on my walking clothes, as I call them, and was downstairs again just as you were leaving.","Ich ließ Sie von John, dem Kutscher, bewachen, lief schnell nach oben, zog meine Ausgehsachen an, wie ich sie nenne, und war wieder unten, als Sie gerade gingen.","","","Ich ließ Sie von John, dem Kutscher, bewachen,|lief schnell nach oben,|zog meine Ausgehsachen an,|wie ich sie nenne,|und war wieder unten,|als Sie gerade gingen.","de.relative.der","Extended"
"s065","65","3","Well, I followed you to your door and was thus able to convince myself that the famous Mr Sherlock Holmes was indeed interested in me.","Nun, ich folgte Ihnen bis zu Ihrer Tür und konnte mich so davon überzeugen, daß sich in der Tat der berühmte Mr. Sherlock Holmes für mich interessierte.","","","Nun,|ich folgte Ihnen bis zu Ihrer Tür|und konnte mich so davon überzeugen,|daß sich in der Tat der berühmte Mr. Sherlock Holmes|für mich interessierte.","","Extended"
"s066","66","3","Then I wished you good night, which was perhaps rather unwise, and made my way to the Temple to see my husband.","Dann wünschte ich Ihnen eine gute Nacht, was wohl ziemlich unklug war, und machte mich auf den Weg zum Temple, um meinen Gatten aufzusuchen.","","","Dann wünschte ich Ihnen eine gute Nacht,|was wohl ziemlich unklug war,|und machte mich auf den Weg zum Temple,|um meinen Gatten aufzusuchen.","","Extended"
"s067","67","3","We both agreed that flight was the best course when pursued by so formidable an opponent; therefore you will find the nest empty when you come tomorrow.","Wir waren beide der Ansicht, daß der beste Ausweg die Flucht ist, wenn man von einem so formidablen Gegenspieler verfolgt wird; daher werden Sie das Nest verlassen finden, wenn Sie morgen hinkommen.","","","Wir waren beide der Ansicht,|daß der beste Ausweg die Flucht ist,|wenn man von einem so formidablen Gegenspieler verfolgt wird;|daher werden Sie das Nest verlassen finden,|wenn Sie morgen hinkommen.","","Extended"
"s068","68","3","As for the photograph, your client may be at ease.","Was das Photo betrifft, so kann Ihr Klient beruhigt sein.","","","Was das Photo betrifft,|so kann Ihr Klient beruhigt sein.","","Extended"
"s069","69","3","I love a better man than he, and he loves me too.","Ich liebe einen besseren Mann als ihn, und er liebt mich ebenfalls.","","","Ich liebe einen besseren Mann als ihn,|und er liebt mich ebenfalls.","","Extended"
"s070","70","3","The King may do whatever he wishes without fear of opposition from a woman whom he has cruelly wronged.","Der König kann tun, was immer er will, ohne von einer, der er grausam unrecht getan hat, Einspruch befürchten zu müssen.","","","Der König kann tun,|was immer er will,|ohne von einer,|der er grausam unrecht getan hat,|Einspruch befürchten zu müssen.","de.relative.der|de.zu-infinitive","Extended"
"s071","71","3","I keep it only as a weapon for my own protection and as insurance against any steps he may take in the future.","Ich behalte es nur als Waffe zu meinem eigenen Schutz und als Versicherung gegen jegliche Schritte, die er möglicherweise in der Zukunft unternehmen wird.","","","Ich behalte es nur als Waffe zu meinem eigenen Schutz|und als Versicherung gegen jegliche Schritte,|die er möglicherweise in der Zukunft unternehmen wird.","de.relative.der","Extended"
"s072","72","3","I leave another photograph behind which he may perhaps like to keep; and I remain, my dear Mr Sherlock Holmes,","Ich lasse ein anderes Photo zurück, das er vielleicht gern behalten würde; und ich verbleibe, mein lieber Mr. Sherlock Holmes,","","","Ich lasse ein anderes Photo zurück,|das er vielleicht gern behalten würde;|und ich verbleibe,|mein lieber Mr. Sherlock Holmes,","de.relative.der","Extended"
"s073","73","3","very truly yours,","zutiefst die Ihre,","","","zutiefst die Ihre,","","Extended"
"s074","74","3","IRENE NORTON, née ADLER","IRENE NORTON, geb. ADLER","","","IRENE NORTON, geb. ADLER","","Extended"
"s075","75","4","“What a woman—ah, what a woman!” cried the King of Bohemia when the three of us had read the letter.","»Was für eine Frau – ach, was für eine Frau!« rief der König von Böhmen, als wir alle drei dieses Schreiben gelesen hatten.","","","»Was für eine Frau – ach,|was für eine Frau!« rief der König von Böhmen,|als wir alle drei dieses Schreiben gelesen hatten.","","Extended"
"s076","76","4","“Did I not tell you how quick and determined she is?","»Habe ich Ihnen nicht gesagt, wie schnell und entschlossen sie ist?","","","»Habe ich Ihnen nicht gesagt,|wie schnell und entschlossen sie ist?","","Extended"
"s077","77","4","Would she not have made an admirable queen?","Hätte sie nicht eine bewundernswerte Königin abgegeben?","","","Hätte sie nicht eine bewundernswerte Königin abgegeben?","de.konjunktiv2.past","Extended"
"s078","78","4","Is it not a pity that she is not of my rank?”","Ist es nicht schade, daß sie nicht von meinem Stand ist?«","","","Ist es nicht schade,|daß sie nicht von meinem Stand ist?«","","Extended"
"s079","79","4","“From everything I have seen of the lady, she seems indeed to be of a very different rank from Your Majesty,” Holmes said coolly.","»Nach allem, was ich von der Dame gesehen habe, scheint sie in der Tat von ganz anderem Stand zu sein als Eure Majestät«, sagte Holmes kühl.","","","»Nach allem,|was ich von der Dame gesehen habe,|scheint sie in der Tat von ganz anderem Stand zu|sein als Eure Majestät«,|sagte Holmes kühl.","de.zu-infinitive","Extended"
"s080","80","4","“I regret that I could not bring Your Majesty's affair to a more successful conclusion.”","»Ich bedaure, daß ich Euer Majestät Sache nicht zu einem erfolgreicheren Abschluß bringen konnte.«","","","»Ich bedaure,|daß ich Euer Majestät Sache nicht zu einem erfolgreicheren Abschluß bringen konnte.«","","Extended"
"s081","81","4","“On the contrary, my dear sir,” cried the King; “the success could not be greater.","»Aber ganz im Gegenteil, mein lieber Herr«, rief der König; »der Erfolg könnte gar nicht größer sein.","","","»Aber ganz im Gegenteil,|mein lieber Herr«,|rief der König;|»der Erfolg könnte gar nicht größer sein.","","Extended"
"s082","82","4","I know that she always keeps her word.","Ich weiß, daß sie immer zu ihrem Wort steht.","","","Ich weiß,|daß sie immer zu ihrem Wort steht.","","Extended"
"s083","83","4","The photograph is now as safe as if it were in the fire.”","Das Photo ist jetzt genauso sicher, als wenn es im Feuer wäre.«","","","Das Photo ist jetzt genauso sicher,|als wenn es im Feuer wäre.«","de.konjunktiv2.past","Extended"
"s084","84","4","“I am glad to hear Your Majesty say so.”","»Ich bin froh, Eure Majestät das sagen zu hören.«","","","»Ich bin froh,|Eure Majestät das sagen zu hören.«","de.zu-infinitive","Extended"
"s085","85","4","“I am infinitely in your debt.","»Ich stehe unendlich tief in Ihrer Schuld.","","","»Ich stehe unendlich tief in Ihrer Schuld.","","Extended"
"s086","86","4","Please tell me how I can reward you.","Bitte sagen Sie mir, auf welche Weise ich Sie belohnen kann.","","","Bitte sagen Sie mir,|auf welche Weise ich Sie belohnen kann.","","Extended"
"s087","87","4","This ring…” He drew an emerald snake ring from his finger and held it out on his palm.","Dieser Ring…« Er zog einen Smaragd-Schlangenring von seinem Finger und hielt ihn auf der Handfläche hin.","","","Dieser Ring…« Er zog einen Smaragd-Schlangenring von seinem Finger|und hielt ihn auf der Handfläche hin.","","Extended"
"s088","88","4","“Your Majesty possesses something that I should value even more highly,” said Holmes.","»Eure Majestät haben etwas, das ich noch viel höher schätzen würde«, sagte Holmes.","","","»Eure Majestät haben etwas,|das ich noch viel höher schätzen würde«, sagte Holmes.","de.relative.der","Extended"
"s089","89","4","“You have only to name it.”","»Sie brauchen es nur zu nennen.«","","","»Sie brauchen es nur zu nennen.«","de.zu-infinitive","Extended"
"s090","90","4","“That photograph!”","»Diese Photographie!«","","","»Diese Photographie!«","","Extended"
"s091","91","4","The King stared at him in astonishment.","Der König starrte ihn verblüfft an.","","","Der König starrte ihn verblüfft an.","","Extended"
"s092","92","4","“Irene's photograph!” he cried.","»Irenes Photo!« rief er.","","","»Irenes Photo!« rief er.","","Extended"
"s093","93","4","“Certainly, if you wish it.”","»Selbstverständlich, wenn Sie es wünschen.«","","","»Selbstverständlich,|wenn Sie es wünschen.«","","Extended"
"s094","94","4","“I thank Your Majesty.","»Ich danke Eurer Majestät.","","","»Ich danke Eurer Majestät.","","Extended"
"s095","95","4","Then there is nothing more to be done in the matter.","Dann gibt es in der Angelegenheit nichts weiter zu tun.","","","Dann gibt es in der Angelegenheit nichts weiter zu tun.","de.zu-infinitive","Extended"
"s096","96","4","I have the honour to wish you a very good morning.”","Ich habe die Ehre, Ihnen einen sehr guten Morgen zu wünschen.«","","","Ich habe die Ehre,|Ihnen einen sehr guten Morgen zu wünschen.«","de.zu-infinitive","Extended"
"s097","97","4","He bowed, then turned away without noticing the King's outstretched hand and set off home in my company.","Er verbeugte sich, dann drehte er sich um, ohne die ausgestreckte Hand des Königs zu bemerken, und machte sich in meiner Begleitung auf den Weg nach Hause.","","","Er verbeugte sich,|dann drehte er sich um,|ohne die ausgestreckte Hand des Königs zu bemerken,|und machte sich in meiner Begleitung auf den Weg nach Hause.","de.zu-infinitive","Extended"
"s098","98","4","And so a tremendous scandal had threatened the kingdom of Bohemia, and the elaborate plans of Mr Sherlock Holmes had been defeated by a clever woman.","So also hatte ein gewaltiger Skandal das Königreich Böhmen bedroht, und die ausgeklügelten Pläne von Mr. Sherlock Holmes waren von einer gewitzten Frau durchkreuzt worden.","","","So also hatte ein gewaltiger Skandal das Königreich Böhmen bedroht,|und die ausgeklügelten Pläne von Mr. Sherlock Holmes waren von|einer gewitzten Frau durchkreuzt worden.","de.plusquamperfekt","Extended"
"s099","99","4","He had often made fun of the cleverness of women in the past, but lately I have heard nothing of that sort from him.","Er hatte sich früher oft über die Schlauheit von Frauen lustig gemacht, doch in letzter Zeit habe ich dergleichen nicht mehr von ihm gehört.","","","Er hatte sich früher oft über die Schlauheit von Frauen lustig gemacht,|doch in letzter Zeit habe ich dergleichen nicht mehr von ihm gehört.","de.plusquamperfekt","Extended"
"s100","100","4","And whenever he speaks of Irene Adler or mentions her photograph, it is always with the honourable title: THE woman.","Und wenn er von Irene Adler spricht oder ihre Photographie erwähnt, dann geschieht dies immer mit dem Ehrentitel: DIE Frau.","","","Und wenn er von Irene Adler spricht|oder ihre Photographie erwähnt,|dann geschieht dies immer mit dem Ehrentitel: DIE Frau.","","Extended"
