"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s048","48","8","The king is amazed by her courage and intelligence.","Der König ist von ihrem Mut und ihrem Verstand beeindruckt.","","","Der König ist von ihrem|Mut|und ihrem Verstand beeindruckt.","","A1.3"
"s049","49","8","He now believes her promise.","Er glaubt jetzt ihrem Versprechen.","","","Er glaubt jetzt ihrem Versprechen.","","A1.3"
"s050","50","8","The danger to his wedding is over.","Die Gefahr für seine Hochzeit ist vorbei.","","","Die Gefahr für seine|Hochzeit ist vorbei.","","A1.3"
"s051","51","9","The king offers Holmes an expensive ring.","Der König bietet Holmes einen teuren Ring an.","","","Der König bietet Holmes|einen teuren Ring an.","de.sep.prefix-split","A1.3"
"s052","52","9","Holmes does not want it.","Holmes will ihn nicht haben.","","","Holmes will ihn nicht haben.","","A1.3"
"s053","53","9","He asks for Irene’s photograph instead.","Er bittet stattdessen um Irenes Foto.","","","Er bittet stattdessen um Irenes|Foto.","","A1.3"
"s054","54","9","The king gives it to him.","Der König gibt es ihm.","","","Der König gibt es ihm.","","A1.3"
"s055","55","9","Holmes bows but does not take the king’s hand.","Holmes verbeugt sich, nimmt aber nicht die Hand des Königs.","","","Holmes verbeugt sich,|nimmt|aber nicht die Hand des|Königs.","de.reflexive.accusative","A1.3"
"s056","56","9","He leaves Briony Lodge with Watson.","Er verlässt Briony Lodge mit Watson.","","","Er verlässt Briony Lodge mit|Watson.","","A1.3"
"s057","57","9","The king has saved his wedding.","Der König hat seine Hochzeit gerettet.","","","Der König hat seine Hochzeit|gerettet.","de.perfekt.haben","A1.3"
"s058","58","9","But Sherlock Holmes has lost the duel.","Aber Sherlock Holmes hat das Duell verloren.","","","Aber Sherlock Holmes hat|das Duell verloren.","de.perfekt.haben","A1.3"
"s059","59","10","Irene saw his plan and acted faster.","Irene hat seinen Plan erkannt und schneller gehandelt.","","","Irene hat seinen Plan erkannt|und schneller gehandelt.","de.perfekt.haben","A1.3"
"s060","60","10","Holmes never underestimates women again.","Holmes unterschätzt Frauen später nie wieder.","","","Holmes unterschätzt Frauen später nie|wieder.","","A1.3"
"s061","61","10","When he mentions Irene, he calls her the woman.","Wenn er Irene erwähnt, nennt er sie die Frau.","","","Wenn er Irene erwähnt,|nennt er sie die Frau.","de.subordinate.wenn","A1.3"
"s062","62","10","For him, that name is a sign of respect.","Für ihn ist dieser Name ein Zeichen seines Respekts.","","","Für ihn ist dieser|Name ein Zeichen seines Respekts.","","A1.3"
