"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w040","de.lex.erzaehlen","to tell","erzählen","","","s008","erzählen|erzählt","word"
"w041","de.lex.hochzeit","wedding","Hochzeit","die","","s008","Hochzeit","word"
"w042","de.lex.weg.away","away","weg","","","s008","weg|Weg","function"
"w043","de.lex.irene","Irene","Irene","","","s009","Irene|Irenes","name"
"w044","de.lex.koennen","can / to be able","können","","","s009","kann|können|könnte","word"
"w045","de.lex.lieben","to love","lieben","","","s009","lieben|liebt","word"
"w046","de.lex.nicht","not","nicht","","","s009","nicht","function"
"w047","de.lex.norton","Norton","Norton","","","s009","Norton","name"
"w048","de.lex.hoffen","to hope","hoffen","","","s010","hoffen|hofft","word"
"w049","de.lex.sie.her","she / they / her (depending on context)","sie","","","s010","ihnen|Sie|sie","function"
"w050","de.lex.dann","then","dann","","","s011","dann|Dann","function"
"w051","de.lex.grund","reason","Grund","der","","s011","Grund","word"
"w052","de.lex.kein","no / not any","kein","","","s011","kein|keinen","function"
"w053","de.lex.schaden","to harm","schaden","","","s011","schaden","word"
"w054","de.lex.zu.at","to / at","zu","","","s011","zu","function"
"w055","de.lex.ein","a / an; one","ein","","","s012","ein|eine|Eine|einen|eines","function"
"w056","de.lex.grossartig","great","großartig","","","s012","großartig|großartige","word"
"w057","de.lex.koenigin","queen","Königin","die","","s012","Königin","word"
"w058","de.lex.sein","to be","sein","","","s012","gewesen|ist|sein|sind|war|wäre","word"
"w059","de.lex.briony","Briony","Briony","","","s013","Briony","name"
"w060","de.lex.lodge","Lodge","Lodge","","","s013","Lodge","name"
"w061","de.lex.offen","open","offen","","","s013","offen","word"
"w062","de.lex.tuer","door","Tür","die","","s013","Tür","word"
"w063","de.lex.alt","old","alt","","","s014","alt|ältere","word"
"w064","de.lex.frau","woman","Frau","die","","s014","Frau|Frauen","word"
"w065","de.lex.treppe","stairs","Treppe","die","","s014","Treppe","word"
"w066","de.lex.besucher","visitor","Besucher","der","","s015","Besucher","word"
"w067","de.lex.fragen","to ask","fragen","","","s015","fragen|fragt","word"
"w068","de.lex.ob","whether","ob","","","s015","ob","word"
"w069","de.lex.sherlock","Sherlock","Sherlock","","","s015","Sherlock","name"
"w070","de.lex.erwarten","to expect","erwarten","","","s016","erwarten|erwartet","word"
"w071","de.lex.abfahren","to depart","abfahren","","","s017","abfahren|abgefahren|fuhr ab|fährt ab","word"
"w072","de.lex.fuenf","five","fünf","","","s017","fünf","word"
"w073","de.lex.fuenfzehn","fifteen","fünfzehn","","","s017","fünfzehn","word"
"w074","de.lex.ihr.her","her / their; to her","ihr","","","s017","ihr|ihrem","function"
"w075","de.lex.mann","man","Mann","der","","s017","Mann|Mannes","word"
"w076","de.lex.uhr.clock","watch","Uhr","die","","s017","Uhr","word"
"w077","de.lex.um","around / about / for","um","","","s017","um","function"
"w078","de.lex.und","and","und","","","s017","und","function"
"w079","de.lex.kontinent","continent","Kontinent","der","","s018","Kontinent","word"
"w080","de.lex.reisen","to travel","reisen","","","s018","reisen","word"
"w081","de.lex.england","England","England","","","s019","England","name"
"w082","de.lex.nach","after / to (Dativ)","nach","","","s019","nach","word"
"w083","de.lex.planen","to plan","planen","","","s019","planen","word"
"w084","de.lex.zurueckkehren","to return","zurückkehren","","","s019","zurückkehren|zurückzukehren|kehrt zurück|kehrte zurück","word"
"w085","de.lex.alles","everything","alles","","","s020","alles","function"
"w086","de.lex.verlieren","to lose","verlieren","","","s020","verlieren|verloren","word"
"w087","de.lex.laufen.run","to run","laufen","","","s021","laufen|läuft","word"
"w088","de.lex.wohnzimmer","living room","Wohnzimmer","das","","s021","Wohnzimmer","word"
"w089","de.lex.schrank","wardrobe / cupboard","Schrank","der","","s022","Schrank|Schränke","word"
"w090","de.lex.schublade","drawer","Schublade","die","","s022","Schublade|Schubladen","word"
"w091","de.lex.eile","haste","Eile","die","","s023","Eile","word"
"w092","de.lex.gross","big / large","groß","","","s023","groß|großer","word"
"w093","de.lex.packen","to pack","packen","","","s023","gepackt|packen","word"
"w094","de.lex.oeffnen","to open","öffnen","","","s024","öffnen|öffnet","word"
"w095","de.lex.versteckt","hidden","versteckt","","","s024","versteckt|versteckte","word"
"w096","de.lex.wandplatte","panel","Wandplatte","die","","s024","Wandplatte","word"
"w097","de.lex.brief","letter (mail)","Brief","der","","s025","Brief","word"
"w098","de.lex.darin","inside it / in there","darin","","","s025","darin|Darin","word"
"w099","de.lex.finden","to find","finden","","","s025","finden|findet","word"
"w100","de.lex.allein","alone","allein","","","s026","allein","word"
"w101","de.lex.zeigen","to show","zeigen","","","s026","gezeigt|zeigen|zeigt","word"
"w102","de.lex.fuer","for","für","","","s027","für|Für","function"
"w103","de.lex.gut","good / kind","gut","","","s028","gut|gute","word"
"w104","de.lex.plan","plan","Plan","der","","s028","Plan","word"
"w105","de.lex.schreiben","to write","schreiben","","","s028","schreiben|schreibt","word"
"w106","de.lex.sehr","very","sehr","","","s028","sehr","word"
"w107","de.lex.verkleidung","disguise","Verkleidung","die","","s029","Verkleidung","word"
"w108","de.lex.zuerst","first","zuerst","","","s029","zuerst|Zuerst","function"
"w109","de.lex.aber","but","aber","","","s030","Aber|aber","function"
"w110","de.lex.feueralarm","fire alarm","Feueralarm","der","","s030","Feueralarm","word"
"w111","de.lex.machen","to do / make","machen","","","s030","machen|machte","word"
"w112","de.lex.misstrauisch","suspicious","misstrauisch","","","s030","misstrauisch","word"
"w113","de.lex.verstehen","to understand","verstehen","","","s031","verstand|Verstand|verstehen","word"
"w114","de.lex.jemand","someone","jemand","","","s032","Jemand|jemand","word"
"w115","de.lex.monate","months","Monate","","","s032","Monate","word"
"w116","de.lex.vor","before / in front of / from","vor","","","s032","vor","function"
"w117","de.lex.vorher","before","vorher","","","s032","vorher","word"
"w118","de.lex.warnen","to warn","warnen","","","s032","gewarnt|warnen","word"
"w119","de.lex.bitten","to ask / request","bitten","","","s033","bitten|bittet","word"
"w120","de.lex.hilfe","Help!","Hilfe!","","","s033","Hilfe|Hilfe!","word"
"w121","de.lex.wissen.know","to know","wissen","","","s033","weiß|wissen|wusste","word"
"w122","de.lex.als","when (past)","als","","","s034","als","word"
"w123","de.lex.arbeiten","to work","arbeiten","","","s034","arbeiten|gearbeitet","word"
"w124","de.lex.schauspielerin","actress","Schauspielerin","die","","s034","Schauspielerin","word"
"w125","de.lex.selbst","self / oneself","selbst","","","s034","selbst","function"
"w126","de.lex.benutzen","to use","benutzen","","","s035","benutzen|benutzt","word"
"w127","de.lex.man","one / people","man","","","s035","man","word"
"w128","de.lex.wie","How?","Wie?","","","s035","wie|Wie?","word"
"w129","de.lex.an","at / on / to","an","","","s036","an","function"
"w130","de.lex.jung","young","jung","","","s036","jung|jungen","word"
"w131","de.lex.kleidung","clothes","Kleidung","die","","s036","Kleidung","word"
"w132","de.lex.schnell.fast","fast","schnell","","","s036","schnell|schneller","word"
"w133","de.lex.ziehen","to pull","ziehen","","","s036","ziehen|zog","word"
"w134","de.lex.bis","until","bis","","","s037","bis","word"
"w135","de.lex.folgen","to follow","folgen","","","s037","folgen|folgt|folgte","word"
"w136","de.lex.zur","to the","zur","","","s037","zur","function"
"w137","de.lex.person","person","Person","die","","s038","Person","word"
"w138","de.lex.verkleidet","disguised","verkleidet","","","s038","verkleidet|verkleidete","word"
"w139","de.lex.wuenschen","to wish","wünschen","","","s038","wünschen|wünschte","word"
"w140","de.lex.erkennen","to recognise","erkennen","","","s039","erkannt|erkennen|erkennt","word"
"w141","de.lex.jetzt","now","jetzt","","","s039","jetzt","word"
"w142","de.lex.stimme","voice","Stimme","die","","s039","Stimme","word"
"w143","de.lex.beschliessen","to decide","beschließen","","","s040","beschließen|beschlossen","word"
"w144","de.lex.verlassen","to leave","verlassen","","","s040","verlassen|verlässt","word"
"w145","de.lex.behalten","to keep","behalten","","","s042","behalten|behält","word"
"w146","de.lex.originalfoto","original photograph","Originalfoto","das","","s042","Originalfoto","word"
"w147","de.lex.schutz","protection","Schutz","der","","s042","Schutz","word"
"w148","de.lex.behandeln","to treat","behandeln","","","s043","behandeln|behandelt","word"
"w149","de.lex.frueh","early","früh","","","s043","früh|früher","word"
"w150","de.lex.schlecht","bad","schlecht","","","s043","schlecht","word"
"w151","de.lex.angriff","attack","Angriff","der","","s044","Angriff|Angriffen","word"
"w152","de.lex.neu","new","neu","","","s044","neu|neuen","word"
"w153","de.lex.schuetzen","to protect","schützen","","","s044","schützen|schützt","word"
"w154","de.lex.koeniglich","royal","königlich","","","s045","königlich|königliche","word"
"w155","de.lex.stoeren","to disturb","stören","","","s045","stören","word"
"w156","de.lex.versprechen","to promise","versprechen","","","s045","versprechen|Versprechen|verspricht","word"
"w157","de.lex.besser","better","besser","","","s046","besser|besseren","word"
"w158","de.lex.ander","other / another","ander","","","s047","ander|anderes","word"
"w159","de.lex.lassen","to let","lassen","","","s047","lassen|lässt","word"
"w160","de.lex.zurueck","back","zurück","","","s047","zurück","word"
"w161","de.lex.zuruecklassen","to leave behind","zurücklassen","","","s047","zurückgelassen|zurücklassen|ließ zurück|lässt zurück","word"
"w162","de.lex.beeindruckt","impressed","beeindruckt","","","s048","beeindruckt","word"
"w163","de.lex.mut","courage","Mut","der","","s048","Mut","word"
"w164","de.lex.gefahr","danger","Gefahr","die","","s050","Gefahr","word"
"w165","de.lex.vorbei","over","vorbei","","","s050","vorbei","word"
"w166","de.lex.anbieten","to offer","anbieten","","","s051","anbieten|angeboten|bietet|bietet an|bot an","word"
"w167","de.lex.ring","ring","Ring","der","","s051","Ring","word"
"w168","de.lex.teuer","expensive","teuer","","","s051","teuer|teuren","word"
"w169","de.lex.stattdessen","instead","stattdessen","","","s053","stattdessen","function"
"w170","de.lex.es","it / she (for a neuter noun)","es","","","s054","es","function"
"w171","de.lex.geben","to give","geben","","","s054","geben|gibt","word"
"w172","de.lex.hand","hand","Hand","die","","s055","Hand","word"
"w173","de.lex.nehmen","to take","nehmen","","","s055","nehmen|nimmt","word"
"w174","de.lex.sich","oneself / himself / herself","sich","","","s055","sich","function"
"w175","de.lex.sich-verbeugen","to bow","sich verbeugen","","","s055","verbeugt|sich verbeugen","word"
"w176","de.lex.retten","to save","retten","","","s057","gerettet|retten","word"
"w177","de.lex.duell","duel","Duell","das","","s058","Duell","word"
"w178","de.lex.handeln","to act","handeln","","","s059","gehandelt|handeln","word"
"w179","de.lex.nie","never","nie","","","s060","nie","function"
"w180","de.lex.spaeter","later","später","","","s060","später","word"
"w181","de.lex.unterschaetzen","to underestimate","unterschätzen","","","s060","unterschätzen|unterschätzt","word"
"w182","de.lex.wieder","again","wieder","","","s060","wieder","word"
"w183","de.lex.erwaehnen","to mention","erwähnen","","","s061","erwähnen|erwähnt","word"
"w184","de.lex.nennen","to call / name","nennen","","","s061","nennen|nennt","word"
"w185","de.lex.wenn","if / when","wenn","","","s061","wenn|Wenn","word"
"w186","de.lex.name","name","Name","der","","s062","Name","word"
"w187","de.lex.respekt","respect","Respekt","der","","s062","Respekt|Respekts","word"
"w188","de.lex.zeichen","sign","Zeichen","das","","s062","Zeichen","word"
