"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w081","de.lex.unvorsichtig","careless","unvorsichtig","","","s016","unvorsichtig|unvorsichtige","word"
"w082","de.lex.auch","also / too / even","auch","","","s017","auch|Auch","function"
"w083","de.lex.kleidung","clothes","Kleidung","die","","s017","Kleidung","word"
"w084","de.lex.medizin","medicine","Medizin","die","","s017","Medizin","word"
"w085","de.lex.riechen","to smell","riechen","","","s017","riechen|riecht","word"
"w086","de.lex.deshalb","therefore","deshalb","","","s018","deshalb|Deshalb","function"
"w087","de.lex.antwort.answer","answer","Antwort","die","","s019","Antwort","word"
"w088","de.lex.einfach.easy","easy","einfach","","","s019","einfach","word"
"w089","de.lex.lachen","to laugh","lachen","","","s019","lachen|lacht","word"
"w090","de.lex.weil","because (subord.)","weil","","","s019","weil","word"
"w091","de.lex.wirken","to seem / have an effect","wirken","","","s019","wirken|wirkt","word"
"w092","de.lex.beobachten","to observe","beobachten","","","s020","beobachten|beobachtet","word"
"w093","de.lex.erklaeren","to explain","erklären","","","s020","erklären|erklärt","word"
"w094","de.lex.oft","often","oft","","","s021","oft","word"
"w095","de.lex.treppe","stairs","Treppe","die","","s021","Treppe","word"
"w096","de.lex.zum","to the","zum","","","s021","zum","word"
"w097","de.lex.es","it / she (for a neuter noun)","es","","","s022","Es|es","function"
"w098","de.lex.geben","to give","geben","","","s022","geben|gibt","word"
"w099","de.lex.stufe","the stage","Stufe","die","","s022","Stufe|Stufen","word"
"w100","de.lex.wie","How?","Wie?","","","s022","wie|Wie?","word"
"w101","de.lex.siebzehn","seventeen","siebzehn","","","s023","siebzehn","word"
"w102","de.lex.brief","letter (mail)","Brief","der","","s025","Brief|Briefe","word"
"w103","de.lex.dann","then","dann","","","s025","dann|Dann","function"
"w104","de.lex.rosa","pink","rosa","","","s025","rosa","word"
"w105","de.lex.adresse","address","Adresse","die","","s026","Adresse","word"
"w106","de.lex.kein","no / not any","kein","","","s026","kein|keine|keinen","function"
"w107","de.lex.name","name","Name","der","","s026","Name|Namen","word"
"w108","de.lex.acht","eight","acht","","","s027","acht","word"
"w109","de.lex.besucher","visitor","Besucher","der","","s027","Besucher","word"
"w110","de.lex.kommen","to come","kommen","","","s027","kommen|kommt","word"
"w111","de.lex.um","around / about / for","um","","","s027","um","function"
"w112","de.lex.viertel","district","Viertel","das","","s027","Viertel","word"
"w113","de.lex.vor","before / in front of / from","vor","","","s027","vor|Vor","function"
"w114","de.lex.wollen","to want","wollen","","","s027","will|wollen","word"
"w115","de.lex.koennen","can / to be able","können","","","s028","kann|können","word"
"w116","de.lex.maske","mask","Maske","die","","s028","Maske","word"
"w117","de.lex.tragen","to carry","tragen","","","s028","tragen|trägt","word"
"w118","de.lex.fakt","fact","Fakt","der","","s029","Fakt|Fakten","word"
"w119","de.lex.ohne","without (Akkusativ)","ohne","","","s029","ohne","word"
"w120","de.lex.raten","to guess / advise","raten","","","s029","raten|rät","word"
"w121","de.lex.papier","paper","Papier","das","","s030","Papier","word"
"w122","de.lex.zuerst","first","zuerst","","","s030","zuerst|Zuerst","function"
"w123","de.lex.dick","thick / fat","dick","","","s031","dick","word"
"w124","de.lex.englisch","English","englisch","","","s031","englisch","word"
"w125","de.lex.teuer","expensive","teuer","","","s031","teuer|teure","word"
"w126","de.lex.buchstabe","letter / character","Buchstabe","der","","s032","Buchstabe|Buchstaben","word"
"w127","de.lex.deutsch","German","deutsch","","","s032","deutsch|deutsche","word"
"w128","de.lex.stehen","to stand","stehen","","","s032","stehen","word"
"w129","de.lex.buch","book","Buch","das","","s033","Buch","word"
"w130","de.lex.finden","to find","finden","","","s033","finden|findet|gefunden","word"
"w131","de.lex.gross","big / large","groß","","","s033","groß|großen|großer","word"
"w132","de.lex.ort","the place","Ort","der","","s033","Ort","word"
"w133","de.lex.aus.from","out / from","aus","","","s034","aus","word"
"w134","de.lex.boehmen","Bohemia","Böhmen","","","s034","Böhmen","name"
"w135","de.lex.klingen","to sound","klingen","","","s035","klingen|klingt","word"
"w136","de.lex.seltsam","strange","seltsam","","","s035","seltsam|seltsame","word"
"w137","de.lex.wortstellung","word order","Wortstellung","die","","s035","Wortstellung","word"
"w138","de.lex.bald","soon","bald","","","s036","Bald|bald","word"
"w139","de.lex.hoeren","to hear","hören","","","s036","hören","word"
"w140","de.lex.pferd","horse","Pferd","das","","s036","Pferd|Pferde","word"
"w141","de.lex.strasse.road","road","Straße","die","","s036","Straße","word"
"w142","de.lex.halten","to hold","halten","","","s037","halten|hält","word"
"w143","de.lex.kutsche","carriage","Kutsche","die","","s037","Kutsche","word"
"w144","de.lex.bitten","to ask / request","bitten","","","s039","bitten|bittet","word"
"w145","de.lex.bleiben","to stay","bleiben","","","s039","bleiben|bleibt","word"
"w146","de.lex.helfen","to help","helfen","","","s039","helfen","word"
"w147","de.lex.betreten","to enter","betreten","","","s040","betreten|betritt","word"
"w148","de.lex.mann","man","Mann","der","","s040","Mann|Männer","word"
"w149","de.lex.sehr","very","sehr","","","s040","sehr","word"
"w150","de.lex.praechtig","splendid","prächtig","","","s041","prächtig|prächtige","word"
"w151","de.lex.schwarz","black","schwarz","","","s041","schwarz|schwarze","word"
"w152","de.lex.graf","count","Graf","der","","s042","Graf","word"
"w153","de.lex.kramm","Kramm","Kramm","","","s042","Kramm","name"
"w154","de.lex.nennen","to call / name","nennen","","","s042","nennen|nennt","word"
"w155","de.lex.allein","alone","allein","","","s043","allein","word"
"w156","de.lex.mit","with","mit","","","s043","mit","word"
"w157","de.lex.sprechen","to speak","sprechen","","","s043","sprechen","word"
"w158","de.lex.beide","both","beide","","","s044","beide","word"
"w159","de.lex.oder","or","oder","","","s044","oder","word"
"w160","de.lex.geheim","secret","geheim","","","s045","geheim","function"
"w161","de.lex.europa","Europe","Europa","","","s046","Europa|Europas","name"
"w162","de.lex.geschichte","history","Geschichte","die","","s046","Geschichte","word"
"w163","de.lex.veraendern","to change","verändern","","","s046","verändern","word"
"w164","de.lex.schon","already","schon","","","s047","schon","function"
"w165","de.lex.wer","Who?","Wer?","","","s047","wer|Wer?","word"
"w166","de.lex.koenig","king","König","der","","s048","König|Königs","word"
"w167","de.lex.ab","off / away","ab","","","s049","ab","word"
"w168","de.lex.abnehmen","to lose weight","abnehmen","","","s049","abgenommen|abnehmen|nahm ab|nimmt ab","word"
"w169","de.lex.nehmen","to take","nehmen","","","s049","nehmen|nimmt","word"
"w170","de.lex.fuenf","five","fünf","","","s050","fünf","word"
"w171","de.lex.jahr","year","Jahr","das","","s050","Jahr|Jahren","word"
"w172","de.lex.kennenlernen","to meet / get to know","kennenlernen","","","s050","kennengelernt|kennenlernen","word"
"w173","de.lex.warschau","Warsaw","Warschau","","","s050","Warschau","name"
"w174","de.lex.beruehmt","famous","berühmt","","","s051","berühmt|berühmte","word"
"w175","de.lex.saengerin","singer","Sängerin","die","","s051","Sängerin","word"
"w176","de.lex.ihr.her","her / their; to her","ihr","","","s052","ihr|ihre","function"
"w177","de.lex.junge","boy","Junge","der","","s052","Junge|junge","word"
"w178","de.lex.prinz","prince","Prinz","der","","s052","Prinz","word"
"w179","de.lex.privat","private","privat","","","s052","privat|private","word"
"w180","de.lex.schreiben","to write","schreiben","","","s052","schreiben|schreibt|schrieb","word"
"w181","de.lex.foto","photo","Foto","das","","s053","Foto","word"
"w182","de.lex.zusammen","together","zusammen","","","s053","zusammen","word"
"w183","de.lex.beweisen","to prove","beweisen","","","s054","beweisen","word"
"w184","de.lex.beziehung","the relationship","Beziehung","die","","s054","Beziehung","word"
"w185","de.lex.dieser","this","dieser","","","s054","dieser|Dieses","function"
"w186","de.lex.prinzessin","princess","Prinzessin","die","","s055","Prinzessin","word"
"w187","de.lex.skandinavisch","Scandinavian","skandinavisch","","","s055","skandinavisch|skandinavische","word"
"w188","de.lex.duerfen","may / to be allowed","dürfen","","","s056","darf|dürfen","word"
"w189","de.lex.familie","family","Familie","die","","s056","Familie","word"
"w190","de.lex.niemals","never","niemals","","","s056","niemals","function"
"w191","de.lex.am","at the","am","","","s057","Am|am","function"
"w192","de.lex.montag","Monday","Montag","der","","s057","Montag","word"
"w193","de.lex.schicken","to send","schicken","","","s057","schicken","word"
"w194","de.lex.versprechen","to promise","versprechen","","","s057","versprechen|versprochen","word"
"w195","de.lex.oeffentlich","public","öffentlich","","","s058","öffentlich","word"
"w196","de.lex.verlobung","engagement","Verlobung","die","","s058","Verlobung","word"
"w197","de.lex.werden","to become","werden","","","s058","werden|wird|würde","word"
"w198","de.lex.glauben","to believe","glauben","","","s059","glauben|glaubt","word"
"w199","de.lex.hochzeit","wedding","Hochzeit","die","","s059","Hochzeit","word"
"w200","de.lex.zerstoeren","to destroy","zerstören","","","s059","zerstören","word"
"w201","de.lex.fragen","to ask","fragen","","","s060","fragen|fragt","word"
"w202","de.lex.ob","whether","ob","","","s060","ob","word"
"w203","de.lex.verkaufen","to sell","verkaufen","","","s060","verkaufen","word"
"w204","de.lex.durchsuchen","to search thoroughly","durchsuchen","","","s062","durchsuchen|durchsucht","word"
"w205","de.lex.zweimal","twice","zweimal","","","s062","zweimal","word"
"w206","de.lex.anhalten","to stop / intercept","anhalten","","","s063","angehalten|anhalten","word"
"w207","de.lex.gepaeck","luggage","Gepäck","","","s063","Gepäck","word"
"w208","de.lex.nichts","nothing","nichts","","","s064","nichts","word"
"w209","de.lex.interessieren","to interest","interessieren","","","s065","interessieren|interessiert","word"
"w210","de.lex.laecheln","to smile","lächeln","","","s065","lächeln|lächelt","word"
"w211","de.lex.problem","problem","Problem","das","","s065","Problem","word"
"w212","de.lex.drei","three","drei","","","s066","drei","word"
"w213","de.lex.noch","still / another / yet","noch","","","s066","noch","function"
"w214","de.lex.tag","day","Tag","der","","s066","Tag|Tage","word"
"w215","de.lex.wir","we","wir","","","s066","wir|Wir","word"
"w216","de.lex.geld","money","Geld","das","","s067","Geld","word"
"w217","de.lex.untersuchung","investigation","Untersuchung","die","","s067","Untersuchung","word"
"w218","de.lex.provinz","province","Provinz","die","","s068","Provinz","word"
"w219","de.lex.sogar","even","sogar","","","s068","sogar","function"
"w220","de.lex.briony","Briony","Briony","","","s069","Briony","name"
"w221","de.lex.john","John","John","","","s069","John|John’s","name"
"w222","de.lex.lodge","Lodge","Lodge","","","s069","Lodge","name"
"w223","de.lex.st","St","St","","","s069","St","name"
"w224","de.lex.wohnen","to live","wohnen","","","s069","wohnen|wohnt","word"
"w225","de.lex.wood","Wood","Wood","","","s069","Wood","name"
"w226","de.lex.aufschreiben","to write down","aufschreiben","","","s070","aufgeschrieben|aufschreiben|schreibt auf|schrieb auf","word"
"w227","de.lex.nachmittag","afternoon","Nachmittag","der","","s071","Nachmittag","word"
"w228","de.lex.naechsten","next","nächsten","","","s071","nächsten","function"
"w229","de.lex.zurueckkommen","to come back","zurückkommen","","","s071","zurückkommen|zurückzukommen|kam zurück|kommt zurück","word"
"w230","de.lex.koeniglich","royal","königlich","","","s072","königlich|königliche","word"
"w231","de.lex.nacht","night","Nacht","die","","s072","Nacht","word"
"w232","de.lex.verschwinden","to disappear","verschwinden","","","s072","verschwinden|verschwindet","word"
