"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w083","de.lex.beobachten","to observe","beobachten","","","s015","beobachten|beobachtet|beobachtete","word"
"w084","de.lex.eilig","hurriedly","eilig","","","s015","eilig","word"
"w085","de.lex.sehr","very","sehr","","","s015","sehr","word"
"w086","de.lex.waehrend.during","during (Genitiv)","während","","","s015","während|Während","word"
"w087","de.lex.bleiben","to stay","bleiben","","","s016","bleiben|bleibt","word"
"w088","de.lex.halb","half","halb","","","s016","halb|halbe","word"
"w089","de.lex.im","in the","im","","","s016","im","word"
"w090","de.lex.stunde.hour","hour","Stunde","die","","s016","Stunde","word"
"w091","de.lex.dann","then","dann","","","s017","dann|Dann","function"
"w092","de.lex.kutsche","carriage","Kutsche","die","","s017","Kutsche","word"
"w093","de.lex.laufen.run","to run","laufen","","","s017","laufen|läuft","word"
"w094","de.lex.befehlen","to order","befehlen","","","s018","befehlen|befiehlt","word"
"w095","de.lex.fahrer","driver","Fahrer","der","","s018","Fahrer","word"
"w096","de.lex.kirche","church","Kirche","die","","s018","Kirche","word"
"w097","de.lex.auch","also / too / even","auch","","","s019","auch","function"
"w098","de.lex.minute","minute","Minute","die","","s019","Minute|Minuten","word"
"w099","de.lex.spaeter","later","später","","","s019","später","word"
"w100","de.lex.verlassen","to leave","verlassen","","","s019","verlassen|verlässt","word"
"w101","de.lex.derselbe","the same","derselbe","","","s020","derselbe|dieselbe","word"
"w102","de.lex.erreichen","to reach","erreichen","","","s020","erreichen","word"
"w103","de.lex.wollen","to want","wollen","","","s020","will|wollen","word"
"w104","de.lex.zwanzig","twenty","zwanzig","","","s020","zwanzig","word"
"w105","de.lex.ander","other / another","ander","","","s021","ander|Andere|andere","word"
"w106","de.lex.finden","to find","finden","","","s021","finden|findet","word"
"w107","de.lex.schnell.fast","fast","schnell","","","s021","schnell","word"
"w108","de.lex.folgen","to follow","folgen","","","s022","folgen|folgt","word"
"w109","de.lex.monica","Monica","Monica","","","s022","Monica","name"
"w110","de.lex.saint","Saint","Saint","","","s022","Saint","name"
"w111","de.lex.zur","to the","zur","","","s022","zur","function"
"w112","de.lex.drinnen","inside","drinnen","","","s023","drinnen|Drinnen","word"
"w113","de.lex.priester","priest","Priester","der","","s023","Priester|Priesters","word"
"w114","de.lex.stehen","to stand","stehen","","","s023","stehen|steht","word"
"w115","de.lex.koennen","can / to be able","können","","","s024","kann|können","word"
"w116","de.lex.ohne","without (Akkusativ)","ohne","","","s024","ohne","word"
"w117","de.lex.trauen","to marry","trauen","","","s024","trauen","word"
"w118","de.lex.zeuge","witness","Zeuge","der","","s024","Zeuge|Zeugen","word"
"w119","de.lex.sehen","to see","sehen","","","s025","sehen|sieht","word"
"w120","de.lex.verkleidet","disguised","verkleidet","","","s025","verkleidet|verkleideten","word"
"w121","de.lex.als","when (past)","als","","","s026","als","word"
"w122","de.lex.bitten","to ask / request","bitten","","","s026","bitten|bittet","word"
"w123","de.lex.fremd","strange / foreign","fremd","","","s026","fremd|Fremden|fremden","word"
"w124","de.lex.hochzeit","wedding","Hochzeit","die","","s027","Hochzeit","word"
"w125","de.lex.unerwartet","unexpectedly","unerwartet","","","s027","unerwartet","word"
"w126","de.lex.werden","to become","werden","","","s027","werde|werden|wird","word"
"w127","de.lex.dank","thanks","Dank","","","s028","Dank","word"
"w128","de.lex.geben","to give","geben","","","s028","geben|gibt","word"
"w129","de.lex.goldmuenze","gold coin","Goldmünze","die","","s028","Goldmünze","word"
"w130","de.lex.nach","after / to (Dativ)","nach","","","s029","Nach|nach","word"
"w131","de.lex.sich","oneself / himself / herself","sich","","","s029","sich","function"
"w132","de.lex.sich-trennen","to separate","sich trennen","","","s029","trennen|sich trennen","word"
"w133","de.lex.buero","office","Büro","das","","s030","Büro","word"
"w134","de.lex.briony","Briony","Briony","","","s031","Briony","name"
"w135","de.lex.lodge","Lodge","Lodge","","","s031","Lodge","name"
"w136","de.lex.zurueckkehren","to return","zurückkehren","","","s031","kehrt|zurückkehren|zurückzukehren|kehrt zurück|kehrte zurück","word"
"w137","de.lex.dass","that (subordinating conjunction)","dass","","","s032","dass","function"
"w138","de.lex.fahrt","trip / ride","Fahrt","die","","s032","Fahrt","word"
"w139","de.lex.machen","to do / make","machen","","","s032","machen","word"
"w140","de.lex.normal","usual / normal","normal","","","s032","normal|normale","word"
"w141","de.lex.sagen","to say","sagen","","","s032","sagen|sagt","word"
"w142","de.lex.fall","the case","Fall","der","","s034","Fall","word"
"w143","de.lex.veraendern","to change","verändern","","","s034","verändern|verändert","word"
"w144","de.lex.london","London","London","","","s035","London","name"
"w145","de.lex.mann","man","Mann","der","","s035","Mann|Männer","word"
"w146","de.lex.abend","evening","Abend","der","","s036","Abend","word"
"w147","de.lex.dieser","this","dieser","","","s036","diesem|dieser|dieses","function"
"w148","de.lex.handeln","to act","handeln","","","s036","handeln","word"
"w149","de.lex.muessen","must","müssen","","","s036","muss|müssen","word"
"w150","de.lex.hilfe","Help!","Hilfe!","","","s037","Hilfe|Hilfe!","word"
"w151","de.lex.sofort","immediately","sofort","","","s038","sofort","word"
"w152","de.lex.zustimmen","to agree","zustimmen","","","s038","stimmt|zugestimmt|zustimmen|stimmt zu|stimmte zu","word"
"w153","de.lex.legal","lawful / legal","legal","","","s039","legal","word"
"w154","de.lex.plan","plan","Plan","der","","s039","Plan","word"
"w155","de.lex.vielleicht","Maybe.","Vielleicht.","","","s039","vielleicht|Vielleicht.","word"
"w156","de.lex.warnen","to warn","warnen","","","s039","warnen|warnt","word"
"w157","de.lex.bereit","ready","bereit","","","s040","bereit","word"
"w158","de.lex.vertrauen","trust","Vertrauen","das","","s040","Vertrauen|vertraut","word"
"w159","de.lex.weil","because (subord.)","weil","","","s040","weil","word"
"w160","de.lex.erklaeren","to explain","erklären","","","s041","erklären|erklärt","word"
"w161","de.lex.essen.verb","to eat","essen","","","s041","essen|isst","word"
"w162","de.lex.auf.into","on / onto / into","auf","","","s043","auf","function"
"w163","de.lex.duerfen","may / to be allowed","dürfen","","","s043","darf|dürfen","word"
"w164","de.lex.einmischen","to interfere","einmischen","","","s043","einmischen","word"
"w165","de.lex.einige","some","einige","","","s044","Einige|einige","function"
"w166","de.lex.klein","small / little","klein","","","s044","klein|kleinen","word"
"w167","de.lex.streit","fight / argument","Streit","der","","s044","Streit","word"
"w168","de.lex.ob","whether","ob","","","s045","ob","word"
"w169","de.lex.so","so / therefore","so","","","s045","so","function"
"w170","de.lex.tun","to do","tun","","","s045","tun","word"
"w171","de.lex.verletzt","injured","verletzt","","","s045","verletzt","word"
"w172","de.lex.leute","people","Leute","die","","s046","Leute","word"
"w173","de.lex.tragen","to carry","tragen","","","s046","tragen","word"
"w174","de.lex.wohnzimmer","living room","Wohnzimmer","das","","s046","Wohnzimmer","word"
"w175","de.lex.fenster","window","Fenster","das","","s047","Fenster|Fensters","word"
"w176","de.lex.oeffnen","to open","öffnen","","","s047","geöffnet|öffnen|öffnet","word"
"w177","de.lex.hand","hand","Hand","die","","s049","Hand","word"
"w178","de.lex.heben","to lift","heben","","","s049","heben|hebt","word"
"w179","de.lex.hineinwerfen","to throw inside","hineinwerfen","","","s049","hineingeworfen|hineinwerfen|warf hinein|wirft hinein","word"
"w180","de.lex.rauchbombe","smoke rocket","Rauchbombe","die","","s049","Rauchbombe","word"
"w181","de.lex.wenn","if / when","wenn","","","s049","wenn|Wenn","word"
"w182","de.lex.rufen","to call","rufen","","","s050","rufen|ruft","word"
"w183","de.lex.danach","afterwards","danach","","","s051","Danach|danach","function"
"w184","de.lex.strassenecke","street corner","Straßenecke","die","","s051","Straßenecke","word"
"w185","de.lex.dort","there","dort","","","s052","dort","word"
"w186","de.lex.treffen","to meet","treffen","","","s052","treffen|trifft","word"
"w187","de.lex.versprechen","to promise","versprechen","","","s052","versprechen|verspricht","word"
"w188","de.lex.anziehen","to put on (clothes)","anziehen","","","s053","angezogen|anziehen|zieht an|zog an","word"
"w189","de.lex.freundlich","kind","freundlich","","","s053","freundlich|freundlichen","word"
"w190","de.lex.ziehen","to pull","ziehen","","","s053","ziehen|zieht","word"
"w191","de.lex.bewegung","the movement","Bewegung","die","","s054","Bewegung|Bewegungen","word"
"w192","de.lex.gesicht","face","Gesicht","das","","s054","Gesicht","word"
"w193","de.lex.stimme","voice","Stimme","die","","s054","Stimme","word"
"w194","de.lex.kaum","hardly","kaum","","","s055","kaum","word"
"w195","de.lex.sechs","six","sechs","","","s056","sechs","word"
"w196","de.lex.viertel","district","Viertel","das","","s056","Viertel","word"
"w197","de.lex.dunkel","dark","dunkel","","","s057","dunkel|dunklen","word"
"w198","de.lex.es","it / she (for a neuter noun)","es","","","s057","es|Es","function"
"w199","de.lex.schon","already","schon","","","s057","schon","function"
"w200","de.lex.mehrere","several","mehrere","","","s058","Mehrere|mehrere","function"
"w201","de.lex.alle","everyone","alle","","","s059","Alle|alle","function"
"w202","de.lex.gehoeren","to belong","gehören","","","s059","gehören","word"
"w203","de.lex.foto","photo","Foto","das","","s060","Foto","word"
"w204","de.lex.glauben","to believe","glauben","","","s060","glauben|glaubt","word"
"w205","de.lex.gross","big / large","groß","","","s061","groß","word"
"w206","de.lex.leicht","light","leicht","","","s061","leicht","word"
"w207","de.lex.bald","soon","bald","","","s062","bald","word"
"w208","de.lex.benutzen","to use","benutzen","","","s062","benutzen","word"
"w209","de.lex.fragen","to ask","fragen","","","s063","fragen|fragt","word"
"w210","de.lex.wie","How?","Wie?","","","s063","wie|Wie?","word"
"w211","de.lex.antworten","to answer","antworten","","","s064","antworten|antwortet","word"
"w212","de.lex.bringen","to bring","bringen","","","s064","bringen","word"
"w213","de.lex.dazu","to it / for that","dazu","","","s064","dazu","word"
"w214","de.lex.ich","I","ich","","","s064","ich|Ich|mir","function"
"w215","de.lex.zeigen","to show","zeigen","","","s064","zeigen|zeigte","word"
"w216","de.lex.los","off / away","los","","","s066","los","word"
"w217","de.lex.tuer","door","Tür","die","","s066","Tür","word"
"w218","de.lex.zwei","two","zwei","","","s066","zwei|Zwei","word"
"w219","de.lex.kaempfen","to fight","kämpfen","","","s067","kämpfen|kämpfenden","word"
"w220","de.lex.menge","the amount","Menge","die","","s069","Menge","word"
"w221","de.lex.mitte","the center","Mitte","die","","s069","Mitte","word"
"w222","de.lex.schuetzen","to protect","schützen","","","s070","schützen","word"
"w223","de.lex.vorne","at the front","vorne","","","s070","vorn|vorne","word"
"w224","de.lex.aufschreien","to cry out","aufschreien","","","s071","aufgeschrien|aufschreien|schreit auf|schrie auf","word"
"w225","de.lex.boden.bottom","the bottom","Boden","der","","s071","Boden","word"
"w226","de.lex.fallen","to fall","fallen","","","s071","fallen|fällt","word"
"w227","de.lex.ploetzlich","suddenly","plötzlich","","","s071","plötzlich|Plötzlich","word"
"w228","de.lex.schreien","to shout / scream","schreien","","","s071","schreien|schreit","word"
"w229","de.lex.fluessigkeit","liquid","Flüssigkeit","die","","s072","Flüssigkeit","word"
"w230","de.lex.rot","red","rot","","","s072","rot|rote|Rote","word"
"w231","de.lex.ueber","over / above / about","über","","","s072","über","function"
"w232","de.lex.schwer","heavy","schwer","","","s073","schwer","word"
"w233","de.lex.hineintragen","to carry inside","hineintragen","","","s074","hineingetragen|hineintragen|trugen hinein|trägt hinein","word"
"w234","de.lex.sollen.be-supposed-to","shall / to be supposed to","sollen","","","s074","sollen","word"
"w235","de.lex.legen","to lay / to put","legen","","","s075","legen|legt","word"
"w236","de.lex.sofa","sofa","Sofa","das","","s075","Sofa","word"
"w237","de.lex.draussen","outside","draußen","","","s076","draußen","word"
"w238","de.lex.schlecht","bad","schlecht","","","s077","schlecht","word"
"w239","de.lex.sich-fuehlen","to feel (well/ill)","sich fühlen","","","s077","fühlt|sich fühlen","word"
"w240","de.lex.luft","air","Luft","die","","s078","Luft","word"
"w241","de.lex.setzen","to set / to place","setzen","","","s078","setzen|setzt","word"
"w242","de.lex.sich-aufsetzen","to sit up","sich aufsetzen","","","s078","aufgesetzt|sich aufsetzen|setzt sich auf|setzte sich auf","word"
"w243","de.lex.dienerin","female servant","Dienerin","die","","s079","Dienerin","word"
"w244","de.lex.werfen","to throw","werfen","","","s081","werfen|wirft","word"
"w245","de.lex.zimmer","room","Zimmer","das","","s081","Zimmer","word"
"w246","de.lex.ruf","cry / call","Ruf","","","s083","Ruf","word"
"w247","de.lex.wiederholen","to repeat","wiederholen","","","s083","wiederholen","word"
"w248","de.lex.fuellen","to fill","füllen","","","s084","füllen|füllt","word"
"w249","de.lex.rauch","smoke","Rauch","der","","s084","Rauch","word"
"w250","de.lex.versteckt","hidden","versteckt","","","s085","versteckt|versteckten","word"
"w251","de.lex.wandplatte","panel","Wandplatte","die","","s085","Wandplatte","word"
"w252","de.lex.heraus","out","heraus","","","s086","heraus","word"
"w253","de.lex.herausziehen","to pull out","herausziehen","","","s086","herausgezogen|herausziehen|zieht heraus|zog heraus","word"
"w254","de.lex.stueck","the piece","Stück","das","","s086","Stück","word"
"w255","de.lex.versteck","hiding place","Versteck","das","","s087","Versteck","word"
"w256","de.lex.kein","no / not any","kein","","","s088","kein","function"
"w257","de.lex.zuruecklegen","to put back","zurücklegen","","","s089","zurückgelegt|zurücklegen|legt zurück|legte zurück","word"
"w258","de.lex.sich-entschuldigen","to apologize","sich entschuldigen","","","s090","entschuldigt|sich entschuldigen","word"
"w259","de.lex.ecke","corner","Ecke","die","","s091","Ecke","word"
"w260","de.lex.helfer","helper","Helfer","der","","s092","Helfer","word"
"w261","de.lex.blut","blood","Blut","das","","s093","Blut","word"
"w262","de.lex.farbe","the color","Farbe","die","","s093","Farbe","word"
"w263","de.lex.nur","only","nur","","","s093","nur","word"
"w264","de.lex.falsch","FALSE","falsch","","","s094","falsch|falsche","word"
"w265","de.lex.feueralarm","fire alarm","Feueralarm","der","","s094","Feueralarm","word"
"w266","de.lex.zwingen","to force","zwingen","","","s094","zwang|zwingen","word"
"w267","de.lex.mensch","person / human being","Mensch","der","","s095","Mensch|Menschen","word"
"w268","de.lex.retten","to save","retten","","","s095","retten","word"
"w269","de.lex.sache","the thing","Sache","die","","s095","Sache","word"
"w270","de.lex.wertvoll","valuable","wertvoll","","","s095","wertvoll|wertvollste","word"
"w271","de.lex.zuerst","first","zuerst","","","s095","zuerst","function"
"w272","de.lex.genau","Exactly.","Genau.","","","s096","genau|Genau.","word"
"w273","de.lex.wo","Where?","Wo?","","","s096","wo|Wo?","word"
"w274","de.lex.kutscher","coachman","Kutscher","der","","s097","Kutscher","word"
"w275","de.lex.nehmen","to take","nehmen","","","s097","nahm|nehmen","word"
"w276","de.lex.koenig","king","König","der","","s098","König","word"
"w277","de.lex.221b","221b","221b","","","s099","221b|221B","word"
"w278","de.lex.gehen.go","to go","gehen","","","s099","gehen|geht","word"
"w279","de.lex.jung","young","jung","","","s099","jung|junger","word"
"w280","de.lex.vorbei","over","vorbei","","","s099","vorbei","word"
"w281","de.lex.vorbeigehen","to pass by","vorbeigehen","","","s099","vorbeigegangen|vorbeigehen|geht vorbei|ging vorbei","word"
"w282","de.lex.gut","good / kind","gut","","","s100","gut|Gute","word"
"w283","de.lex.junge","boy","Junge","der","","s100","Junge|junge","word"
"w284","de.lex.mister","Mister","Mister","","","s100","Mister","name"
"w285","de.lex.nacht","night","Nacht","die","","s100","Nacht","word"
"w286","de.lex.sherlock","Sherlock","Sherlock","","","s100","Sherlock","name"
"w287","de.lex.aber","but","aber","","","s101","aber","function"
"w288","de.lex.zuordnen","to identify / place","zuordnen","","","s101","zuordnen","word"
"w289","de.lex.nachsehen","to look after","nachsehen","","","s102","nachgesehen|nachsehen|sah nach|sieht nach","word"
"w290","de.lex.beendet","finished","beendet","","","s103","beendet","word"
