"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s024","24","4. Ein schwieriger Anfang","His careful movements remind Maik of surgery.","Seine vorsichtigen Bewegungen erinnern Maik an eine Operation.","","","Seine vorsichtigen Bewegungen|erinnern Maik|an eine Operation","de.accusative_object|de.prepositional_phrase","A2"
"s025","25","4. Ein schwieriger Anfang","The man is a surgeon, after all.","Der Mann ist schließlich Chirurg.","","","Der Mann|ist schließlich|Chirurg","de.copular|de.adverb_position","A2"
"s026","26","5. Die Kopfwunde","The doctor asks about the wound on Maik’s head.","Der Arzt fragt nach der Wunde an Maiks Kopf.","","","Der Arzt|fragt nach der Wunde|an Maiks Kopf","de.prepositional_verb|de.prepositional_phrase","A2"
"s027","27","5. Die Kopfwunde","He already understands the injuries from the motorway.","Die Verletzungen von der Autobahn versteht er schon.","","","Die Verletzungen von der Autobahn|versteht er|schon","de.fronting|de.accusative_object","A2"
"s028","28","5. Die Kopfwunde","But the head wound needs an explanation.","Aber die Kopfwunde braucht eine Erklärung.","","","Aber|die Kopfwunde braucht|eine Erklärung","de.coordination|de.accusative_object","A2"
"s029","29","5. Die Kopfwunde","Maik says he fell from a stool.","Maik sagt, dass er von einem Hocker fiel.","","","Maik sagt|dass er|von einem Hocker fiel","de.subordinate_dass|de.past_simple","A2"
"s030","30","5. Die Kopfwunde","The fall happened at the police station.","Der Sturz geschah auf der Polizeistation.","","","Der Sturz|geschah|auf der Polizeistation","de.past_simple|de.prepositional_phrase","A2"
"s031","31","5. Die Kopfwunde","The doctor joins his fingertips thoughtfully.","Der Arzt legt nachdenklich die Fingerspitzen zusammen.","","","Der Arzt|legt nachdenklich|die Fingerspitzen zusammen","de.separable_verb|de.accusative_object","A2"
"s032","32","5. Die Kopfwunde","He notes that the report says the same thing.","Er bemerkt, dass der Bericht dasselbe sagt.","","","Er bemerkt|dass der Bericht|dasselbe sagt","de.subordinate_dass|de.verb_second","A2"
"s033","33","5. Die Kopfwunde","Both of them nod in silence.","Beide nicken schweigend.","","","Beide|nicken|schweigend","de.verb_second|de.adverb_position","A2"
"s034","34","6. Schweigepflicht","The doctor says that they are alone.","Der Arzt sagt, dass sie unter sich sind.","","","Der Arzt sagt|dass sie|unter sich sind","de.subordinate_dass|de.reflexive_phrase","A2"
"s035","35","6. Schweigepflicht","Maik answers awkwardly and winks at the plastic torso.","Maik antwortet peinlich und zwinkert dem Plastikoberkörper zu.","","","Maik antwortet peinlich|und|zwinkert dem Plastikoberkörper zu","de.coordination|de.separable_verb|de.dative_object","A2"
"s036","36","6. Schweigepflicht","The doctor says Maik may discuss anything.","Der Arzt sagt, Maik dürfe über alles sprechen.","","","Der Arzt sagt|Maik dürfe|über alles sprechen","de.reported_speech|de.konjunktiv_i","A2"
"s037","37","6. Schweigepflicht","As his doctor, he must keep the conversation confidential.","Als sein Arzt hat er Schweigepflicht.","","","Als sein Arzt|hat er|Schweigepflicht","de.als_role|de.verb_second","A2"
"s038","38","6. Schweigepflicht","Maik already understands this rule.","Maik versteht diese Regel bereits.","","","Maik|versteht|diese Regel bereits","de.accusative_object|de.adverb_position","A2"
"s039","39","6. Schweigepflicht","He wonders what secret the doctor expects.","Er fragt sich, welches Geheimnis der Arzt erwartet.","","","Er fragt sich|welches Geheimnis|der Arzt erwartet","de.reflexive|de.indirect_question","A2"
"s040","40","7. Ein Verdacht","The doctor explains that the officers had a duty of care.","Der Arzt erklärt die Aufsichtspflicht der Polizisten.","","","Der Arzt|erklärt|die Aufsichtspflicht der Polizisten","de.accusative_object|de.compound","A2"
"s041","41","7. Ein Verdacht","They should not have trusted Maik’s statements.","Sie hätten Maiks Angaben nicht einfach glauben dürfen.","","This form expresses criticism of a past action.","Sie hätten|Maiks Angaben nicht einfach|glauben dürfen","de.konjunktiv_ii_past|de.modal_infinitive|de.negation","B1"
"s042","42","7. Ein Verdacht","They should have checked his injuries immediately.","Sie hätten seine Wunden sofort prüfen müssen.","","This form says what should have happened.","Sie hätten|seine Wunden sofort|prüfen müssen","de.konjunktiv_ii_past|de.modal_infinitive","B1"
"s043","43","7. Ein Verdacht","They also should have called a doctor.","Außerdem hätten sie einen Arzt rufen müssen.","","","Außerdem|hätten sie|einen Arzt rufen müssen","de.inversion|de.konjunktiv_ii_past|de.modal_infinitive","A2"
"s044","44","7. Ein Verdacht","The blood loss had been dangerous.","Der Blutverlust war gefährlich gewesen.","","","Der Blutverlust|war gefährlich|gewesen","de.pluperfect|de.compound","A2"
"s045","45","7. Ein Verdacht","The doctor suspects that someone hurt Maik.","Der Arzt vermutet, dass jemand Maik verletzt hat.","","","Der Arzt vermutet|dass jemand|Maik verletzt hat","de.subordinate_dass|de.perfect","A2"
"s046","46","7. Ein Verdacht","Maik finally understands the hidden question.","Endlich versteht Maik die versteckte Frage.","","","Endlich|versteht Maik|die versteckte Frage","de.inversion|de.accusative_object","A2"
"s047","47","7. Ein Verdacht","He is embarrassed that the doctor was indirect.","Die indirekte Art ist Maik peinlich.","","","Die indirekte Art|ist Maik|peinlich","de.dative_experiencer|de.copular","A2"
"s048","48","8. Maiks Erklärung","Maik quickly waves both hands.","Maik winkt schnell mit beiden Händen.","","","Maik|winkt schnell|mit beiden Händen","de.prepositional_phrase|de.adverb_position","A2"
"s049","49","8. Maiks Erklärung","He insists that everything happened correctly.","Er betont, dass alles korrekt passiert ist.","","","Er betont|dass alles|korrekt passiert ist","de.subordinate_dass|de.perfect_motion_sein","A2"
"s050","50","8. Maiks Erklärung","He had lifted his trouser leg while sitting.","Er hatte im Sitzen sein Hosenbein hochgezogen.","","","Er hatte|im Sitzen|sein Hosenbein hochgezogen","de.pluperfect|de.contraction","A2"
"s051","51","8. Maiks Erklärung","Then he saw the wound and became dizzy.","Dann sah er die Wunde und wurde schwindlig.","","","Dann|sah er die Wunde|und wurde schwindlig","de.inversion|de.coordination|de.past_simple","A2"
"s052","52","8. Maiks Erklärung","He fell sideways without anyone touching him.","Er fiel seitlich, ohne dass ihn jemand berührte.","","","Er fiel seitlich|ohne dass ihn jemand|berührte","de.ohne_dass|de.past_simple","A2"
"s053","53","9. Keine Fremdeinwirkung","He proudly calls this no outside interference.","Stolz nennt er das keine Fremdeinwirkung.","","","Stolz|nennt er das|keine Fremdeinwirkung","de.inversion|de.negation","A2"
"s054","54","9. Keine Fremdeinwirkung","He learned the expression from a television crime show.","Den Ausdruck kennt er aus einem Fernsehkrimi.","","","Den Ausdruck|kennt er|aus einem Fernsehkrimi","de.fronting|de.prepositional_phrase","A2"
"s055","55","9. Keine Fremdeinwirkung","Maik says the officers were very kind.","Maik sagt, die Polizisten seien sehr nett gewesen.","","The subjunctive reports Maik’s statement.","Maik sagt|die Polizisten seien|sehr nett gewesen","de.reported_speech|de.konjunktiv_i","B1"
"s056","56","9. Keine Fremdeinwirkung","They gave him water and a tissue.","Sie gaben ihm Wasser und ein Taschentuch.","","","Sie gaben ihm|Wasser und ein Taschentuch","de.dative_object|de.coordination|de.past_simple","A2"
"s057","57","9. Keine Fremdeinwirkung","He demonstrates the fall beside the desk.","Neben dem Schreibtisch spielt er den Sturz vor.","","","Neben dem Schreibtisch|spielt er|den Sturz vor","de.inversion|de.separable_verb","A2"
"s058","58","10. Der Bericht","The doctor slowly accepts Maik’s explanation.","Der Arzt akzeptiert Maiks Erklärung langsam.","","","Der Arzt|akzeptiert Maiks Erklärung|langsam","de.accusative_object|de.adverb_position","A2"
"s059","59","10. Der Bericht","Still, he writes that the situation was irresponsible.","Trotzdem schreibt er, die Situation sei unverantwortlich gewesen.","","The subjunctive summarizes the doctor’s judgment.","Trotzdem schreibt er|die Situation sei|unverantwortlich gewesen","de.inversion|de.reported_speech|de.konjunktiv_i","B1"
"s060","60","10. Der Bericht","Then he closes the green folder.","Dann schließt er den grünen Ordner.","","","Dann|schließt er|den grünen Ordner","de.inversion|de.accusative_object","A2"
"s061","61","11. Das Ziel","He asks where Maik and Tschick wanted to go.","Er fragt, wohin Maik und Tschick wollten.","","","Er fragt|wohin Maik und Tschick|wollten","de.indirect_question|de.past_simple","A2"
"s062","62","11. Das Ziel","Maik says the answer will sound ridiculous.","Maik sagt, dass die Antwort albern klingen wird.","","","Maik sagt|dass die Antwort|albern klingen wird","de.subordinate_dass|de.future","A2"
"s063","63","11. Das Ziel","The doctor promises to believe him.","Der Arzt verspricht, ihm zu glauben.","","","Der Arzt verspricht|ihm|zu glauben","de.infinitive_zu|de.dative_object","A2"
"s064","64","11. Das Ziel","Maik admits that they wanted to reach Wallachia.","Maik gesteht, dass sie in die Walachei wollten.","","","Maik gesteht|dass sie|in die Walachei wollten","de.subordinate_dass|de.past_simple","A2"
"s065","65","11. Das Ziel","The doctor does not understand where that is.","Der Arzt versteht nicht, wo dieser Ort liegt.","","","Der Arzt versteht nicht|wo dieser Ort|liegt","de.indirect_question|de.negation","A2"
"s066","66","11. Das Ziel","Maik turns red, and they drop the subject.","Maik wird rot, und sie wechseln das Thema.","","","Maik wird rot|und|sie wechseln das Thema","de.coordination|de.resultative","A2"
"s067","67","11. Das Ziel","Finally, they shake hands like adults.","Zum Schluss geben sie sich wie Erwachsene die Hand.","","","Zum Schluss|geben sie sich|wie Erwachsene die Hand","de.reflexive|de.comparison_wie","A2"
"s068","68","11. Das Ziel","Maik is relieved that no great secret was needed.","Maik ist froh, dass kein großes Geheimnis nötig war.","","","Maik ist froh|dass kein großes Geheimnis|nötig war","de.subordinate_dass|de.negation|de.past_simple","A2"
