"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w041","de.lex.ein","a / an","ein","","","s011","ein|eine|einen|einem|Ein|Eine|Einen|Einem","function"
"w042","de.lex.spur","clue / trace","Spur","die","","s011","Spur","word"
"w043","de.lex.schuh","shoe","Schuh","der","","s012","Schuh","word"
"w044","de.lex.nass","wet","nass","","","s012","nass|Nass|nassen","word"
"w045","de.lex.boden.floor","floor / ground","Boden","der","","s013","Boden","word"
"w046","de.lex.schlamm","mud","Schlamm","der","","s013","Schlamm","word"
"w047","de.lex.mann","man","Mann","der","","s014","Mann","word"
"w048","de.lex.in","in / into","in","","","s014","in|im|ins|In|Im|Ins","function"
"w049","de.lex.nebel","fog","Nebel","der","","s014","Nebel","word"
"w050","de.lex.sein","was","sein","","","s014","war","word"
"w051","de.lex.hier","here","hier","","","s014","hier|Hier","function"
"w052","de.lex.warum.why","why","warum","","","s015","warum|Warum","function"
"w053","de.lex.haben","to have","haben","","","s016","hat|haben","word"
"w054","de.lex.idee","idea","Idee","die","","s016","Idee","word"
"w055","de.lex.wir","we","wir","","","s017","wir|Wir","function"
"w056","de.lex.gehen.go","to go","gehen","","","s017","geht|gehen","word"
"w057","de.lex.sagen","to say","sagen","","","s017","sagt|sagen","word"
"w058","de.lex.nehmen","to take","nehmen","","","s018","nimmt|nehmen","word"
"w059","de.lex.tragen","to carry / wear","tragen","","","s019","trägt|tragen","word"
"w060","de.lex.alt","old","alt","","","s019","alt|alte|alten|alter|altes","word"
"w061","de.lex.mantel","coat","Mantel","der","","s019","Mantel","word"
"w062","de.lex.sein","his","sein","","","s020","seiner|seinem|seinen","function"
"w063","de.lex.tasche.pocket","pocket / bag","Tasche","die","","s020","Tasche","word"
"w064","de.lex.klein","small","klein","","","s020","klein|kleine|kleinen|kleiner","word"
"w065","de.lex.uhr.clock","o’clock","Uhr","","","s020","Uhr","word"
"w066","de.lex.leer","empty","leer","","","s022","leer|Leer","word"
"w067","de.lex.dann","then","dann","","","s023","dann|Dann","function"
"w068","de.lex.hoeren","to hear","hören","","","s023","hört|hören","word"
"w069","de.lex.sie.her","she / they","sie","","","s023","sie|Sie","function"
"w070","de.lex.stimme","voice","Stimme","die","","s023","Stimme","word"
"w071","de.lex.oeffnen","to open","öffnen","","","s024","öffnet|öffnen","word"
"w072","de.lex.tuer","door","Tür","die","","s024","Tür","word"
"w073","de.lex.kiste","box / chest","Kiste","die","","s025","Kiste","word"
"w074","de.lex.wo.where","where","wo","","","s026","wo|Wo","function"
"w075","de.lex.fragen","to ask","fragen","","","s026","fragt|fragen","word"
"w076","de.lex.hof","courtyard","Hof","der","","s027","Hof","word"
"w077","de.lex.von","from / of","von","","","s027","von","function"
"w078","de.lex.nummer.number-of-a-house","number","Nummer","die","","s027","Nummer","word"
"w079","de.lex.siebzehn","seventeen","siebzehn","","","s027","siebzehn","word"
"w080","de.lex.aus.from","out of / from","aus","","","s028","aus|Aus","function"
"w081","de.lex.sein","his","sein","","","s029","seinem","function"
"w082","de.lex.laecheln","to smile","lächeln","","","s030","lächelt|lächeln","word"
"w083","de.lex.jetzt","now","jetzt","","","s031","jetzt|Jetzt","function"
"w084","de.lex.kennen.know-a-person","to know / be familiar with","kennen","","","s031","kennt|kennen|kenne","word"
"w085","de.lex.ich","I","ich","","","s031","ich|Ich","function"
"w086","de.lex.erste","first","erste","","","s031","erste|ersten","word"
"w087","de.lex.antwort.answer","answer","Antwort","die","","s031","Antwort","word"
"w088","de.lex.ansehen","to look at","ansehen","","","s001","sieht an|ansehen","word"
"w089","de.lex.mitnehmen","to take along","mitnehmen","","","s005","nimmt mit|mitnehmen","word"
