"id","lexeme_id","english","target","article","hint"
"w0116","de.lex.stiefmutter","stepmother","Stiefmutter","die",""
"w0117","de.lex.arzt","doctor (m)","Arzt","der",""
"w0118","de.lex.aerztin","doctor (f)","Ärztin","die",""
"w0119","de.lex.krankenpfleger","nurse (m)","Krankenpfleger","der",""
"w0120","de.lex.krankenschwester","nurse (f)","Krankenschwester","die",""
"w0121","de.lex.lehrer","teacher (m)","Lehrer","der",""
"w0122","de.lex.lehrerin","teacher (f)","Lehrerin","die",""
"w0123","de.lex.student","student (m)","Student","der",""
"w0124","de.lex.studentin","student (f)","Studentin","die",""
"w0125","de.lex.schueler","pupil","Schüler","der",""
"w0126","de.lex.professor","professor","Professor","der",""
"w0127","de.lex.anwalt","lawyer (m)","Anwalt","der",""
"w0128","de.lex.anwaeltin","lawyer (f)","Anwältin","die",""
"w0129","de.lex.richter","judge","Richter","der",""
"w0130","de.lex.ingenieur","engineer","Ingenieur","der",""
"w0131","de.lex.architekt","architect","Architekt","der",""
"w0132","de.lex.wissenschaftler","scientist","Wissenschaftler","der",""
"w0133","de.lex.programmierer","programmer","Programmierer","der",""
"w0134","de.lex.designer","designer","Designer","der",""
"w0135","de.lex.kuenstler","artist","Künstler","der",""
"w0136","de.lex.schriftsteller","writer","Schriftsteller","der",""
"w0137","de.lex.journalist","journalist","Journalist","der",""
"w0138","de.lex.fotograf","photographer","Fotograf","der",""
"w0139","de.lex.musiker","musician","Musiker","der",""
"w0140","de.lex.saenger","singer","Sänger","der",""
"w0141","de.lex.schauspieler","actor","Schauspieler","der",""
"w0142","de.lex.regisseur","director","Regisseur","der",""
"w0143","de.lex.maler","painter","Maler","der",""
"w0144","de.lex.kuechenchef","chef","Küchenchef","der",""
"w0145","de.lex.koch","cook","Koch","der",""
"w0146","de.lex.kellner","waiter (m)","Kellner","der",""
"w0147","de.lex.kellnerin","waiter (f)","Kellnerin","die",""
"w0148","de.lex.baecker","baker","Bäcker","der",""
"w0149","de.lex.metzger","butcher","Metzger","der",""
"w0150","de.lex.bauer","farmer","Bauer","der",""
"w0151","de.lex.fahrer","driver","Fahrer","der",""
"w0152","de.lex.pilot","pilot","Pilot","der",""
"w0153","de.lex.soldat","soldier","Soldat","der",""
"w0154","de.lex.polizist","police officer","Polizist","der",""
"w0155","de.lex.feuerwehrmann","firefighter","Feuerwehrmann","der",""
"w0156","de.lex.elektriker","electrician","Elektriker","der",""
"w0157","de.lex.mechaniker","mechanic","Mechaniker","der",""
"w0158","de.lex.buchhalter","accountant","Buchhalter","der",""
"w0159","de.lex.manager","manager","Manager","der",""
"w0160","de.lex.chef","boss","Chef","der","False friend: der Chef = boss; chef/cook = Koch."
"w0161","de.lex.angestellter","employee (m)","Angestellter","der",""
"w0162","de.lex.angestellte","employee (f)","Angestellte","die",""
"w0163","de.lex.zahnarzt","dentist","Zahnarzt","der",""
"w0164","de.lex.apotheker","pharmacist","Apotheker","der",""
"w0165","de.lex.psychologe","psychologist","Psychologe","der",""
"w0166","de.lex.politiker","politician","Politiker","der",""
"w0167","de.lex.priester","priest","Priester","der",""
"w0168","de.lex.tierarzt","veterinarian","Tierarzt","der",""
"w0169","de.lex.kopf","head","Kopf","der",""
"w0170","de.lex.gesicht","face","Gesicht","das",""
"w0171","de.lex.auge","eye","Auge","das",""
"w0172","de.lex.ohr","ear","Ohr","das",""
"w0173","de.lex.nase","nose","Nase","die",""
"w0174","de.lex.mund","mouth","Mund","der",""
"w0175","de.lex.zahn","tooth","Zahn","der",""
"w0176","de.lex.zunge","tongue","Zunge","die",""
"w0177","de.lex.lippe","lip","Lippe","die",""
"w0178","de.lex.kinn","chin","Kinn","das",""
"w0179","de.lex.wange","cheek","Wange","die",""
"w0180","de.lex.stirn","forehead","Stirn","die",""
"w0181","de.lex.haar","hair","Haar","das",""
"w0182","de.lex.hals","neck","Hals","der",""
"w0183","de.lex.schulter","shoulder","Schulter","die",""
"w0184","de.lex.arm.arm","arm","Arm","der",""
"w0185","de.lex.ellbogen","elbow","Ellbogen","der",""
"w0186","de.lex.handgelenk","wrist","Handgelenk","das",""
"w0187","de.lex.hand","hand","Hand","die",""
"w0188","de.lex.finger","finger","Finger","der",""
"w0189","de.lex.daumen","thumb","Daumen","der",""
"w0190","de.lex.nagel","nail","Nagel","der",""
"w0191","de.lex.brust","chest","Brust","die",""
"w0192","de.lex.ruecken","back","Rücken","der",""
"w0193","de.lex.bauch.stomach","stomach","Bauch","der",""
"w0194","de.lex.huefte","hip","Hüfte","die",""
"w0195","de.lex.bein","leg","Bein","das",""
"w0196","de.lex.knie","knee","Knie","das",""
"w0197","de.lex.knoechel","ankle","Knöchel","der",""
"w0198","de.lex.fuss","foot","Fuß","der",""
"w0199","de.lex.zeh","toe","Zeh","der",""
"w0200","de.lex.herz","heart","Herz","das",""
"w0201","de.lex.lunge","lung","Lunge","die",""
"w0202","de.lex.leber","liver","Leber","die",""
"w0203","de.lex.niere","kidney","Niere","die",""
"w0204","de.lex.gehirn","brain","Gehirn","das",""
"w0205","de.lex.knochen","bone","Knochen","der",""
"w0206","de.lex.muskel","muscle","Muskel","der",""
"w0207","de.lex.haut","skin","Haut","die",""
"w0208","de.lex.blut","blood","Blut","das",""
"w0209","de.lex.brot","bread","Brot","das",""
"w0210","de.lex.broetchen","roll","Brötchen","das",""
"w0211","de.lex.butter","butter","Butter","die",""
"w0212","de.lex.milch","milk","Milch","die",""
"w0213","de.lex.ei","egg","Ei","das",""
"w0214","de.lex.kaese","cheese","Käse","der",""
"w0215","de.lex.fleisch","meat","Fleisch","das",""
"w0216","de.lex.haehnchen","chicken (roast, meat)","Hähnchen","das",""
"w0217","de.lex.rindfleisch","beef","Rindfleisch","das",""
"w0218","de.lex.schweinefleisch","pork","Schweinefleisch","das",""
"w0219","de.lex.fisch","fish","Fisch","der",""
"w0220","de.lex.wurst","sausage","Wurst","die",""
"w0221","de.lex.schinken","ham","Schinken","der",""
"w0222","de.lex.suppe","soup","Suppe","die",""
"w0223","de.lex.salat.salad-dish","salad","Salat","der",""
"w0224","de.lex.nudeln","pasta","Nudeln","die",""
"w0225","de.lex.reis","rice","Reis","der",""
"w0226","de.lex.kartoffel","potato","Kartoffel","die",""
"w0227","de.lex.tomate","tomato","Tomate","die",""
"w0228","de.lex.gurke","cucumber","Gurke","die",""
"w0229","de.lex.karotte","carrot","Karotte","die",""
"w0230","de.lex.zwiebel","onion","Zwiebel","die",""
"w0231","de.lex.knoblauch","garlic","Knoblauch","der",""
"w0232","de.lex.pfeffer","pepper (spice)","Pfeffer","der",""
"w0233","de.lex.salz","salt","Salz","das",""
"w0234","de.lex.zucker","sugar","Zucker","der",""
"w0235","de.lex.oel","oil","Öl","das",""
"w0236","de.lex.essig","vinegar","Essig","der",""
"w0237","de.lex.senf","mustard","Senf","der",""
"w0238","de.lex.apfel","apple","Apfel","der",""
"w0239","de.lex.birne","pear","Birne","die",""
"w0240","de.lex.banane","banana","Banane","die",""
"w0241","de.lex.orange","orange","Orange","die",""
"w0242","de.lex.erdbeere","strawberry","Erdbeere","die",""
"w0243","de.lex.kirsche","cherry","Kirsche","die",""
"w0244","de.lex.traube","grape","Traube","die",""
"w0245","de.lex.zitrone","lemon","Zitrone","die",""
"w0246","de.lex.pfirsich","peach","Pfirsich","der",""
"w0247","de.lex.pflaume","plum","Pflaume","die",""
"w0248","de.lex.wassermelone","watermelon","Wassermelone","die",""
"w0249","de.lex.wasser","water","Wasser","das",""
"w0250","de.lex.saft","juice","Saft","der",""
"w0251","de.lex.kaffee","coffee","Kaffee","der",""
"w0252","de.lex.tee","tea","Tee","der",""
"w0253","de.lex.bier","beer","Bier","das",""
"w0254","de.lex.wein","wine","Wein","der",""
"w0255","de.lex.limonade","lemonade","Limonade","die",""
"w0256","de.lex.kuchen","cake","Kuchen","der",""
"w0257","de.lex.keks","cookie","Keks","der",""
"w0258","de.lex.schokolade","chocolate","Schokolade","die",""
"w0259","de.lex.eis.ice-cream","ice cream","Eis","das",""
"w0260","de.lex.marmelade","jam","Marmelade","die",""
"w0261","de.lex.honig","honey","Honig","der",""
"w0262","de.lex.mehl","flour","Mehl","das",""
"w0263","de.lex.fruehstueck","breakfast","Frühstück","das",""
"w0264","de.lex.mittagessen","lunch","Mittagessen","das",""
"w0265","de.lex.abendessen","dinner","Abendessen","das",""
"w0266","de.lex.snack","snack","Snack","der",""
"w0267","de.lex.dessert","dessert","Dessert","das",""
"w0268","de.lex.rezept.recipe-cooking","recipe","Rezept","das",""
"w0269","de.lex.mahlzeit","meal","Mahlzeit","die",""
"w0270","de.lex.speisekarte","menu","Speisekarte","die",""
"w0271","de.lex.gericht.dish","dish","Gericht","das",""
"w0272","de.lex.zutat","ingredient","Zutat","die",""
"w0273","de.lex.pilz","mushroom","Pilz","der",""
"w0274","de.lex.salat.lettuce-plant","lettuce","Salat","der",""
"w0275","de.lex.spinat","spinach","Spinat","der",""
"w0276","de.lex.brokkoli","broccoli","Brokkoli","der",""
"w0277","de.lex.mais","corn","Mais","der",""
"w0278","de.lex.erbse","pea","Erbse","die",""
"w0279","de.lex.bohne","bean","Bohne","die",""
"w0280","de.lex.haus","house","Haus","das",""
"w0281","de.lex.wohnung","apartment","Wohnung","die",""
"w0282","de.lex.gebaeude","building","Gebäude","das",""
"w0283","de.lex.zimmer","room","Zimmer","das",""
"w0284","de.lex.kueche","kitchen","Küche","die",""
"w0285","de.lex.badezimmer","bathroom","Badezimmer","das",""
"w0286","de.lex.schlafzimmer","bedroom","Schlafzimmer","das",""
"w0287","de.lex.wohnzimmer","living room","Wohnzimmer","das",""
"w0288","de.lex.esszimmer","dining room","Esszimmer","das",""
"w0289","de.lex.flur","hallway","Flur","der",""
"w0290","de.lex.keller","cellar","Keller","der",""
"w0291","de.lex.dachboden","attic","Dachboden","der",""
"w0292","de.lex.garage","garage","Garage","die",""
"w0293","de.lex.garten","garden","Garten","der",""
"w0294","de.lex.balkon","balcony","Balkon","der",""
"w0295","de.lex.terrasse","terrace","Terrasse","die",""
"w0296","de.lex.treppe","stairs","Treppe","die",""
"w0297","de.lex.aufzug","elevator","Aufzug","der",""
"w0298","de.lex.tuer","door","Tür","die",""
"w0299","de.lex.fenster","window","Fenster","das",""
"w0300","de.lex.wand","wall","Wand","die","False friend: die Wand = wall; wand = Zauberstab."
"w0301","de.lex.boden.floor","floor","Boden","der",""
"w0302","de.lex.decke.ceiling","ceiling","Decke","die",""
"w0303","de.lex.dach","roof","Dach","das",""
"w0304","de.lex.bett","bed","Bett","das",""
"w0305","de.lex.sofa","sofa","Sofa","das",""
"w0306","de.lex.sessel","armchair","Sessel","der",""
"w0307","de.lex.tisch","table","Tisch","der",""
"w0308","de.lex.stuhl","chair","Stuhl","der",""
"w0309","de.lex.schreibtisch","desk","Schreibtisch","der",""
"w0310","de.lex.regal","shelf","Regal","das",""
"w0311","de.lex.kleiderschrank","wardrobe","Kleiderschrank","der",""
"w0312","de.lex.schublade","drawer","Schublade","die",""
"w0313","de.lex.spiegel","mirror","Spiegel","der",""
"w0314","de.lex.lampe","lamp","Lampe","die",""
"w0315","de.lex.teppich","carpet","Teppich","der",""
"w0316","de.lex.vorhang","curtain","Vorhang","der",""
"w0317","de.lex.kissen","pillow","Kissen","das",""
"w0318","de.lex.decke.blanket-covering","blanket","Decke","die",""
"w0319","de.lex.handtuch","towel","Handtuch","das",""
"w0320","de.lex.schluessel","key","Schlüssel","der",""
"w0321","de.lex.schloss","lock","Schloss","das",""
"w0322","de.lex.klingel","bell","Klingel","die",""
"w0323","de.lex.waschmaschine","washing machine","Waschmaschine","die",""
"w0324","de.lex.spuelmaschine","dishwasher","Spülmaschine","die",""
"w0325","de.lex.kuehlschrank","refrigerator","Kühlschrank","der",""
"w0326","de.lex.mikrowelle","microwave","Mikrowelle","die",""
"w0327","de.lex.staubsauger","vacuum cleaner","Staubsauger","der",""
"w0328","de.lex.kaffeemaschine","coffee machine","Kaffeemaschine","die",""
"w0329","de.lex.wasserhahn","tap / faucet","Wasserhahn","der",""
"w0330","de.lex.lichtschalter","light switch","Lichtschalter","der",""
"w0331","de.lex.steckdose","power outlet","Steckdose","die",""
"w0332","de.lex.muelleimer","trash can","Mülleimer","der",""
"w0333","de.lex.strasse.street","street","Straße","die",""
"w0334","de.lex.strasse.road","road","Straße","die",""
"w0335","de.lex.weg.path","path","Weg","der",""
"w0336","de.lex.bruecke","bridge","Brücke","die",""
"w0337","de.lex.platz","square (in a town)","Platz","der",""
"w0338","de.lex.park","park","Park","der",""
"w0339","de.lex.stadt","city","Stadt","die",""
"w0340","de.lex.dorf","village","Dorf","das",""
"w0341","de.lex.viertel","district","Viertel","das",""
"w0342","de.lex.nachbarschaft","neighborhood","Nachbarschaft","die",""
"w0343","de.lex.stadtzentrum","city center","Stadtzentrum","das",""
"w0344","de.lex.vorort","suburb","Vorort","der",""
"w0345","de.lex.land","country","Land","das",""
"w0346","de.lex.region","region","Region","die",""
"w0347","de.lex.grenze.border","border","Grenze","die",""
"w0348","de.lex.flughafen","airport","Flughafen","der",""
"w0349","de.lex.bahnhof.train-station","train station","Bahnhof","der",""
"w0350","de.lex.bushaltestelle","bus stop","Bushaltestelle","die",""
"w0351","de.lex.u-bahn","subway","U-Bahn","die",""
"w0352","de.lex.strassenbahn","tram","Straßenbahn","die",""
"w0353","de.lex.taxi","taxi","Taxi","das",""
"w0354","de.lex.auto","car","Auto","das",""
"w0355","de.lex.bus","bus","Bus","der",""
"w0356","de.lex.zug","train","Zug","der",""
"w0357","de.lex.flugzeug.plane","plane","Flugzeug","das",""
"w0358","de.lex.schiff","ship","Schiff","das",""
"w0359","de.lex.fahrrad.bicycle","bicycle","Fahrrad","das",""
"w0360","de.lex.motorrad","motorcycle","Motorrad","das",""
"w0361","de.lex.verkehr","traffic","Verkehr","der",""
"w0362","de.lex.ampel","traffic light","Ampel","die",""
"w0363","de.lex.parkplatz","parking lot","Parkplatz","der",""
"w0364","de.lex.autobahn","highway","Autobahn","die",""
"w0365","de.lex.fahrkarte","ticket","Fahrkarte","die",""
"w0366","de.lex.karte","map","Karte","die",""
"w0367","de.lex.stau","traffic jam","Stau","der",""
"w0368","de.lex.fuehrerschein","driving license","Führerschein","der",""
"w0369","de.lex.tankstelle","fuel station","Tankstelle","die",""
"w0370","de.lex.fussgaengerueberweg","pedestrian crossing","Fußgängerüberweg","der",""
"w0371","de.lex.kreisverkehr","roundabout","Kreisverkehr","der",""
"w0372","de.lex.fahrradweg","bicycle lane","Fahrradweg","der",""
"w0373","de.lex.einbahnstrasse","one-way street","Einbahnstraße","die",""
"w0374","de.lex.laden","shop","Laden","der",""
"w0375","de.lex.geschaeft","store","Geschäft","das",""
"w0376","de.lex.supermarkt","supermarket","Supermarkt","der",""
"w0377","de.lex.baeckerei","bakery","Bäckerei","die",""
"w0378","de.lex.metzgerei","butcher shop","Metzgerei","die",""
"w0379","de.lex.apotheke","pharmacy","Apotheke","die",""
"w0380","de.lex.krankenhaus","hospital","Krankenhaus","das",""
"w0381","de.lex.klinik","clinic","Klinik","die",""
"w0382","de.lex.schule","school","Schule","die",""
"w0383","de.lex.universitaet","university","Universität","die",""
"w0384","de.lex.bibliothek","library","Bibliothek","die",""
"w0385","de.lex.museum","museum","Museum","das",""
"w0386","de.lex.theater.theater","theater","Theater","das",""
"w0387","de.lex.kino","cinema","Kino","das",""
"w0388","de.lex.kirche","church","Kirche","die",""
"w0389","de.lex.moschee","mosque","Moschee","die",""
"w0390","de.lex.bank","bank","Bank","die",""
"w0391","de.lex.postamt","post office","Postamt","das",""
"w0392","de.lex.hotel","hotel","Hotel","das",""
"w0393","de.lex.restaurant","restaurant","Restaurant","das",""
"w0394","de.lex.cafe.cafe","café","Café","das",""
"w0395","de.lex.bar","bar","Bar","die",""
"w0396","de.lex.buero","office","Büro","das",""
"w0397","de.lex.fabrik","factory","Fabrik","die",""
"w0398","de.lex.bauernhof","farm","Bauernhof","der",""
"w0399","de.lex.markt","market","Markt","der",""
"w0400","de.lex.buchhandlung","bookstore","Buchhandlung","die",""
"w0401","de.lex.fitnessstudio","gym","Fitnessstudio","das",""
"w0402","de.lex.schwimmbad","swimming pool","Schwimmbad","das",""
"w0403","de.lex.stadion","stadium","Stadion","das",""
"w0404","de.lex.polizeiwache","police station","Polizeiwache","die",""
"w0405","de.lex.feuerwache","fire station","Feuerwache","die",""
"w0406","de.lex.gericht.courthouse","courthouse","Gericht","das",""
"w0407","de.lex.botschaft","embassy","Botschaft","die",""
"w0408","de.lex.rathaus","town hall","Rathaus","das",""
"w0409","de.lex.natur","nature","Natur","die",""
"w0410","de.lex.wald","forest","Wald","der",""
"w0411","de.lex.baum","tree","Baum","der",""
"w0412","de.lex.blume","flower","Blume","die",""
"w0413","de.lex.gras","grass","Gras","das",""
"w0414","de.lex.blatt","leaf","Blatt","das",""
"w0415","de.lex.wurzel","root","Wurzel","die",""
"w0416","de.lex.ast","branch","Ast","der",""
"w0417","de.lex.busch","bush","Busch","der",""
"w0418","de.lex.berg","mountain","Berg","der",""
"w0419","de.lex.huegel","hill","Hügel","der",""
"w0420","de.lex.tal","valley","Tal","das",""
"w0421","de.lex.fluss","river","Fluss","der",""
"w0422","de.lex.see.lake","lake","See","der","der See = lake; die See = sea."
"w0423","de.lex.meer","sea","Meer","das",""
"w0424","de.lex.ozean","ocean","Ozean","der",""
"w0425","de.lex.strand","beach","Strand","der",""
"w0426","de.lex.insel","island","Insel","die",""
"w0427","de.lex.wueste","desert","Wüste","die",""
"w0428","de.lex.dschungel","jungle","Dschungel","der",""
"w0429","de.lex.feld","field","Feld","das",""
"w0430","de.lex.wiese","meadow","Wiese","die",""
"w0431","de.lex.hoehle","cave","Höhle","die",""
"w0432","de.lex.wasserfall","waterfall","Wasserfall","der",""
"w0433","de.lex.vulkan","volcano","Vulkan","der",""
"w0434","de.lex.gletscher","glacier","Gletscher","der",""
"w0435","de.lex.himmel","sky","Himmel","der",""
"w0436","de.lex.sonne","sun","Sonne","die",""
"w0437","de.lex.mond","moon","Mond","der",""
"w0438","de.lex.stern","star","Stern","der",""
"w0439","de.lex.wolke","cloud (in the sky)","Wolke","die",""
"w0440","de.lex.regen","rain","Regen","der",""
"w0441","de.lex.schnee","snow","Schnee","der",""
"w0442","de.lex.wind","wind","Wind","der",""
"w0443","de.lex.sturm","storm","Sturm","der",""
"w0444","de.lex.donner","thunder","Donner","der",""
"w0445","de.lex.blitz","lightning","Blitz","der",""
"w0446","de.lex.regenbogen","rainbow","Regenbogen","der",""
"w0447","de.lex.nebel","fog","Nebel","der",""
"w0448","de.lex.eis.ice","ice","Eis","das",""
"w0449","de.lex.frost","frost","Frost","der",""
"w0450","de.lex.erde","earth / soil","Erde","die",""
"w0451","de.lex.stein","stone","Stein","der",""
"w0452","de.lex.sand","sand","Sand","der",""
"w0453","de.lex.feuer","fire","Feuer","das",""
"w0454","de.lex.rauch","smoke","Rauch","der",""
"w0455","de.lex.luft","air","Luft","die",""
"w0456","de.lex.welle","wave","Welle","die",""
"w0457","de.lex.kueste","coast","Küste","die",""
"w0458","de.lex.klippe","cliff","Klippe","die",""
"w0459","de.lex.hund","dog","Hund","der",""
"w0460","de.lex.katze","cat","Katze","die",""
"w0461","de.lex.pferd","horse","Pferd","das",""
"w0462","de.lex.kuh","cow","Kuh","die",""
"w0463","de.lex.schwein","pig","Schwein","das",""
"w0464","de.lex.schaf","sheep","Schaf","das",""
"w0465","de.lex.ziege","goat","Ziege","die",""
"w0466","de.lex.huhn","chicken (hen)","Huhn","das",""
"w0467","de.lex.ente","duck","Ente","die",""
"w0468","de.lex.kaninchen","rabbit","Kaninchen","das",""
"w0469","de.lex.maus","mouse","Maus","die",""
"w0470","de.lex.ratte","rat","Ratte","die",""
"w0471","de.lex.vogel","bird","Vogel","der",""
"w0472","de.lex.adler","eagle","Adler","der",""
"w0473","de.lex.eule","owl","Eule","die",""
"w0474","de.lex.papagei","parrot","Papagei","der",""
"w0475","de.lex.taube","pigeon","Taube","die",""
"w0476","de.lex.kraehe","crow","Krähe","die",""
"w0477","de.lex.hai","shark","Hai","der",""
"w0478","de.lex.wal","whale","Wal","der",""
"w0479","de.lex.delfin","dolphin","Delfin","der",""
"w0480","de.lex.frosch","frog","Frosch","der",""
"w0481","de.lex.schlange","snake","Schlange","die",""
"w0482","de.lex.schildkroete","turtle","Schildkröte","die",""
"w0483","de.lex.krokodil","crocodile","Krokodil","das",""
"w0484","de.lex.eidechse","lizard","Eidechse","die",""
"w0485","de.lex.loewe","lion","Löwe","der",""
"w0486","de.lex.tiger","tiger","Tiger","der",""
"w0487","de.lex.baer","bear","Bär","der",""
"w0488","de.lex.wolf","wolf","Wolf","der",""
"w0489","de.lex.fuchs","fox","Fuchs","der",""
"w0490","de.lex.reh","deer","Reh","das",""
"w0491","de.lex.elefant","elephant","Elefant","der",""
"w0492","de.lex.giraffe","giraffe","Giraffe","die",""
"w0493","de.lex.zebra","zebra","Zebra","das",""
"w0494","de.lex.affe","monkey","Affe","der",""
"w0495","de.lex.gorilla","gorilla","Gorilla","der",""
"w0496","de.lex.kamel","camel","Kamel","das",""
"w0497","de.lex.kaenguru","kangaroo","Känguru","das",""
"w0498","de.lex.pinguin","penguin","Pinguin","der",""
"w0499","de.lex.schmetterling","butterfly","Schmetterling","der",""
"w0500","de.lex.biene","bee","Biene","die",""
"w0501","de.lex.ameise","ant","Ameise","die",""
"w0502","de.lex.spinne","spider","Spinne","die",""
"w0503","de.lex.fliege","fly","Fliege","die",""
"w0504","de.lex.muecke","mosquito","Mücke","die",""
