"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w038","de.questionadverb.warum","why","warum","","grammar word","s007","warum","function"
"w039","de.verb.erklaeren","explain","erklären","","","s007","erklären|erklärt","word"
"w040","de.verb.gefallen","please/appeal","gefallen","","","s007","gefällt","word"
"w041","de.adj.albern","silly","albern","","","s008","albern|alberne","word"
"w042","de.adj.solch","such","solch","","","s008","solche","word"
"w043","de.noun.kleidung","clothing","Kleidung","die","","s008","Kleidung","word"
"w044","de.noun.strasse","street","Straße","die","","s008","Straße","word"
"w045","de.prepositionparticle.auf","on/up","auf","","grammar word","s008","Auf|auf","function"
"w046","de.verb.werden","become/will","werden","","","s008","werde|werden|wird|worden|wurde|würde|würden","word"
"w047","de.verb.wirken","seem","wirken","","","s008","wirken|wirkt","word"
"w048","de.adj.normal","normal","normal","","","s009","normal|normale|normalen","word"
"w049","de.adj.voellig","complete","völlig","","","s009","völlig","word"
"w050","de.adverb.dagegen","by contrast","dagegen","","grammar word","s009","dagegen","function"
"w051","de.pronoun.sie","she/her/they/them","sie","","grammar word","s009","Sie|sie","function"
"w052","de.determiner.dieser","this","dieser","","grammar word","s010","diese|diesem|diesen|dieser|dieses","function"
"w053","de.noun.gangsterfilm","gangster film","Gangsterfilm","","","s010","Gangsterfilmen","word"
"w054","de.noun.regel","rule","Regel","die","","s010","Regel","word"
"w055","de.preposition.mit","with","mit","","grammar word","s010","Mit|mit","function"
"w056","de.verb.vergleichen","compare","vergleichen","","","s010","vergleicht","word"
"w057","de.adverb.oft","oft","oft","","","s011","oft","word"
"w058","de.conjunction.bevor","before","bevor","","grammar word","s011","Bevor|bevor","function"
"w059","de.noun.gangster","gangster","Gangster","der","","s011","Gangster","word"
"w060","de.verb.antworten","answer","antworten","","","s011","antworten|antwortet","word"
"w061","de.verb.schweigen","remain silent","schweigen","","","s011","schweigen|schweigt","word"
"w062","de.noun.leben","life","Leben","das","","s012","Leben","word"
"w063","de.noun.verhalten","Verhalten","Verhalten","","","s012","Verhalten","word"
"w064","de.adj.irgendwie","somehow","irgendwie","","","s013","irgendwie","word"
"w065","de.noun.welt","world","Welt","die","","s013","Welt","word"
"w066","de.preposition.in","in/into","in","","grammar word","s013","In|in","function"
"w067","de.pronoun.es","it","es","","grammar word","s013","Es|es","function"
"w068","de.verb.passen","fit","passen","","","s013","passt","word"
"w069","de.name.hanna","Hanna","Hanna","","","s014","Hanna|Hannas","name"
"w070","de.noun.lieblingskrankenschwester","favorite nurse","Lieblingskrankenschwester","die","","s014","Lieblingskrankenschwester","word"
"w071","de.verb.heissen","be called","heißen","","","s014","heißt|hieß","word"
"w072","de.adj.kurz","short","kurz","","","s015","kurze","word"
"w073","de.adj.schwarz","black","schwarz","","","s015","schwarze","word"
"w074","de.conjunction.und","and","und","","grammar word","s015","und","function"
"w075","de.name.libanon","Lebanon","Libanon","der","","s015","Libanon","name"
"w076","de.noun.haar","hair","Haar","das","","s015","Haare","word"
"w077","de.prepositionparticle.aus","from/out","aus","","grammar word","s015","aus","function"
"w078","de.verb.haben","have","haben","","","s015","habe|haben|hat|hatte|hätten","word"
"w079","de.adverb.ganz","quite/whole","ganz","","","s016","ganz","word"
"w080","de.verb.tragen","wear/carry","tragen","","","s016","tragen|trägt","word"
"w081","de.adj.besonders","special","besonders","","","s017","besonders","word"
"w082","de.adj.auffaellig","noticeable","auffällig","","","s018","Auffällige","word"
"w083","de.adj.traurig","sad","traurig","","","s018","traurig","word"
"w084","de.noun.waesche","laundry/underwear","Wäsche","die","","s018","Wäsche","word"
"w085","de.adj.scherzhaft","joking","scherzhaft","","","s019","scherzhaft","word"
"w086","de.adj.seltsam","strange","seltsam","","","s019","seltsam","word"
"w087","de.adverb.sich","sich","sich","","","s019","sich","word"
"w088","de.conjunction.ob","whether","ob","","grammar word","s019","ob","function"
"w089","de.verb.fragen","ask","fragen","","","s019","Fragen|fragen|fragt","word"
"w090","de.adverb.noch","still/yet","noch","","grammar word","s020","noch","function"
"w091","de.noun.ausbildung","training","Ausbildung","die","","s020","Ausbildung","word"
"w092","de.adverb.um","um","um","","","s021","um","word"
"w093","de.adverb.zuerst","first","zuerst","","grammar word","s021","Zuerst|zuerst","function"
"w094","de.conjunction.wenn","when/if","wenn","","grammar word","s021","Wenn","function"
"w095","de.noun.ecke","corner","Ecke","die","","s021","Ecke","word"
"w096","de.verb.schauen","look","schauen","","","s021","schaut","word"
"w097","de.adj.hoeflich","polite","höflich","","","s022","höflich","word"
"w098","de.noun.tuerrahmen","doorframe","Türrahmen","der","","s022","Türrahmen","word"
"w099","de.prepositionparticle.an","at/on","an","","grammar word","s022","an","function"
"w100","de.verb.klopfen","knock","klopfen","","","s022","klopft","word"
"w101","de.adj.neu","new","neu","","","s023","neuen","word"
"w102","de.adverb.jeden","every","jeden","","","s023","Jeden|jeden","word"
"w103","de.article.ein","a/an","ein","","grammar word","s023","Ein|ein|Eine|eine|einem|einen|einer","function"
"w104","de.noun.name","name","Name","der","","s023","Namen","word"
"w105","de.preposition.fuer","for","fuer","","grammar word","s023","Für|für","function"
"w106","de.verb.erfinden","invent","erfinden","","","s023","erfindet","word"
"w107","de.noun.maiki","Maiki","Maiki","","","s024","Maiki","word"
"w108","de.verb.nennen","call","nennen","","","s024","nennt","word"
"w109","de.adj.verrueckt","crazy","verrückt","","","s025","verrückt|verrückter","word"
"w110","de.adverb.spaeter","later","spaeter","","grammar word","s025","Später|später","function"
"w111","de.name.michael_schumacher","Michael Schumacher","Michael Schumacher","","","s026","Michael Schumacher","name"
"w112","de.adverb.auch","also","auch","","grammar word","s027","Auch|auch","function"
"w113","de.name.attila_der_hunnenkoenig","Attila the Hun king","Attila der Hunnenkönig","","","s027","Attila den Hunnenkönig|Attila der Hunnenkönig","name"
"w114","de.adj.ander","other","ander","","","s028","Andere|anderen|anderer","word"
"w115","de.noun.schweinemoerder","pig killer","Schweinemörder","der","","s028","Schweinemörder","word"
"w116","de.phrase.kranker_hase","sick rabbit","kranker Hase","","","s028","kranker Hase","phrase"
"w117","de.verb.bedeuten","mean","bedeuten","","","s028","bedeuten","word"
"w118","de.adj.lang","long","lang","","","s029","länger","word"
"w119","de.noun.witz","jokes","Witz","der","","s029","Witze","word"
"w120","de.preposition.wegen","because of","wegen","","grammar word","s029","Wegen|wegen","function"
"w121","de.verb.bleiben","stay","bleiben","","","s029","bleiben|bleibt|geblieben","word"
"w122","de.verb.moegen","like","mögen","","","s029","mag|möchte|mögen","word"
"w123","de.noun.verband","bandage","Verband","der","","s030","Verband","word"
"w124","de.verb.wechseln","change","wechseln","","","s030","wechseln|wechselt","word"
"w125","de.adverb.sehr","very","sehr","","grammar word","s031","sehr","function"
"w126","de.noun.behandlung","treatment/procedure","Behandlung","die","","s031","Behandlung","word"
"w127","de.verb.wehtun","hurt","wehtun","","","s031","tut ... weh","phrase"
"w128","de.noun.gesicht","face","Gesicht","das","","s032","Gesicht","word"
"w129","de.verb.leiden","suffer","leiden","","","s032","leidet","word"
"w130","de.verb.zeigen","show/point","zeigen","","","s032","zeigt","word"
"w131","de.adverb.danach","afterwards","danach","","grammar word","s033","Danach","function"
"w132","de.noun.spass","fun","Spaß","der","","s033","Spaß","word"
"w133","de.verb.scherzen","joke","scherzen","","","s033","scherzt","word"
"w134","de.verb.heiraten","marry","heiraten","","","s034","heiraten","word"
"w135","de.adj.fest","steady","fest","","","s035","festen","word"
"w136","de.adverb.leider","unfortunately","leider","","grammar word","s035","Leider","function"
"w137","de.noun.partner","partner","Partner","der","","s035","Partner","word"
"w138","de.adj.medizinisch","medical","medizinisch","","","s036","medizinischen","word"
"w139","de.adverb.manchmal","sometimes","manchmal","","grammar word","s036","Manchmal|manchmal","function"
"w140","de.noun.grund","reason","Grund","der","","s036","Grund","word"
"w141","de.prepositionconjunction.ohne","without","ohne","","grammar word","s036","ohne","function"
"w142","de.verb.besuchen","visit","besuchen","","","s036","besucht","word"
"w143","de.noun.bett","bed","Bett","das","","s037","Bett","word"
"w144","de.possessive.sein","his/its","sein","","grammar word","s037","Sein|sein|Seine|seine|seinem|seinen|seiner","function"
"w145","de.verb.setzen","set/sit down","setzen","","","s037","setzt","word"
"w146","de.adverb.sonst","otherwise","sonst","","grammar word","s038","sonst","function"
"w147","de.determiner.kein","no/not a","kein","","grammar word","s038","Kein|kein|keine|keinen","function"
"w148","de.noun.besuch","visit/visitor","Besuch","der","","s038","Besuch","word"
"w149","de.verb.bekommen","get","bekommen","","","s038","bekam|bekommt","word"
"w150","de.adj.gut","good","gut","","","s039","gute","word"
"w151","de.adj.wirklich","real","wirklich","","","s039","wirklich","word"
"w152","de.noun.gespraech","conversations","Gespräch","das","","s039","Gespräche","word"
"w153","de.verb.fuehren","lead/have","führen","","","s039","führen","word"
"w154","de.noun.erwachsene","adults","Erwachsene","der/die","","s040","Erwachsene|Erwachsenen","word"
"w155","de.adj.erstaunlich","surprising","erstaunlich","","","s041","erstaunlich","word"
"w156","de.adj.leicht","easy","leicht","","","s041","leicht","word"
"w157","de.particlepreposition.zu","to","zu","","grammar word","s041","zu","function"
"w158","de.verb.reden","talk","reden","","","s041","Reden|reden","word"
"w159","de.adj.schwierig","difficult","schwierig","","","s042","schwieriger","word"
"w160","de.noun.alter","age","Alter","das","","s042","Alter","word"
"w161","de.noun.maedchen","girl","Mädchen","das","","s042","Mädchen","word"
"w162","de.noun.unterschied","difference","Unterschied","der","","s043","Unterschied","word"
