"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s035","35","2","She rarely goes out at other times, except when she sings.","Geht selten zu anderen Zeiten weg, außer wenn sie singt.","","","Geht selten zu anderen Zeiten weg,|außer wenn sie singt.","de.subordinate.wenn","Extended"
"s036","36","2","She has only one male visitor, but he comes quite often.","Hat nur einen einzigen männlichen Besucher, aber der kommt ziemlich oft.","","","Hat nur einen einzigen männlichen Besucher,|aber der kommt ziemlich oft.","","Extended"
"s037","37","2","He is dark-haired, handsome, and dashing, visits her every day and often twice.","Er ist dunkelhaarig, gutaussehend und fesch, besucht sie jeden Tag und oft auch zweimal.","","","Er ist dunkelhaarig,|gutaussehend und fesch,|besucht sie jeden Tag und oft auch zweimal.","","Extended"
"s038","38","2","He is a Mr Godfrey Norton of the Inner Temple.","Es ist ein Mr. Godfrey Norton aus dem Inner Temple.","","","Es ist ein Mr. Godfrey Norton aus dem Inner Temple.","","Extended"
"s039","39","2","There you see the advantage of having a cabman as a confidant.","Da sehen Sie, was für ein Vorteil es ist, einen Kutscher als Vertrauten zu haben.","","","Da sehen Sie,|was für ein Vorteil es ist,|einen Kutscher als Vertrauten zu haben.","de.subordinate.als","Extended"
"s040","40","2","They had driven him home from the Serpentine stables a dozen times and knew everything about him.","Sie haben ihn schon ein Dutzend mal von den Serpentine-Ställen nach Hause gefahren und wußten alles über ihn.","","","Sie haben ihn schon ein Dutzend mal von den Serpentine-Ställen|nach Hause gefahren und wußten alles über ihn.","","Extended"
"s041","41","2","After I had listened to everything they had to tell me, I paced up and down near Briony Lodge again and considered my plan of campaign.","Als ich mir alles angehört hatte, was sie zu erzählen hatten, bin ich wieder in der Nähe der Briony Lodge auf und ab gegangen und habe mir meinen Schlachtplan überlegt.","","","Als ich mir alles angehört hatte,|was sie zu erzählen hatten,|bin ich wieder in der Nähe der Briony Lodge auf|und ab gegangen und habe mir meinen Schlachtplan überlegt.","de.subordinate.als","Extended"
"s042","42","2","This Godfrey Norton was certainly an important factor in the matter.","Dieser Godfrey Norton war mit Sicherheit ein wichtiger Faktor in der Sache.","","","Dieser Godfrey Norton war mit Sicherheit ein wichtiger Faktor in der Sache.","","Extended"
"s043","43","2","He was a lawyer.","Er war Rechtsanwalt.","","","Er war Rechtsanwalt.","","Extended"
"s044","44","2","That sounded ominous.","Das klang ominös.","","","Das klang ominös.","","Extended"
"s045","45","2","What was the relationship between the two, and what was the purpose of his frequent visits?","Was für eine Beziehung bestand zwischen den beiden, und was war der Zweck seiner häufigen Besuche?","","","Was für eine Beziehung bestand zwischen den beiden,|und was war der Zweck seiner häufigen Besuche?","","Extended"
"s046","46","2","Was she his client, his acquaintance, or his mistress?","War sie seine Klientin, seine Bekannte oder seine Geliebte?","","","War sie seine Klientin,|seine Bekannte oder seine Geliebte?","","Extended"
"s047","47","2","If the first, she had probably placed the photograph in his keeping.","Falls ersteres, dann hatte sie wahrscheinlich das Photo bei ihm hinterlegt.","","","Falls ersteres,|dann hatte sie wahrscheinlich das Photo bei ihm hinterlegt.","","Extended"
"s048","48","2","In the latter case that was less likely.","Im letzteren Fall war das weniger wahrscheinlich.","","","Im letzteren Fall war das weniger wahrscheinlich.","","Extended"
"s049","49","2","On this question depended whether I should continue my work at Briony Lodge or turn my attention to the gentleman's rooms in the Temple.","Von dieser Frage hing es ab, ob ich meine Arbeit bei der Briony Lodge fortsetzen oder meine Aufmerksamkeit den Räumlichkeiten des Gentleman im Temple zuwenden sollte.","","","Von dieser Frage hing es ab,|ob ich meine Arbeit bei der Briony Lodge fortsetzen|oder meine Aufmerksamkeit den Räumlichkeiten des Gentleman im Temple zuwenden sollte.","de.modal.infinitive-final|de.subordinate.ob","Extended"
"s050","50","2","It was a delicate point, and it widened the field of my investigation.","Das war ein kniffliger Punkt, und er erweiterte das Feld für meine Ermittlungen.","","","Das war ein kniffliger Punkt,|und er erweiterte das Feld für meine Ermittlungen.","","Extended"
"s051","51","2","I am afraid I am boring you with these details, but I must explain my little difficulties so that you can understand the situation.”","Ich fürchte, ich langweile Sie mit diesen Einzelheiten, aber ich muß Ihnen meine kleinen Schwierigkeiten darlegen, damit Sie die Situation verstehen.«","","","Ich fürchte,|ich langweile Sie mit diesen Einzelheiten,|aber ich muß Ihnen meine kleinen Schwierigkeiten darlegen,|damit Sie die Situation verstehen.«","de.modal.infinitive-final","Extended"
"s052","52","2","“I understand it perfectly,” I replied.","»Ich verstehe sie vollkommen«, antwortete ich.","","","»Ich verstehe sie vollkommen«, antwortete ich.","","Extended"
"s053","53","3","“I was still weighing the matter when a hansom cab drove up in front of Briony Lodge and a gentleman sprang out.","»Ich war immer noch dabei, die Sache abzuwägen, als eine Hansom-Kutsche vor der Briony Lodge vorfuhr und ein Gentleman heraussprang.","","","»Ich war immer noch dabei,|die Sache abzuwägen,|als eine Hansom-Kutsche vor der Briony Lodge vorfuhr|und ein Gentleman heraussprang.","de.subordinate.als","Extended"
"s054","54","3","He was remarkably handsome, dark-haired, with a narrow face and moustache—clearly the man I had heard about.","Er war bemerkenswert gutaussehend, dunkelhaarig, mit schmalem Gesicht und Schnurrbart – eindeutig der Mann, von dem ich gehört hatte.","","","Er war bemerkenswert gutaussehend, dunkelhaarig,|mit schmalem Gesicht und Schnurrbart –|eindeutig der Mann,|von dem ich gehört hatte.","","Extended"
"s055","55","3","He seemed in a great hurry, called to the driver to wait, and rushed past the maid who opened the door as if he were at home there.","Er schien in großer Eile zu sein, rief dem Kutscher zu, er solle warten, und stürmte an dem Hausmädchen, das die Tür öffnete, vorbei, als sei er dort zu Hause.","","","Er schien in großer Eile zu sein,|rief dem Kutscher zu,|er solle warten,|und stürmte an dem Hausmädchen,|das die Tür öffnete, vorbei,|als sei er dort zu Hause.","de.subordinate.als","Extended"
"s056","56","3","He was in the house for about half an hour, and I caught several brief glimpses of him through the sitting-room windows, pacing up and down, speaking excitedly, and waving his arms.","Er war etwa eine halbe Stunde im Haus, und ich konnte ihn ein paarmal kurz durch die Fenster im Wohnzimmer sehen, wie er auf und ab ging, aufgeregt redete und mit den Armen wedelte.","","","Er war etwa eine halbe Stunde im Haus,|und ich konnte ihn ein paarmal kurz durch die Fenster|im Wohnzimmer sehen,|wie er auf und ab ging,|aufgeregt redete und mit den Armen wedelte.","de.modal.infinitive-final","Extended"
"s057","57","3","I could see nothing of her.","Von ihr konnte ich nichts sehen.","","","Von ihr konnte ich nichts sehen.","de.modal.infinitive-final","Extended"
"s058","58","3","At last he came out again and looked even more disturbed than before.","Schließlich kam er wieder heraus und sah sogar noch beunruhigter aus als zuvor.","","","Schließlich kam er wieder heraus|und sah sogar noch beunruhigter aus als zuvor.","de.subordinate.als","Extended"
"s059","59","3","When he reached the cab, he pulled a gold watch from his pocket and looked at it gravely. ‘Drive like the devil,’ he cried, ‘first to Gross & Hankey in Regent Street and then to St Monica's Church in the Edgware Road.","Als er zur Kutsche kam, zog er eine goldene Uhr aus der Tasche und schaute mit ernstem Gesicht darauf. ›Fahren Sie wie der Teufel‹, rief er, ›zuerst zu Gross & Hankey in der Regent Street und dann zur Kirche St. Monika in der Edgeware Road.","","","Als er zur Kutsche kam,|zog er eine goldene Uhr aus der Tasche|und schaute mit ernstem Gesicht darauf. ›Fahren Sie wie der Teufel‹,|rief er,|›zuerst zu Gross & Hankey in der Regent Street|und dann zur Kirche St. Monika in der Edgeware Road.","de.subordinate.als","Extended"
"s060","60","3","Half a guinea if you can do it in twenty minutes!’","Eine halbe Guinea, wenn Sie es in zwanzig Minuten schaffen!‹","","","Eine halbe Guinea,|wenn Sie es in zwanzig Minuten schaffen!‹","de.subordinate.wenn","Extended"
"s061","61","3","And off they went, and I was just wondering whether it would be better to follow them when a pretty little landau came along the street, the driver with his coat only half buttoned, his tie under one ear, and every strap of the harness sticking out of its buckle.","Und weg waren sie, und ich war gerade am Überlegen, ob es nicht besser wäre, ihnen zu folgen, als ein hübscher kleiner Landauer die Straße entlang kam, der Kutscher im halb zugeknöpften Rock, die Fliege unter dem Ohr, und am Pferdegeschirr schauten alle Riemen aus den Schnallen heraus.","","","Und weg waren sie,|und ich war gerade am Überlegen,|ob es nicht besser wäre,|ihnen zu folgen,|als ein hübscher kleiner Landauer die Straße entlang kam,|der Kutscher im halb zugeknöpften Rock,|die Fliege unter dem Ohr,|und am Pferdegeschirr schauten alle Riemen aus den Schnallen heraus.","de.subordinate.als|de.subordinate.ob","Extended"
"s062","62","3","It had not quite stopped when Miss Adler shot out of the front door and into the carriage.","Er hatte noch nicht ganz angehalten, als Miß Adler schon aus der Haustür geschossen kam und hinein in die Kutsche.","","","Er hatte noch nicht ganz angehalten,|als Miß Adler schon aus der Haustür geschossen kam|und hinein in die Kutsche.","de.subordinate.als","Extended"
"s063","63","3","I saw her only for a moment, but she was a beautifully formed woman with a face a man might die for.","Ich konnte sie nur ganz kurz sehen, aber sie war eine bildhübsche Frau mit einem Gesicht, für das ein Mann sterben würde.","","","Ich konnte sie nur ganz kurz sehen,|aber sie war eine bildhübsche Frau mit einem Gesicht,|für das ein Mann sterben würde.","de.modal.infinitive-final","Extended"
"s064","64","3","‘To St Monica's Church, John,’ she cried, ‘and half a sovereign if you can make it in twenty minutes.’","›Zur Kirche St. Monika, John‹, rief sie, ›und einen halben Sovereign, wenn Sie es in zwanzig Minuten schaffen.‹","","","›Zur Kirche St. Monika, John‹, rief sie,|›und einen halben Sovereign,|wenn Sie es in zwanzig Minuten schaffen.‹","de.subordinate.wenn","Extended"
"s065","65","3","That was really too good to miss, Watson.","Das war nun wirklich zu gut, um es sich entgehen zu lassen, Watson.","","","Das war nun wirklich zu gut,|um es sich entgehen zu lassen, Watson.","de.um-zu","Extended"
"s066","66","3","I was just considering whether to run or cling to the back of her landau when a cab came through the street.","Ich war gerade am Überlegen, ob ich losrennen oder mich an ihren Landauer hängen sollte, als eine Mietkutsche durch die Straße kam.","","","Ich war gerade am Überlegen,|ob ich losrennen oder mich an ihren Landauer hängen sollte,|als eine Mietkutsche durch die Straße kam.","de.subordinate.als|de.modal.infinitive-final|de.subordinate.ob","Extended"
"s067","67","3","The driver looked suspiciously at his shabby passenger, but I jumped in before he could object. ‘To St Monica's Church,’ I cried, ‘and half a sovereign if you get there in twenty minutes.’ It was twenty-five minutes to twelve, and of course it was obvious what was in the air.","Der Kutscher hat seinen schäbigen Fahrgast zwar schief angesehen, aber ich bin hineingesprungen, ehe er sich beschweren konnte. ›Zur Kirche St. Monika‹, rief ich, ›und einen halben Sovereign, wenn Sie in zwanzig Minuten dort sind.‹ Es war fünfundzwanzig Minuten vor zwölf, und es war natürlich klar, was in der Luft lag.","","","Der Kutscher hat seinen schäbigen Fahrgast zwar schief angesehen,|aber ich bin hineingesprungen,|ehe er sich beschweren konnte. ›Zur Kirche St. Monika‹, rief ich,|›und einen halben Sovereign,|wenn Sie in zwanzig Minuten dort sind.‹ Es war fünfundzwanzig|Minuten vor zwölf,|und es war natürlich klar,|was in der Luft lag.","de.subordinate.wenn|de.modal.infinitive-final","Extended"
"s068","68","3","My cabman drove very fast indeed.","Mein Kutscher fuhr wirklich schnell.","","","Mein Kutscher fuhr wirklich schnell.","","Extended"
"s069","69","3","I do not think I have ever travelled so fast, but the others arrived before us.","Ich glaube, so schnell bin ich noch nie gefahren, aber die anderen waren vor uns da.","","","Ich glaube,|so schnell bin ich noch nie gefahren,|aber die anderen waren vor uns da.","","Extended"
"s070","70","3","The hansom and the landau, their horses steaming, stood before the door when I arrived.","Der Hansom und der Landauer mit ihren dampfenden Pferden standen vor der Tür, als ich ankam.","","","Der Hansom und der Landauer mit ihren dampfenden Pferden standen|vor der Tür,|als ich ankam.","de.subordinate.als","Extended"
"s071","71","3","I paid the driver and hurried into the church.","Ich bezahlte den Kutscher und eilte in die Kirche.","","","Ich bezahlte den Kutscher und eilte in die Kirche.","","Extended"
"s072","72","3","Not a soul was there except the two I had followed and a clergyman in his robes who seemed to be remonstrating with them.","Keine Menschenseele war da außer den beiden, denen ich gefolgt war, und einem Priester im Talar, der ihnen Vorhaltungen zu machen schien.","","","Keine Menschenseele war da außer den beiden,|denen ich gefolgt war,|und einem Priester im Talar,|der ihnen Vorhaltungen zu machen schien.","","Extended"
"s073","73","3","All three were standing together before the altar.","Sie standen alle drei vor dem Altar beieinander.","","","Sie standen alle drei vor dem Altar beieinander.","","Extended"
"s074","74","3","I strolled up the aisle like some casual visitor who had simply wandered into a church.","Ich schlenderte das Seitenschiff hinauf wie irgendein Spaziergänger, der einfach mal so in eine Kirche gegangen ist.","","","Ich schlenderte das Seitenschiff hinauf wie irgendein Spaziergänger,|der einfach mal so in eine Kirche gegangen ist.","","Extended"
"s075","75","3","To my surprise, the three at the altar suddenly turned towards me, and Godfrey Norton came running towards me as fast as he could.","Zu meiner Überraschung drehten sich die drei am Altar plötzlich zu mir um, und Godfrey Norton kam, so schnell er konnte, auf mich zugerannt.","","","Zu meiner Überraschung drehten sich die drei am Altar plötzlich|zu mir um,|und Godfrey Norton kam,|so schnell er konnte,|auf mich zugerannt.","de.modal.infinitive-final","Extended"
"s076","76","4","‘Thank God,’ he cried, ‘you will do.","›Gott sei Dank‹, rief er, ›Sie reichen.","","","›Gott sei Dank‹, rief er, ›Sie reichen.","","Extended"
"s077","77","4","Come!","Kommen Sie!","","","Kommen Sie!","","Extended"
"s078","78","4","Come!’","Kommen Sie!‹","","","Kommen Sie!‹","","Extended"
"s079","79","4","‘What is this about?’ I asked.","›Was soll denn das?‹ fragte ich.","","","›Was soll denn das?‹ fragte ich.","de.modal.infinitive-final","Extended"
"s080","80","4","‘Come, man, come along, only three minutes left or it will not be legal.’","›Kommen Sie, Mann, kommen Sie schon, nur noch drei Minuten, sonst ist es nicht legal.‹","","","›Kommen Sie, Mann,|kommen Sie schon,|nur noch drei Minuten,|sonst ist es nicht legal.‹","","Extended"
"s081","81","4","I was more or less dragged to the altar, and before I knew it I was murmuring answers whispered into my ear, guaranteeing things of which I knew nothing, and in general helping to bind Irene Adler, spinster, and Godfrey Norton, bachelor, together for life.","Ich wurde mehr oder weniger zum Altar gezerrt, und ehe ich mich's versah, murmelte ich Antworten, die mir ins Ohr geflüstert wurden, bürgte für Dinge, von denen ich nichts wußte, und half im großen und ganzen dabei, zwischen Irene Adler, alleinstehend, und Godfrey Norton, Junggeselle, den Bund fürs Leben zu schließen.","","","Ich wurde mehr oder weniger zum Altar gezerrt,|und ehe ich mich's versah,|murmelte ich Antworten,|die mir ins Ohr geflüstert wurden,|bürgte für Dinge,|von denen ich nichts wußte,|und half im großen und ganzen dabei,|zwischen Irene Adler, alleinstehend,|und Godfrey Norton, Junggeselle,|den Bund fürs Leben zu schließen.","","Extended"
"s082","82","4","In a matter of seconds it was all over: the bridegroom thanked me on one side, the lady on the other, and the clergyman beamed at me from the front.","In Sekundenschnelle war alles vorbei, auf der einen Seite bedankte sich der Bräutigam, auf der anderen die Dame, und von vorne strahlte mich der Priester an.","","","In Sekundenschnelle war alles vorbei,|auf der einen Seite bedankte sich der Bräutigam,|auf der anderen die Dame,|und von vorne strahlte mich der Priester an.","","Extended"
"s083","83","4","It was the most ridiculous situation I had ever found myself in, and the thought of it was what made me laugh so much just now.","Das war die lächerlichste Situation, in der ich mich je in meinem Leben befunden habe, und es war der Gedanke daran, der mich vorhin so zum Lachen gebracht hat.","","","Das war die lächerlichste Situation,|in der ich mich je in meinem Leben befunden habe,|und es war der Gedanke daran,|der mich vorhin so zum Lachen gebracht hat.","","Extended"
"s084","84","4","Apparently there had been some defect in their marriage licence, the clergyman had flatly refused to marry them without a witness, and my accidental presence saved the bridegroom from having to fetch a witness from the street.","Anscheinend hatte es in der Heiratserlaubnis der beiden irgendeinen Formfehler gegeben, der Priester hatte sich strikt geweigert, sie ohne irgendeinen Zeugen zu verheiraten, und meine zufällige Anwesenheit hat es dem Bräutigam erspart, sich einen Trauzeugen von der Straße holen zu müssen.","","","Anscheinend hatte es in der Heiratserlaubnis der beiden irgendeinen Formfehler gegeben,|der Priester hatte sich strikt geweigert,|sie ohne irgendeinen Zeugen zu verheiraten,|und meine zufällige Anwesenheit hat es dem Bräutigam erspart,|sich einen Trauzeugen von der Straße holen zu müssen.","de.modal.infinitive-final","Extended"
